"fecha";"region";"prob48.estimado";"prob48.linf";"prob48.lsup"
2020-03-08;1;0.0940124554131851;0.0441058499369404;0.15981382632021
2020-03-15;1;0.0940124554131851;0.0441058499369404;0.15981382632021
2020-03-22;1;0.0767941123300872;0.0194332316405649;0.166361526255467
2020-03-29;1;0.0673321701141009;0.0165935739248432;0.14971932588552
2020-04-05;1;0.0556013139690509;0.0134570651928808;0.124550780712119
2020-04-12;1;0.0655247778162468;0.0194633097811531;0.135341694532017
2020-04-19;1;0.0784073714811139;0.0296595832784342;0.147248987336323
2020-04-26;1;0.164944582472556;0.104767361684429;0.23553638156937
2020-05-03;1;0.174026932576251;0.125365383054819;0.22915464455249
2020-05-10;1;0.10925847434593;0.0743971750661436;0.152057277492375
2020-05-17;1;0.139426704713571;0.114922273963183;0.165528097577536
2020-05-24;1;0.160245178665785;0.137095046393494;0.185074582833575
2020-05-31;1;0.219217484096069;0.192078948789541;0.247801356593963
2020-06-07;1;0.219683897842171;0.191989668115236;0.248444224588287
2020-06-14;1;0.30619426662653;0.274564660191577;0.338771589102874
2020-06-21;1;0.293426295230791;0.259858520157399;0.327986894947954
2020-06-28;1;0.30667749464496;0.270939914481317;0.343786339862003
2020-07-05;1;0.331035237430572;0.294678088328261;0.368551418041155
2020-07-12;1;0.34657636443451;0.306751567070666;0.387517976307817
2020-07-19;1;0.276902025142204;0.23935042372901;0.31619469450342
2020-07-26;1;0.283422528700469;0.220932509883772;0.33877795229355
2020-08-02;1;0.375387417852093;0.307392494782361;0.436572706153857
2020-08-09;1;0.275135273798336;0.191069371921308;0.340355539582866
2020-08-16;1;0.387960831481136;0.208726980452173;0.622928169161805
2020-03-08;2;0.086190705690055;0.0402698614016163;0.147738079757852
2020-03-15;2;0.086190705690055;0.0402698614016163;0.147738079757852
2020-03-22;2;0.0503269876110653;0.0121952810166463;0.11189973012745
2020-03-29;2;0.0464892198383091;0.0112591708228194;0.105246942231891
2020-04-05;2;0.0620489162779058;0.0238032370121535;0.116260229004196
2020-04-12;2;0.0824192467812197;0.0425155289848671;0.133068259984314
2020-04-19;2;0.0942275191635435;0.0562871015302733;0.140201605592296
2020-04-26;2;0.187786345580341;0.145190323986253;0.235160559635877
2020-05-03;2;0.225912831819964;0.187569724112623;0.266541292558046
2020-05-10;2;0.0872951939332299;0.0648501935785459;0.112573287149464
2020-05-17;2;0.0706186715330779;0.0525132982286347;0.0910763637181037
2020-05-24;2;0.0615936110545418;0.0437726725441243;0.0819871980494596
2020-05-31;2;0.0647421161907231;0.04932512152305;0.0819850865276077
2020-06-07;2;0.0548489935136372;0.043096293865884;0.0678801051216211
2020-06-14;2;0.0984917725968432;0.0845141447865245;0.113203976445173
2020-06-21;2;0.166114517303601;0.148791423204046;0.184010284305975
2020-06-28;2;0.188722573823891;0.170274264601567;0.207947806630892
2020-07-05;2;0.227556529959528;0.207752320776955;0.247898363583449
2020-07-12;2;0.285696834658008;0.261171081601219;0.310548795901572
2020-07-19;2;0.31744966478756;0.289410978737588;0.346081696262245
2020-07-26;2;0.292244983878186;0.246894847664097;0.331879012489499
2020-08-02;2;0.296217865303746;0.243939356347968;0.3416100294886
2020-08-09;2;0.322152999442409;0.219363754792808;0.394638245856821
2020-08-16;2;0.293896621335097;0.165178330097112;0.455385602950851
2020-03-08;3;0.0966495215282181;0.0458530098947235;0.163893969470501
2020-03-15;3;0.0966495215282181;0.0458530098947235;0.163893969470501
2020-03-22;3;0.095733417572533;0.0243653231630975;0.20747038729109
2020-03-29;3;0.109479883222224;0.0340700931380791;0.221483624906885
2020-04-05;3;0.0873372816713244;0.0217798735225195;0.192134450333734
2020-04-12;3;0.0810096879246739;0.020246937792039;0.176119975747174
2020-04-19;3;0.0848853038540791;0.0209106879492592;0.185792548057806
2020-04-26;3;0.119919841723033;0.0429271043277571;0.226898800086113
2020-05-03;3;0.207375731568054;0.121361186873832;0.306517059086358
2020-05-10;3;0.280965230820972;0.182559359807337;0.387247962099148
2020-05-17;3;0.222440921756524;0.125291828593578;0.335560024492773
2020-05-24;3;0.302134383578442;0.203442956872787;0.410200916267669
2020-05-31;3;0.221192577640178;0.153499888800053;0.297308005946388
2020-06-07;3;0.232463798516862;0.177641365608902;0.291809546416607
2020-06-14;3;0.106036657725808;0.0704911240052542;0.14723026913085
2020-06-21;3;0.180195215254058;0.137727456935274;0.226850291750574
2020-06-28;3;0.230185577043104;0.181661395853167;0.282219171349705
2020-07-05;3;0.3460413401175;0.295585093166588;0.398413238575085
2020-07-12;3;0.391121934907381;0.341224339199141;0.442481200814376
2020-07-19;3;0.331383147484019;0.286933215852538;0.37709461231887
2020-07-26;3;0.242314662962525;0.194868098241928;0.284753774699255
2020-08-02;3;0.186787251053949;0.151839188344192;0.221222572408205
2020-08-09;3;0.247877984045046;0.177404874408587;0.300685501589808
2020-08-16;3;0.198915331431036;0.105765622659087;0.325179129759299
2020-03-08;4;0.0854889010294056;0.0401314698208716;0.145744264371325
2020-03-15;4;0.0854889010294056;0.0401314698208716;0.145744264371325
2020-03-22;4;0.0569410929772851;0.0137589024947665;0.127132213645534
2020-03-29;4;0.0810645419229372;0.0246914385868703;0.164686857636872
2020-04-05;4;0.0645779962652196;0.0150170367743245;0.146812083477879
2020-04-12;4;0.123686123176007;0.049398447736493;0.225609339717532
2020-04-19;4;0.123325896224726;0.0497145458336654;0.224290232023374
