fecha,positividad_sintomatico,positividad_asintomatico,codigo_provincia,provincia
2020-09-13,0.22568306010928962,0.027579162410623085,61,Cachapoal
2020-09-14,0.2308979364194088,0.026943644590703413,61,Cachapoal
2020-09-15,0.24257703081232493,0.028565471226021686,61,Cachapoal
2020-09-16,0.23286180631120784,0.02910216718266254,61,Cachapoal
2020-09-17,0.23141419787590833,0.022759033739269314,61,Cachapoal
2020-09-18,0.24564564564564564,0.022696629213483147,61,Cachapoal
2020-09-19,0.2486741308190925,0.022602739726027398,61,Cachapoal
2020-09-20,0.2482360487491982,0.021368608496565758,61,Cachapoal
2020-09-21,0.2564102564102564,0.022598870056497175,61,Cachapoal
2020-09-22,0.2513863216266174,0.026726647261180205,61,Cachapoal
2020-09-23,0.24593023255813953,0.0314900153609831,61,Cachapoal
2020-09-24,0.23411189570885388,0.03266972945380296,61,Cachapoal
2020-09-25,0.2125063548551093,0.03334168964652795,61,Cachapoal
2020-09-26,0.2020671834625323,0.030222222222222223,61,Cachapoal
2020-09-27,0.19808612440191387,0.03126903553299493,61,Cachapoal
2020-09-28,0.1823556161891769,0.02985645933014354,61,Cachapoal
2020-09-29,0.1714785651793526,0.026765375854214124,61,Cachapoal
2020-09-30,0.16969407265774378,0.02251708886208283,61,Cachapoal
2020-10-01,0.16746871992300288,0.02213393870601589,61,Cachapoal
2020-10-02,0.1675101214574899,0.020340236686390532,61,Cachapoal
2020-10-03,0.16658711217183772,0.024385485758876318,61,Cachapoal
2020-10-04,0.16321499013806706,0.02287646707777999,61,Cachapoal
2020-10-05,0.1635287789133943,0.02258201959948871,61,Cachapoal
2020-10-06,0.16373626373626374,0.023580786026200874,61,Cachapoal
2020-10-07,0.16940179989412388,0.02267910131411615,61,Cachapoal
2020-10-08,0.1688385269121813,0.024723334118201084,61,Cachapoal
2020-10-09,0.16852737905369483,0.028755463538072235,61,Cachapoal
2020-10-10,0.16555924695459578,0.024057217165149546,61,Cachapoal
2020-10-11,0.1716259298618491,0.023235613463626494,61,Cachapoal
2020-10-12,0.17144402379664683,0.023928649118990647,61,Cachapoal
2020-10-13,0.17309941520467836,0.023556581986143188,61,Cachapoal
2020-10-14,0.1716171617161716,0.02520562483417352,61,Cachapoal
2020-10-15,0.18550567874526772,0.023261223540358224,61,Cachapoal
2020-10-16,0.18131564400221117,0.0219256434699714,61,Cachapoal
2020-10-17,0.195446973903387,0.022393123727663423,61,Cachapoal
2020-10-18,0.19171597633136095,0.02378854625550661,61,Cachapoal
2020-10-19,0.19471568064330844,0.02445302445302445,61,Cachapoal
2020-10-20,0.19155844155844157,0.023504681826867952,61,Cachapoal
2020-10-21,0.18512898330804248,0.022314478463933574,61,Cachapoal
2020-10-22,0.16829408385985067,0.022185246810870772,61,Cachapoal
2020-10-23,0.17237308146399055,0.01922379397896264,61,Cachapoal
2020-10-24,0.15671200473092844,0.018569194683346363,61,Cachapoal
2020-10-25,0.14958775029446408,0.016446700507614213,61,Cachapoal
2020-10-26,0.13524835427887494,0.014940239043824702,61,Cachapoal
2020-10-27,0.13161057692307693,0.013364779874213837,61,Cachapoal
2020-10-28,0.12597014925373134,0.012736318407960199,61,Cachapoal
2020-10-29,0.11550339715873996,0.010441292356185973,61,Cachapoal
2020-10-30,0.10817610062893082,0.00989078920255512,61,Cachapoal
2020-10-31,0.10293159609120521,0.009831160504381278,61,Cachapoal
2020-11-01,0.10033003300330033,0.010186389250108365,61,Cachapoal
