"fecha";"region";"servicio.salud";"carga.estimada";"carga.liminf";"carga.lisup"
"2020-04-01";15;151011;3.56590377216294;1.58660901987228;6.34643607948911
"2020-04-02";15;151011;3.96850581095554;1.58660901987228;6.75300464083139
"2020-04-03";15;151011;4.0061877751775;1.57669271349808;7.93304509936139
"2020-04-04";15;151011;5.16639562095911;2.36999722343422;9.51965411923367
"2020-04-05";15;151011;4.36515806592361;1.58660901987228;7.53639284439332
"2020-04-06";15;151011;4.05973582959819;1.58660901987228;7.13974058942525
"2020-04-07";15;151011;4.25607869580739;1.58660901987228;7.53639284439332
"2020-04-08";15;151011;4.31161001150292;1.98326127484035;7.93304509936139
"2020-04-09";15;151011;3.35964459957955;1.18995676490421;6.34643607948911
"2020-04-10";15;151011;3.37551068977827;1.18995676490421;5.95970013089525
"2020-04-11";15;151011;2.82019753282297;0.793304509936139;5.56304787592718
"2020-04-12";15;151011;2.90349450636627;0.793304509936139;5.16639562095911
"2020-04-13";15;151011;3.01654039903217;1.18004045853001;5.16639562095911
"2020-04-14";15;151011;2.64368727936218;0.793304509936139;5.1564793145849
"2020-04-15";15;151011;2.94514299313792;0.793304509936139;5.55313156955297
"2020-04-16";15;151011;3.11768672404903;1.18995676490421;5.94978382452104
"2020-04-17";15;151011;3.92685732418389;1.58660901987228;6.74308833445718
"2020-04-18";15;151011;3.90702471143548;1.18995676490421;6.35635238586332
"2020-04-19";15;151011;4.05180278449883;1.57669271349808;7.13974058942525
"2020-04-20";15;151011;5.06524929594225;1.98326127484035;8.32969735432946
"2020-04-21";15;151011;3.83364404426639;1.58660901987228;7.53639284439332
"2020-04-22";15;151011;4.11130062274404;1.57669271349808;7.53639284439332
"2020-04-23";15;151011;3.12958629169807;0.793304509936139;5.16639562095911
"2020-04-24";15;151011;2.91936059656499;0.793304509936139;5.1564793145849
"2020-04-25";15;151011;2.86977906469398;0.396652254968069;6.34643607948911
"2020-04-26";15;151011;2.88564515489271;0.793304509936139;5.1564793145849
"2020-04-27";15;151011;2.91142755146563;1.18004045853001;5.1564793145849
"2020-04-28";15;151011;3.2148665265162;0.793304509936139;5.95970013089525
"2020-04-29";15;151011;3.26444805838721;1.18995676490421;5.95970013089525
"2020-04-30";15;151011;3.03240648923089;1.18995676490421;5.94978382452104
"2020-05-01";15;151011;2.94117647058824;0.793304509936139;5.55313156955297
"2020-05-02";15;151011;2.56039030581889;0.793304509936139;4.76974336599104
"2020-05-03";15;151011;2.58220617984213;0.783388203561937;5.1564793145849
"2020-05-04";15;151011;2.5365911705208;1.18004045853001;4.76974336599104
"2020-05-05";15;151011;2.72896751418032;0.793304509936139;5.1564793145849
"2020-05-06";15;151011;2.84994645194558;0.793304509936139;5.55313156955297
"2020-05-07";15;151011;2.6397207568125;0.793304509936139;5.1564793145849
"2020-05-08";15;151011;3.07008845345286;0.793304509936139;5.94978382452104
"2020-05-09";15;151011;3.19106739121812;1.18995676490421;5.94978382452104
"2020-05-10";15;151011;3.66903335845464;1.18995676490421;7.13974058942525
"2020-05-11";15;151011;4.73602792431875;2.37991352980842;7.94296140573559
"2020-05-12";15;151011;4.29376066002935;1.98326127484035;7.54630915076752
"2020-05-13";15;151011;4.85899012335885;1.98326127484035;8.33961366070366
"2020-05-14";15;151011;4.85304033953433;1.98326127484035;8.33961366070366
"2020-05-15";15;151011;5.09103169251517;2.37991352980842;9.51965411923367
"2020-05-16";15;151011;6.43369957558209;2.37991352980842;10.322874935544
"2020-05-17";15;151011;6.2968545476181;3.16330173337035;10.3129586291698
"2020-05-18";15;151011;7.70298679147991;4.35325849827456;11.1161794454801
"2020-05-19";15;151011;8.59743762643291;4.75982705961683;13.0895244139463
"2020-05-20";15;151011;7.38963151005513;3.16330173337035;12.2962199040102
"2020-05-21";15;151011;8.65693546467812;4.75982705961683;12.6928721589782
"2020-05-22";15;151011;8.59347110388322;5.1465630082107;13.0994407203205
"2020-05-23";15;151011;9.39074213636905;4.35325849827456;14.6860497401928
"2020-05-24";15;151011;8.21466820038872;4.36317480464876;12.7027884653524
"2020-05-25";15;151011;9.17853317996113;5.1465630082107;14.2993137915989
"2020-05-26";15;151011;8.47645868866764;4.75982705961683;13.0994407203205
"2020-05-27";15;151011;10.8742215699496;6.73317202808298;16.6593947086589
"2020-05-28";15;151011;10.8405061282773;6.73317202808298;15.8859228114712
"2020-05-29";15;151011;13.8411804371108;7.93304509936139;20.2292650033715
"2020-05-30";15;151011;14.4976399190829;8.72634960929753;20.2391813097457
"2020-05-31";15;151011;13.0835746301218;7.93304509936139;18.6525722898735
"2020-06-01";15;151011;19.8583951449764;13.0796081075721;26.5856173892349
"2020-06-02";15;151011;15.6300821070168;10.3030423227956;21.4192217682758
"2020-06-03";15;151011;14.2517155210027;9.90639006782754;20.2391813097457
"2020-06-04";15;151011;13.8768791400579;8.32969735432946;20.24909761612
"2020-06-05";15;151011;12.2387053270398;6.73317202808298;17.4626155249693
"2020-06-06";15;151011;14.4619412161358;9.50973781285947;21.0324858196819
"2020-06-07";15;151011;12.6075919241601;8.32969735432946;17.4626155249693
"2020-06-08";15;151011;15.229463329499;9.49982150648527;21.8357066359922
"2020-06-09";15;151011;14.6384514695966;9.1130855578914;20.6259172583396
"2020-06-10";15;151011;17.6688746975527;11.4929990876998;24.1957875530522
"2020-06-11";15;151011;13.9324104557534;8.72634960929753;20.6259172583396
"2020-06-12";15;151011;14.323112926897;9.51965411923367;21.4192217682758
"2020-06-13";15;151011;18.1309745745905;13.4762603625402;26.1889651342668
