"fecha";"region";"servicio.salud";"carga.estimada";"carga.liminf";"carga.lisup"
"2020-05-22";10;101012;3.07135712441921;0.80665978316985;6.4532782653588
"2020-05-23";10;101012;3.47670366546205;1.20998967475478;6.04994837377388
"2020-05-24";10;101012;3.41217088280847;1.20998967475478;6.0600316210635
"2020-05-25";10;101012;4.22689726381002;2.006566210635;7.6733511874032
"2020-05-26";10;101012;4.48906169334022;2.01664945792463;7.6733511874032
"2020-05-27";10;101012;3.45250387196696;1.60323631905008;6.04994837377388
"2020-05-28";10;101012;3.08547367062468;1.19990642746515;5.64661848218895
"2020-05-29";10;101012;2.38166300980898;0.403329891584925;4.8399586990191
"2020-05-30";10;101012;2.2929304336603;0.403329891584925;4.8399586990191
"2020-05-31";10;101012;2.06101574599897;0.403329891584925;4.43662880743418
"2020-06-01";10;101012;2.9806078988126;1.20998967475478;5.64661848218895
"2020-06-02";10;101012;3.21252258647393;0.80665978316985;6.04994837377388
"2020-06-03";10;101012;2.94229155911203;0.80665978316985;5.64661848218895
"2020-06-04";10;101012;2.93624161073825;0.80665978316985;5.65670172947858
"2020-06-05";10;101012;2.55307821373258;0.796576535880227;4.4467120547238
"2020-06-06";10;101012;1.96421657201859;0.403329891584925;4.04338216313888
"2020-06-07";10;101012;1.8674173980382;0.393246644295302;4.04338216313888
"2020-06-08";10;101012;2.78902620030976;0.80665978316985;4.85004194630873
"2020-06-09";10;101012;2.25259744450181;0.403329891584925;4.8399586990191
"2020-06-10";10;101012;2.49056208053691;0.403329891584925;4.8399586990191
"2020-06-11";10;101012;2.19613125967992;0.403329891584925;4.04338216313888
"2020-06-12";10;101012;2.06706569437274;0.403329891584925;4.04338216313888
"2020-06-13";10;101012;2.40384615384615;0.403329891584925;4.85004194630873
"2020-06-14";10;101012;2.16386486835312;0.403329891584925;4.43662880743418
"2020-06-15";10;101012;2.23041430046464;0.403329891584925;4.43662880743418
"2020-06-16";10;101012;2.38972960764068;0.403329891584925;4.8399586990191
"2020-06-17";10;101012;1.66373580278782;0;3.62996902426433
"2020-06-18";10;101012;1.37938822922044;0;3.23672237996903
"2020-06-19";10;101012;1.17167333505421;0;3.2266391326794
"2020-06-20";10;101012;0.986141584925142;0;2.41997934950955
"2020-06-21";10;101012;0.859092669075891;0;2.41997934950955
"2020-06-22";10;101012;1.14545689210119;0;2.82330924109448
"2020-06-23";10;101012;1.13335699535364;0;3.2266391326794
"2020-06-24";10;101012;1.17772328342798;0;2.82330924109448
"2020-06-25";10;101012;1.18377323180176;0;2.8333924883841
"2020-06-26";10;101012;1.24023941662364;0;2.8333924883841
"2020-06-27";10;101012;1.31687209602478;0;3.2266391326794
"2020-06-28";10;101012;1.3511551368095;0;3.2266391326794
"2020-06-29";10;101012;2.07311564274652;0.403329891584925;4.03329891584925
"2020-06-30";10;101012;2.21629775425916;0.403329891584925;4.4467120547238
"2020-07-01";10;101012;2.1537816210635;0.403329891584925;4.43662880743418
"2020-07-02";10;101012;2.09529878678369;0.403329891584925;4.43662880743418
"2020-07-03";10;101012;2.32519682498709;0.403329891584925;4.8399586990191
"2020-07-04";10;101012;2.21024780588539;0.403329891584925;4.4467120547238
"2020-07-05";10;101012;2.14168172431595;0.403329891584925;4.8399586990191
"2020-07-06";10;101012;3.06530717604543;0.80665978316985;5.65670172947858
"2020-07-07";10;101012;3.23067243159525;0.80665978316985;6.0600316210635
"2020-07-08";10;101012;3.36982124419205;0.80665978316985;6.4532782653588
"2020-07-09";10;101012;3.19437274135261;1.19990642746515;6.04994837377388
"2020-07-10";10;101012;3.45048722250903;1.20998967475478;6.0600316210635
"2020-07-11";10;101012;3.70055175529169;1.60323631905008;6.85660815694373
"2020-07-12";10;101012;2.70432692307692;0.80665978316985;4.85004194630873
"2020-07-13";10;101012;4.33781298399587;1.6133195663397;7.27002129581828
"2020-07-14";10;101012;4.34991288074342;1.6133195663397;7.66326794011358
"2020-07-15";10;101012;5.90273296334538;3.21655588538978;10.0832472896231
"2020-07-16";10;101012;4.07968185338152;1.60323631905008;7.66326794011358
"2020-07-17";10;101012;4.25513035622096;1.6133195663397;7.66326794011358
"2020-07-18";10;101012;4.05144876097057;1.6133195663397;7.6733511874032
"2020-07-19";10;101012;3.19437274135261;1.20998967475478;6.04994837377388
"2020-07-20";10;101012;4.80970895715023;2.41997934950955;8.46992772328343
"2020-07-21";10;101012;5.30782137325761;2.41997934950955;8.48001097057305
"2020-07-22";10;101012;5.63855188435725;2.82330924109448;9.27658750645328
"2020-07-23";10;101012;5.60426884357253;2.82330924109448;9.6799173980382
"2020-07-24";10;101012;5.91684950955085;2.82330924109448;9.69000064532783
