"fecha";"region";"servicio.salud";"r.estimado";"r.liminf";"r.lisup";"r.liminf80";"r.lisup80"
"2020-10-24";4;41011;0.833007846907099;0.616575980406122;1.04943971340808;0.691563882600826;0.974451811213372
"2020-10-25";4;41011;0.825142743792378;0.608999973811233;1.04128551377352;0.683879919131383;0.966405568453373
"2020-10-26";4;41011;0.804613886884879;0.578705042157041;1.03052273161272;0.656981497143145;0.952246276626612
"2020-10-27";4;41011;0.817065997001938;0.573904915145684;1.06022707885819;0.658174325588744;0.975957668415133
"2020-10-28";4;41011;0.806768727222983;0.554936451404159;1.05860100304181;0.642222162338421;0.971315292107544
"2020-10-29";4;41011;0.782731021850701;0.529040514892781;1.03642152880862;0.616970129781694;0.948491913919709
"2020-10-30";4;41011;0.780157529574467;0.532312456896043;1.02800260225289;0.61819194823806;0.942123110910875
"2020-10-31";4;41011;0.787288111966133;0.535004076991986;1.03957214694028;0.622416224632121;0.952159999300145
"2020-11-01";4;41011;0.800752453024738;0.549203725815255;1.05230118023422;0.636346637514612;0.965158268534864
"2020-11-02";4;41011;0.794342222553866;0.533269536755764;1.05541490835197;0.623725191885095;0.964959253222637
"2020-11-03";4;41011;0.791870021709458;0.513783280268683;1.06995676315023;0.610156553318964;0.973583490099952
"2020-11-04";4;41011;0.80624802899712;0.521346343861145;1.0911497141331;0.620076709590034;0.992419348404206
"2020-11-05";4;41011;0.851010429843037;0.558979380156681;1.14304147952939;0.660169030237089;1.04185182944898
"2020-11-06";4;41011;0.922982610603596;0.60971562858169;1.2362495926255;0.718276922868661;1.12768829833853
"2020-11-07";4;41011;0.963070108068234;0.646454157319175;1.27968605881729;0.756172596901605;1.16996761923486
"2020-11-08";4;41011;0.993705609945889;0.682665241803871;1.30474597808791;0.790432370794515;1.19697884909726
"2020-11-09";4;41011;1.04577029924658;0.713118676189285;1.37842192230387;0.828396566638153;1.26314403185501
"2020-11-10";4;41011;1.0618862821507;0.720663215882953;1.40310934841845;0.838917950654698;1.2848546136467
"2020-11-11";4;41011;1.07578105997238;0.733767505100894;1.41779461484387;0.852293328179507;1.29926879176525
"2020-11-12";4;41011;1.08410888162853;0.736196206483257;1.43202155677381;0.856776050282512;1.31144171297455
"2020-11-13";4;41011;1.09502420683413;0.747270215621343;1.44277819804691;0.867795067684312;1.32225334598395
"2020-11-14";4;41011;1.1230429764469;0.779683757645069;1.46640219524873;0.898674247264767;1.34741170562903
"2020-11-15";4;41011;1.12816307993977;0.801677628371572;1.45464853150797;0.914793041949189;1.34153311793035
"2020-11-16";4;41011;1.16828835122915;0.821453255688894;1.5151234467694;0.941652678566683;1.39492402389161
"2020-11-17";4;41011;1.1941444705825;0.832599136713551;1.55568980445144;0.957913612331772;1.43037532883322
"2020-11-18";4;41011;1.22658164971518;0.849294275419122;1.60386902401125;0.98007804629165;1.47308525313872
"2020-11-19";4;41011;1.25163704816884;0.886085811312709;1.61718828502497;1.01276801794474;1.49050607839294
"2020-11-20";4;41011;1.27242763254669;0.916595430605334;1.62825983448806;1.03988753245081;1.50496773264258
"2020-11-21";4;41011;1.26711722207487;0.927609353411513;1.60662509073822;1.04522283883151;1.48901160531823
"2020-11-22";4;41011;1.25162128223774;0.924448375060194;1.5787941894153;1.03778390592335;1.46545865855214
"2020-11-23";4;41011;1.25870291645683;0.936933579747728;1.58047225316593;1.04840344922001;1.46900238369365
"2020-11-24";4;41011;1.27778426366809;0.944895207339854;1.61067331999632;1.06024199659292;1.49532653074325
"2020-11-25";4;41011;1.32573034690765;0.968785916746213;1.68267477706909;1.09249829674989;1.55896239706541
"2020-11-26";4;41011;1.35457503171331;0.993542902971428;1.71560716045518;1.11865406147281;1.5904960019538
"2020-11-27";4;41011;1.3295297165377;0.986499357913031;1.67256007516237;1.1053397860654;1.55371964700999
"2020-11-28";4;41011;1.2882825362713;0.966825407198702;1.60973966534389;1.07818206005395;1.49838301248864
"2020-11-29";4;41011;1.25425773244167;0.965028137436346;1.543487327447;1.06520524072617;1.44331022415718
"2020-11-30";4;41011;1.2866151241864;1.00140031040737;1.57182993796542;1.10020148204735;1.47302876632544
"2020-12-01";4;41011;1.25803661952579;0.972492806792688;1.54358043225889;1.0714224892294;1.44465074982218
"2020-12-02";4;41011;1.21323035350118;0.940815596953896;1.48564511004846;1.03520247020037;1.39125823680198
"2020-12-03";4;41011;1.14544204120109;0.892311099318732;1.39857298308345;0.980025227050605;1.31085885535158
"2020-12-04";4;41011;1.10484339666894;0.87995371569084;1.32973307764705;0.957873139209556;1.25181365412833
"2020-12-05";4;41011;1.09449636392618;0.882420761291935;1.30657196656043;0.95590242753068;1.23309030032168
"2020-12-06";4;41011;1.07644828430559;0.871814627575591;1.2810819410356;0.9427202656606;1.21017630295059
"2020-12-07";4;41011;1.02734269008087;0.827800444800492;1.22688493536126;0.896950628579434;1.15773475158232
"2020-12-08";4;41011;1.02755848632541;0.82740401289098;1.22771295975983;0.896773242055046;1.15834373059577
"2020-12-09";4;41011;1.04347889936228;0.843097640036588;1.24386015868797;0.912545301228999;1.17441249749556
"2020-12-10";4;41011;1.07758350159988;0.874397172037607;1.28076983116215;0.944818504760044;1.21034849843972
"2020-12-11";4;41011;1.12041978916934;0.918098926899628;1.32274065143905;0.988212549458672;1.25262702888001
"2020-12-12";4;41011;1.14613761366802;0.937145614920647;1.35512961241539;1.00957504645976;1.28270018087628
"2020-12-13";4;41011;1.17393039082918;0.958356618047536;1.38950416361083;1.03306629568603;1.31479448597233
"2020-12-14";4;41011;1.20030236277208;0.977131269950436;1.42347345559372;1.05447162225085;1.3461331032933
"2020-12-15";4;41011;1.21683204556602;0.987383915091669;1.44628017604037;1.06689565765908;1.36676843347296
"2020-12-16";4;41011;1.18836676686343;0.964869453105181;1.41186408062169;1.04230644025405;1.33442709347282
"2020-12-17";4;41011;1.15358901733479;0.944425104854995;1.36275292981458;1.01688865457613;1.29028938009345
"2020-12-18";4;41011;1.10993113825024;0.910425160852518;1.30943711564797;0.979552784177989;1.2403094923225
"2020-12-19";4;41011;1.06355018272832;0.878031687943161;1.24906867751349;0.942316784780154;1.18478358067649
"2020-12-20";4;41011;1.04093619863765;0.867199979060646;1.21467241821465;0.927401742535333;1.15447065473997
"2020-12-21";4;41011;1.0485369993813;0.865847209235735;1.23122678952687;0.929175923694817;1.16789807506779
"2020-12-22";4;41011;1.01634547870718;0.841819510618166;1.19087144679619;0.902311890231794;1.13037906718256
"2020-12-23";4;41011;0.995267519636963;0.826226147462973;1.16430889181095;0.88481412181552;1.10572091745841
"2020-12-24";4;41011;0.991373243256279;0.820417093650105;1.16232939286245;0.879672838896603;1.10307364761595
"2020-12-25";4;41011;0.985528401923509;0.813343791078909;1.15771301276811;0.873028217462575;1.09802858638444
"2020-12-26";4;41011;1.01223694723618;0.838529931929766;1.1859439625426;0.898739479044113;1.12573441542825
"2020-12-27";4;41011;1.05562061485212;0.874255065243198;1.23698616446104;0.937128025623544;1.17411320408069
"2020-12-28";4;41011;1.06037620246715;0.874265902147225;1.24648650278707;0.938792408869402;1.1819599960649
"2020-12-29";4;41011;1.06002765886666;0.881896769209517;1.2381585485238;0.943641722078164;1.17641359565515
