"fecha";"region";"provincia";"r.estimado";"r.liminf";"r.lisup"
"2020-03-08";16;163;3.31408890202792;0;3.99
"2020-03-09";16;163;2.96945466719087;0;3.99
"2020-03-10";16;163;2.65416544932162;0;3.99
"2020-03-11";16;163;2.29038899453671;0;3.99
"2020-03-12";16;163;2.25283161013309;0;3.99
"2020-03-13";16;163;2.09790605580728;0;3.99
"2020-03-14";16;163;2.12406269607962;0;3.99
"2020-03-15";16;163;2.07656330877243;0;3.99
"2020-03-16";16;163;2.22531686754277;0;3.99
"2020-03-17";16;163;2.18728901242294;0;3.99
"2020-03-18";16;163;2.14297844832504;0;3.99
"2020-03-19";16;163;2.04905814355153;0;3.99
"2020-03-20";16;163;2.00457608244078;0.0820193522373889;3.92713281264418
"2020-03-21";16;163;1.92048242162728;0.190906166419487;3.65005867683508
"2020-03-22";16;163;1.80250270940041;0.249196082195254;3.35580933660557
"2020-03-23";16;163;1.78254348053572;0.313262754178831;3.25182420689261
"2020-03-24";16;163;1.73580253502415;0.340576627096403;3.1310284429519
"2020-03-25";16;163;1.66657317439404;0.361421766288851;2.97172458249924
"2020-03-26";16;163;1.56105987895211;0.432073352001279;2.69004640590293
"2020-03-27";16;163;1.46248851468424;0.480239881509642;2.44473714785883
"2020-03-28";16;163;1.34289342528344;0.460623344846978;2.22516350571989
"2020-03-29";16;163;1.27167651427649;0.452888541391498;2.09046448716149
"2020-03-30";16;163;1.20022828651716;0.399892198999372;2.00056437403496
"2020-03-31";16;163;1.14899642522064;0.35137675958373;1.94661609085755
"2020-04-01";16;163;1.12431111855441;0.319984014619863;1.92863822248896
"2020-04-02";16;163;1.1517402846524;0.374018497262011;1.92946207204278
"2020-04-03";16;163;1.14894402462194;0.384608319536665;1.91327972970721
"2020-04-04";16;163;1.1628521310889;0.437950632655446;1.88775362952235
"2020-04-05";16;163;1.14788632048165;0.466723734834708;1.82904890612859
"2020-04-06";16;163;1.15119147133362;0.463149333246991;1.83923360942026
"2020-04-07";16;163;1.11104738227428;0.424795401408989;1.79729936313958
"2020-04-08";16;163;1.06884690042066;0.390849543985269;1.74684425685605
"2020-04-09";16;163;1.01002877312758;0.35619896935693;1.66385857689824
"2020-04-10";16;163;0.983368887915836;0.343380546880764;1.62335722895091
"2020-04-11";16;163;0.955403158977717;0.328090915511065;1.58271540244437
"2020-04-12";16;163;0.965560719305213;0.326945982624413;1.60417545598601
"2020-04-13";16;163;0.987593140142283;0.313585619869515;1.66160066041505
"2020-04-14";16;163;1.01619984131701;0.32514484826385;1.70725483437017
"2020-04-15";16;163;1.03222129340902;0.341465136086011;1.72297745073202
"2020-04-16";16;163;1.05169814966432;0.351775834325731;1.75162046500291
"2020-04-17";16;163;1.03271221625896;0.354067537208863;1.71135689530906
"2020-04-18";16;163;1.03727936503854;0.37193755283535;1.70262117724173
"2020-04-19";16;163;1.04364409082686;0.367428305028199;1.71985987662553
"2020-04-20";16;163;0.989658648493719;0.283563694530678;1.69575360245676
"2020-04-21";16;163;0.987658562328452;0.273551710176367;1.70176541448054
"2020-04-22";16;163;0.965864189074776;0.265958347299099;1.66577003085045
"2020-04-23";16;163;0.951565966313532;0.245911023059432;1.65722090956763
"2020-04-24";16;163;0.960731653297168;0.256748151666804;1.66471515492753
"2020-04-25";16;163;0.977430114092706;0.271200862505717;1.68365936567969
"2020-04-26";16;163;0.942143702011808;0.265411987249585;1.61887541677403
"2020-04-27";16;163;0.941276656078358;0.271767466477835;1.61078584567888
"2020-04-28";16;163;0.929471849743611;0.22794716020407;1.63099653928315
"2020-04-29";16;163;0.924379887675868;0.193285378776995;1.65547439657474
"2020-04-30";16;163;0.916106450119378;0.18909122280631;1.64312167743244
"2020-05-01";16;163;0.919422036439815;0.179502415388133;1.6593416574915
"2020-05-02";16;163;0.909301625303539;0.172779623518598;1.64582362708848
"2020-05-03";16;163;0.94052676746923;0.193303403819273;1.68775013111919
"2020-05-04";16;163;0.959638073329086;0.171676066034395;1.74760008062378
"2020-05-05";16;163;1.0079144522818;0.155876857556692;1.85995204700691
"2020-05-06";16;163;1.05232660432634;0.181090245182279;1.92356296347041
"2020-05-07";16;163;1.082078808781;0.206615451203559;1.95754216635845
"2020-05-08";16;163;1.13926434796531;0.228821469262813;2.04970722666782
"2020-05-09";16;163;1.18921521951196;0.277631029450412;2.10079940957351
"2020-05-10";16;163;1.22992119431094;0.323893354169162;2.13594903445271
"2020-05-11";16;163;1.33990100308172;0.339932380980524;2.33986962518292
"2020-05-12";16;163;1.36786491279339;0.336605683614235;2.39912414197255
"2020-05-13";16;163;1.39840145963173;0.368832437100733;2.42797048216273
"2020-05-14";16;163;1.45011666631178;0.448086376713582;2.45214695590998
"2020-05-15";16;163;1.44366049215611;0.517343247159755;2.36997773715247
"2020-05-16";16;163;1.47565755269225;0.57841173975414;2.37290336563037
"2020-05-17";16;163;1.48340775727949;0.580764784924729;2.38605072963426
"2020-05-18";16;163;1.46576468400418;0.581874262595042;2.34965510541332
"2020-05-19";16;163;1.44076348990312;0.609321961227501;2.27220501857874
"2020-05-20";16;163;1.46640462430557;0.643371036701957;2.28943821190918
"2020-05-21";16;163;1.4072485653291;0.621244706213739;2.19325242444446
"2020-05-22";16;163;1.34571117072731;0.631481494603606;2.05994084685101
"2020-05-23";16;163;1.28936673813628;0.620103453545388;1.95863002272717
"2020-05-24";16;163;1.26199831613727;0.630679450220935;1.89331718205361
"2020-05-25";16;163;1.33913747218121;0.687646475091913;1.99062846927051
"2020-05-26";16;163;1.38825587872632;0.730622470577472;2.04588928687517
