"fecha";"region";"provincia";"carga.estimada";"carga.liminf";"carga.lisup"
"2020-11-23";7;72;3.03739076763148;0;9.74563882662508
"2020-11-24";7;72;3.20793944709742;0;9.74563882662508
"2020-11-25";7;72;2.99678393918721;0;9.74563882662508
"2020-11-26";7;72;4.08504694149368;0;11.3699119643959
"2020-11-27";7;72;3.7439495825618;0;9.74563882662508
"2020-11-28";7;72;4.2231101582042;0;9.78624565506937
"2020-11-29";7;72;7.52850599356788;1.62427313777085;17.8670045154793
"2020-11-30";7;72;6.55394211090537;0;13.0347919306111
"2020-12-01";7;72;5.14894584673359;0;12.9941851021668
"2020-12-02";7;72;5.05961082415619;0;13.0347919306111
"2020-12-03";7;72;5.08397492122275;0;12.9941851021668
"2020-12-04";7;72;3.76831367962837;0;11.3699119643959
"2020-12-05";7;72;3.49218724620732;0;8.12136568885424
"2020-12-06";7;72;2.85059935678784;0;8.12136568885424
"2020-12-07";7;72;2.99678393918721;0;9.74563882662508
"2020-12-08";7;72;3.2647890069194;0;9.74563882662508
"2020-12-09";7;72;2.60695838612221;0;8.12136568885424
"2020-12-10";7;72;3.31351720105253;0;9.74563882662508
"2020-12-11";7;72;2.83435662541013;0;8.12136568885424
"2020-12-12";7;72;3.80892050807264;0;11.3699119643959
"2020-12-13";7;72;3.15108988727544;0;8.12136568885424
"2020-12-14";7;72;6.05853880388526;0;14.6184582399376
"2020-12-15";7;72;7.08995224636975;1.62427313777085;16.2427313777085
"2020-12-16";7;72;7.17116590325829;1.62427313777085;16.2427313777085
"2020-12-17";7;72;10.7851736347984;3.24854627554169;22.7398239287919
"2020-12-18";7;72;9.51824058733717;1.62427313777085;19.4912776532502
"2020-12-19";7;72;8.4299775850307;1.62427313777085;17.8670045154793
"2020-12-20";7;72;6.30217977455089;0;14.6184582399376
"2020-12-21";7;72;11.3455478673294;3.24854627554169;25.9883702043336
"2020-12-22";7;72;9.59945424422571;1.62427313777085;22.7398239287919
"2020-12-23";7;72;8.30815709969789;1.62427313777085;16.2833382061528
"2020-12-24";7;72;7.82899652405549;1.62427313777085;17.8670045154793
"2020-12-25";7;72;6.3184225059286;0;16.2427313777085
"2020-12-26";7;72;9.2989637137381;1.62427313777085;19.4912776532502
"2020-12-27";7;72;5.45755774291005;0;12.9941851021668
"2020-12-28";7;72;7.8614819868109;1.62427313777085;17.9076113439236
"2020-12-29";7;72;8.18633661436507;1.62427313777085;17.8670045154793
"2020-12-30";7;72;6.25345158041776;1.58366630932658;14.6184582399376
