fecha_primeros_sintomas;prop3d
2020-03-10;0
2020-03-11;0.00571428571428571
2020-03-12;0.013040293040293
2020-03-13;0.024029304029304
2020-03-14;0.0327401054230323
2020-03-15;0.0461854835742928
2020-03-16;0.0503564950445743
2020-03-17;0.063961937221445
2020-03-18;0.0688953888629712
2020-03-19;0.0729330179006003
2020-03-20;0.0727256780706189
2020-03-21;0.0788470390500367
2020-03-22;0.0740835867077738
2020-03-23;0.083018735132643
2020-03-24;0.0888598150200954
2020-03-25;0.0953549348071406
2020-03-26;0.0982093079221772
2020-03-27;0.110779285114796
2020-03-28;0.128277949809319
2020-03-29;0.150975049599
2020-03-30;0.164446962793551
2020-03-31;0.176656284885072
2020-04-01;0.184033683605754
2020-04-02;0.202095893907301
2020-04-03;0.209741550137863
2020-04-04;0.208852965038751
2020-04-05;0.217974675817097
2020-04-06;0.225083439907683
2020-04-07;0.240366371262043
2020-04-08;0.259237303649505
2020-04-09;0.255407447065411
2020-04-10;0.256877674950734
2020-04-11;0.270379253206895
2020-04-12;0.280738651459638
2020-04-13;0.29636057003972
2020-04-14;0.310073423602197
2020-04-15;0.320826341973437
2020-04-16;0.339079275480608
2020-04-17;0.348000261037107
2020-04-18;0.352049114805062
2020-04-19;0.345584584570898
2020-04-20;0.338900473605156
2020-04-21;0.325640593594868
2020-04-22;0.319018944231393
2020-04-23;0.315631769157471
2020-04-24;0.308433146603822
2020-04-25;0.292129922834031
2020-04-26;0.287647379098375
2020-04-27;0.279781453845076
2020-04-28;0.274377708210275
2020-04-29;0.265707611979603
2020-04-30;0.257540378401491
2020-05-01;0.244518696650827
2020-05-02;0.23026641774515
2020-05-03;0.215392571632346
2020-05-04;0.21429195660829
2020-05-05;0.200742003959529
2020-05-06;0.18993898520507
2020-05-07;0.18035910441773
2020-05-08;0.176148752979614
2020-05-09;0.176401603872524
2020-05-10;0.17353233514802
2020-05-11;0.158154220222213
2020-05-12;0.145930238488594
2020-05-13;0.130399102726001
2020-05-14;0.118806560380348
2020-05-15;0.114358027849454
2020-05-16;0.114978396153067
2020-05-17;0.114880373788031
2020-05-18;0.116540089067778
2020-05-19;0.122239400759477
2020-05-20;0.125028294661918
2020-05-21;0.130535336117679
2020-05-22;0.137704002789152
2020-05-23;0.137718309663404
2020-05-24;0.135477368327613
2020-05-25;0.135190372377663
2020-05-26;0.1361769882928
2020-05-27;0.1437140141403
2020-05-28;0.143128791461373
2020-05-29;0.143933649106544
2020-05-30;0.14760654756824
2020-05-31;0.158343995108368
2020-06-01;0.1612591755542
2020-06-02;0.165521437658407
2020-06-03;0.174581598536008
2020-06-04;0.184925400367695
2020-06-05;0.187237577356242
2020-06-06;0.193409944700125
2020-06-07;0.195312557509227
2020-06-08;0.206827336742568
2020-06-09;0.219275288267609
2020-06-10;0.224587712446091
2020-06-11;0.233110543436767
2020-06-12;0.23705848470207
2020-06-13;0.241444816116335
2020-06-14;0.248760920595763
2020-06-15;0.255446995958289
2020-06-16;0.263223545258875
2020-06-17;0.270982954867297
2020-06-18;0.277677112301992
2020-06-19;0.286270718795628
2020-06-20;0.295149308589325
2020-06-21;0.304103988466673
2020-06-22;0.313337424197682
2020-06-23;0.317574269722868
2020-06-24;0.32462001855324
2020-06-25;0.330146856125451
2020-06-26;0.33798439470049
2020-06-27;0.336409332488714
2020-06-28;0.336388653508681
2020-06-29;0.336253878403664
2020-06-30;0.343881892115003
2020-07-01;0.344857098382534
2020-07-02;0.345682709010523
2020-07-03;0.346575689104489
2020-07-04;0.353940636274542
2020-07-05;0.360889153417195
2020-07-06;0.366944702279284
2020-07-07;0.365379418864605
2020-07-08;0.374978132145077
2020-07-09;0.380855952396343
2020-07-10;0.375710359587428
2020-07-11;0.381628955758896
2020-07-12;0.386656809212455
2020-07-13;0.384802097231227
2020-07-14;0.383943424755099
2020-07-15;0.370974534669072
2020-07-16;0.367458755268627
2020-07-17;0.373361688213022
2020-07-18;0.368598899654813
2020-07-19;0.369677442986878
2020-07-20;0.36666091054423
2020-07-21;0.367806998914904
2020-07-22;0.376839317574163
2020-07-23;0.376406618358355
2020-07-24;0.379133346608087
2020-07-25;0.378305524070137
2020-07-26;0.373276141389857
2020-07-27;0.373578307245975
2020-07-28;0.373633348860216
2020-07-29;0.369395899690604
2020-07-30;0.362168081416274
2020-07-31;0.359812127539611
2020-08-01;0.354285244870533
2020-08-02;0.351915775173795
2020-08-03;0.357257163252089
2020-08-04;0.357425275475256
2020-08-05;0.361357017663657
2020-08-06;0.37706846194653
2020-08-07;0.379649976538811
2020-08-08;0.390881199931379
2020-08-09;0.398890970640835
2020-08-10;0.396373067245834
2020-08-11;0.40042011612099
2020-08-12;0.403603090322743
2020-08-13;0.397334171271869
2020-08-14;0.394934157015962
2020-08-15;0.392070790080361
2020-08-16;0.393047865271401
2020-08-17;0.40045029082221
2020-08-18;0.402526446877871
2020-08-19;0.40835449379994
2020-08-20;0.406750976406949
2020-08-21;0.411068911425805
2020-08-22;0.41657487925144
2020-08-23;0.414172998024615
2020-08-24;0.412428151009014
2020-08-25;0.412234537044415
2020-08-26;0.40916722149584
2020-08-27;0.411039223367842
2020-08-28;0.409249409371414
2020-08-29;0.406529104794334
2020-08-30;0.404242538433272
2020-08-31;0.403923499714493
2020-09-01;0.395020738068678
2020-09-02;0.390815111008919
2020-09-03;0.387175180227275
2020-09-04;0.382327510788071
2020-09-05;0.372972621887499
2020-09-06;0.363896820142377
2020-09-07;0.354749109271887
2020-09-08;0.358335284517121
2020-09-09;0.352502524385966
2020-09-10;0.349717388565552
2020-09-11;0.352788514967898
2020-09-12;0.353083717737617
2020-09-13;0.353333679594087
2020-09-14;0.350584538700616
2020-09-15;0.338283028277375
2020-09-16;0.327891442864403
2020-09-17;0.313758133985806
2020-09-18;0.300835146607908
2020-09-19;0.302260051891241
2020-09-20;0.302705812115527
2020-09-21;0.308838811505438
2020-09-22;0.31964657959552
2020-09-23;0.329413863744429
2020-09-24;0.344831889358172
2020-09-25;0.355526034613027
2020-09-26;0.362867297151975
2020-09-27;0.372479603206073
2020-09-28;0.378288337031187
2020-09-29;0.385577279999845
2020-09-30;0.390566633501741
2020-10-01;0.394151582539205
2020-10-02;0.398656111323317
2020-10-03;0.399562819216544
2020-10-04;0.402319314650657
2020-10-05;0.404486928878312
2020-10-06;0.407308219301229
2020-10-07;0.41648094795267
2020-10-08;0.423706954452724
2020-10-09;0.426608947626572
2020-10-10;0.422910317664315
2020-10-11;0.425814565892519
2020-10-12;0.429169724040993
2020-10-13;0.432406588587382
2020-10-14;0.437810632725415
2020-10-15;0.440844907319322
2020-10-16;0.442715137227556
2020-10-17;0.450351344863764
2020-10-18;0.448094455411753
2020-10-19;0.450904612586728
2020-10-20;0.444512747223348
2020-10-21;0.443458940481666
2020-10-22;0.439602421056297
2020-10-23;0.439268002872849
