"fecha";"region";"provincia";"prob72.estimado";"prob72.linf";"prob72.lsup"
2020-03-08;"15";"151";0.108186502235779;0.0316454589573534;0.22031604806195
2020-03-15;"15";"151";0.108186502235779;0.0316454589573534;0.22031604806195
2020-03-22;"15";"151";0.161188318181689;0.00589514143757601;0.412142418402343
2020-03-29;"15";"151";0.050361738266559;0.000877617495764624;0.165152241673116
2020-04-05;"15";"151";0.261377380379536;0.171351637032961;0.361275189139665
2020-04-12;"15";"151";0.429258863366573;0.322795924322521;0.539295163850163
2020-04-19;"15";"151";0.306059401229632;0.201462425867053;0.417870336046374
2020-04-26;"15";"151";0.36984194976687;0.268901487517518;0.47601369466475
2020-05-03;"15";"151";0.275655620227766;0.172986008271934;0.392319088155453
2020-05-10;"15";"151";0.436706689913905;0.311813320116927;0.565468599121884
2020-05-17;"15";"151";0.37982446308477;0.288698548276113;0.473399752610208
2020-05-24;"15";"151";0.466954454454308;0.39176608148418;0.543516172709028
2020-05-31;"15";"151";0.43144732660931;0.363212056888164;0.498945585318615
2020-06-07;"15";"151";0.51363273314771;0.456045719049783;0.571850998650771
2020-06-14;"15";"151";0.557110608393222;0.499715858768613;0.614625415041106
2020-06-21;"15";"151";0.562146621473189;0.505687880052811;0.617682582749411
2020-06-28;"15";"151";0.548070208653709;0.496237482273035;0.599969959840401
2020-07-05;"15";"151";0.565762550650473;0.518799915573049;0.611790869330791
2020-07-12;"15";"151";0.518775613556746;0.479910360169734;0.557123294485078
2020-07-19;"15";"151";0.443021418424268;0.407055561352064;0.479645248047703
2020-07-26;"15";"151";0.446569371919998;0.411118197055747;0.481770909797897
2020-08-02;"15";"151";0.391016658445224;0.351872155404343;0.431157241890327
2020-08-09;"15";"151";0.451352821060691;0.411604878721185;0.491983292840947
2020-08-16;"15";"151";0.585242665381054;0.539789939911388;0.629361259977038
2020-08-23;"15";"151";0.620506689727417;0.538481650652085;0.680466281739724
2020-08-30;"15";"151";0.634769380732272;0.525655086517981;0.712273179933909
2020-09-06;"15";"151";0.539953507457076;0.383257151816082;0.67985446732277
2020-09-13;"15";"151";0.643509247762265;0.409736416457286;0.86086157422465
2020-03-08;"15";"152";0.140282899854191;0.0430430240434185;0.282721955782846
2020-03-15;"15";"152";0.140282899854191;0.0430430240434185;0.282721955782846
2020-03-22;"15";"152";0.172558591507243;0.00252039286632046;0.536000080953206
2020-03-29;"15";"152";0.154328428851672;0.00324142631143934;0.489987289182753
2020-04-05;"15";"152";0.198174071306773;0.000960333279054259;0.666544719138985
2020-04-12;"15";"152";0.179794843125534;0.00233216963332404;0.520136072373222
2020-04-19;"15";"152";0.175169861594258;0.000762199886607589;0.581094209346279
2020-04-26;"15";"152";0.22534461315381;0.00264119123483384;0.589560303835594
2020-05-03;"15";"152";0.192406251993606;0.00103634912688406;0.679621900006822
2020-05-10;"15";"152";0.305223151664423;0.0109970078870264;0.686267757921137
2020-05-17;"15";"152";0.242163604597134;0.00289866539160702;0.695765107132256
2020-05-24;"15";"152";0.382379412339508;0.0102278141656769;0.767058255506813
2020-05-31;"15";"152";0.314247832301617;0.0141447802300215;0.703916143127976
2020-06-07;"15";"152";0.47394701946156;0.141683289184897;0.809165558454247
2020-06-14;"15";"152";0.394349554012077;0.169383894706772;0.64875726810905
2020-06-21;"15";"152";0.496778463597084;0.156822318927841;0.787946200671844
2020-06-28;"15";"152";0.477071358198866;0.150303230966695;0.77497035511141
2020-07-05;"15";"152";0.586451419975847;0.33786123109755;0.813543926159951
2020-07-12;"15";"152";0.647700685018255;0.399737769358226;0.850504206782725
2020-07-19;"15";"152";0.404149804922072;0.20614893419524;0.6195387911411
2020-07-26;"15";"152";0.52095454984171;0.229583742007698;0.79804868879383
2020-08-02;"15";"152";0.22154952243698;0.0924863333864558;0.383736506470959
2020-08-09;"15";"152";0.577200707473249;0.432894073095001;0.715056333442917
2020-08-16;"15";"152";0.550016174661076;0.313019748682877;0.76379515310888
2020-08-23;"15";"152";0.605478321225129;0.330769766199526;0.849601119478733
2020-08-30;"15";"152";0.556130548578921;0.242373050863113;0.838410622952607
2020-09-06;"15";"152";0.502570406813211;0.20144794599815;0.798820588850656
2020-09-13;"15";"152";0.403160321900055;0.05627052332109;0.802390528824593
2020-03-08;"01";"011";0.101357744606255;0.0296757777632326;0.208949790576431
2020-03-15;"01";"011";0.101357744606255;0.0296757777632326;0.208949790576431
2020-03-22;"01";"011";0.0513667676659083;0.000712672533838791;0.191547597217969
2020-03-29;"01";"011";0.0482815050123648;0.000640596322946958;0.173295246409047
2020-04-05;"01";"011";0.047954158659186;0.000592655880527449;0.155236509453546
2020-04-12;"01";"011";0.0956345157592712;0.0201482255224186;0.209563562319985
2020-04-19;"01";"011";0.146806016493262;0.0586357990638072;0.258004144875193
2020-04-26;"01";"011";0.258727518391729;0.176202432456567;0.350884479568157
2020-05-03;"01";"011";0.293033108164296;0.227648518186415;0.362185616917104
