"fecha";"region";"provincia";"prob48.estimado";"prob48.linf";"prob48.lsup"
2020-03-29;"13";"132";0.103094496098212;0.0590278529691418;0.158054460399591
2020-04-05;"13";"132";0.130242485557881;0.0886774304108092;0.178195099737366
2020-04-12;"13";"132";0.150343549338076;0.108536932390913;0.197000774435569
2020-04-19;"13";"132";0.305459206025534;0.260641709053801;0.352547460478566
2020-04-26;"13";"132";0.239378539653754;0.200278594013381;0.280509147149121
2020-05-03;"13";"132";0.201074662027086;0.175321891676252;0.227771146681662
2020-05-10;"13";"132";0.0985422654413102;0.0841373330681161;0.113663482103466
2020-05-17;"13";"132";0.0431808798877488;0.0350341893615347;0.0519850856132554
2020-05-24;"13";"132";0.0488783126083196;0.0412243657702557;0.0571375389510685
2020-05-31;"13";"132";0.0627036078221382;0.0536148574560573;0.0725196516688862
2020-06-07;"13";"132";0.106672827095444;0.0939272148606519;0.119855559441043
2020-06-14;"13";"132";0.133040950120438;0.118573945159984;0.148195057531719
2020-06-21;"13";"132";0.152284628817554;0.134983705063396;0.170575481801858
2020-06-28;"13";"132";0.196091380948373;0.174742588753082;0.218583555315086
2020-07-05;"13";"132";0.193176503588923;0.168684725944833;0.218500494799557
2020-07-12;"13";"132";0.212189995625938;0.181957438488903;0.243609342494407
2020-07-19;"13";"132";0.21378960490102;0.178916161583688;0.250021936978599
2020-07-26;"13";"132";0.197781813611327;0.149656203177938;0.247336612213755
2020-08-02;"13";"132";0.23007401758694;0.183156346608811;0.273172788563825
2020-08-09;"13";"132";0.309196324282965;0.197574735654432;0.432501663914951
2020-03-08;"13";"133";0.0863626689411212;0.0406121095491735;0.145945260645294
2020-03-15;"13";"133";0.0863626689411212;0.0406121095491735;0.145945260645294
2020-03-22;"13";"133";0.06823802460734;0.0220525151106215;0.13596864904681
2020-03-29;"13";"133";0.113257756937082;0.047035830218179;0.201193502750066
2020-04-05;"13";"133";0.128618329800558;0.0605361160034531;0.216609792196748
2020-04-12;"13";"133";0.211807552249104;0.122825698543899;0.316744099628809
2020-04-19;"13";"133";0.183194732706063;0.109327339963827;0.270134550954963
2020-04-26;"13";"133";0.136660998988368;0.0831539142196083;0.20008912805842
2020-05-03;"13";"133";0.150226642560717;0.111238724627034;0.194435267048082
2020-05-10;"13";"133";0.133936035042561;0.108863960925344;0.161138909651968
2020-05-17;"13";"133";0.0956329872124357;0.0770996736550022;0.115783685386939
2020-05-24;"13";"133";0.116021989601611;0.0976521707741102;0.136144906630872
2020-05-31;"13";"133";0.101821810072697;0.0821744235940599;0.122876895582972
2020-06-07;"13";"133";0.121939353589391;0.102021150689132;0.143330560774879
2020-06-14;"13";"133";0.150149846065536;0.125034468891999;0.176992789543462
2020-06-21;"13";"133";0.212305616709126;0.178956020786043;0.247581130326226
2020-06-28;"13";"133";0.328962173977563;0.285613733294853;0.373834420027588
2020-07-05;"13";"133";0.263772257995503;0.217948833916961;0.311580289942867
2020-07-12;"13";"133";0.334368559237702;0.279960848622468;0.390109435727467
2020-07-19;"13";"133";0.387339450225488;0.312186207491285;0.460679633990237
2020-07-26;"13";"133";0.274165599222836;0.195629441453412;0.357669047456882
2020-08-02;"13";"133";0.380292904623756;0.260977722885534;0.483898884935656
2020-08-09;"13";"133";0.47388976662631;0.261104545047593;0.667189842446505
2020-03-08;"13";"134";0.0868635938869401;0.0409889388754069;0.14836270631122
2020-03-15;"13";"134";0.0868635938869401;0.0409889388754069;0.14836270631122
2020-03-22;"13";"134";0.0581828966543574;0.0139972425617951;0.12992889836496
2020-03-29;"13";"134";0.10814485634696;0.050607761173808;0.182310575409434
2020-04-05;"13";"134";0.120569363581271;0.0669284516690567;0.186384495774862
2020-04-12;"13";"134";0.161596337588363;0.100486576337958;0.234002069682877
2020-04-19;"13";"134";0.259689065228063;0.199902525107591;0.324498959808925
2020-04-26;"13";"134";0.231406473400387;0.17803503355853;0.289518079463992
2020-05-03;"13";"134";0.187625414600632;0.152372279767271;0.225633920361745
2020-05-10;"13";"134";0.120970737669423;0.0998108068412332;0.143354569893066
2020-05-17;"13";"134";0.0564521372049709;0.0438515123201696;0.0703206399545005
2020-05-24;"13";"134";0.108546733668845;0.092919848687698;0.1250162425669
2020-05-31;"13";"134";0.102643979339772;0.088237127581641;0.117994619807928
2020-06-07;"13";"134";0.131858924991836;0.113647235331226;0.151070451110948
2020-06-14;"13";"134";0.151758528636246;0.13326057099417;0.171229730823615
2020-06-21;"13";"134";0.136106468391567;0.117343282038059;0.156083056611137
2020-06-28;"13";"134";0.211137705427309;0.185716830528775;0.23794831082825
2020-07-05;"13";"134";0.18152029347693;0.154157986956483;0.210432690876733
2020-07-12;"13";"134";0.224945900513525;0.191022260237224;0.260588789043828
2020-07-19;"13";"134";0.196718380367354;0.157039607702261;0.23793215824208
2020-07-26;"13";"134";0.278335164497585;0.222629483821571;0.33310567136251
2020-08-02;"13";"134";0.301278082530794;0.23810530726398;0.361081606131837
2020-08-09;"13";"134";0.366129913299928;0.229620770548222;0.50585396367809
2020-03-08;"13";"135";0.0960245716119264;0.045205582410734;0.162974041409729
2020-03-15;"13";"135";0.0960245716119264;0.045205582410734;0.162974041409729
2020-03-22;"13";"135";0.0859073781271424;0.0213610470410953;0.187723760232347
2020-03-29;"13";"135";0.146263484572599;0.0588937267906617;0.261789163675977
2020-04-05;"13";"135";0.109403830629521;0.0345387595510315;0.219531292074207
2020-04-12;"13";"135";0.117605187334772;0.0444229420913753;0.218862099929199
2020-04-19;"13";"135";0.211109965549574;0.115265297125806;0.324551357406295
2020-04-26;"13";"135";0.133374780732908;0.0691822785334515;0.214205729063699
2020-05-03;"13";"135";0.188262212246739;0.128930238535521;0.254640353399191
2020-05-10;"13";"135";0.071306598188663;0.0398399600158471;0.110879248844743
2020-05-17;"13";"135";0.0399710895163274;0.0210880126391997;0.0639546414069204
2020-05-24;"13";"135";0.152184733959895;0.122048977051008;0.184504876861613
2020-05-31;"13";"135";0.173178539411639;0.145906260612216;0.202069678600436
2020-06-07;"13";"135";0.145144423766003;0.117923673997534;0.174567244534561
2020-06-14;"13";"135";0.205895235993619;0.17216962332109;0.241956321751898
2020-06-21;"13";"135";0.183608295269798;0.151977753005431;0.218017154294487
2020-06-28;"13";"135";0.170656442388473;0.136441215577351;0.208286991540624
2020-07-05;"13";"135";0.20837021478691;0.166917050128973;0.253217656615945
2020-07-12;"13";"135";0.244384034020254;0.196882167746279;0.29541721295739
2020-07-19;"13";"135";0.251044762790372;0.194057946023506;0.311091458433437
2020-07-26;"13";"135";0.292564011260322;0.216774945438705;0.372250030510048
2020-08-02;"13";"135";0.320812470244592;0.221150967052843;0.41889837569313
2020-08-09;"13";"135";0.440044072290862;0.273893313041233;0.602651511893898
2020-03-08;"13";"136";0.101881355795093;0.050793373997614;0.168181302957202
2020-03-15;"13";"136";0.101881355795093;0.050793373997614;0.168181302957202
2020-03-22;"13";"136";0.137041769409971;0.0569569757833295;0.244619555353918
2020-03-29;"13";"136";0.104498449575174;0.038566228629849;0.194873283668219
2020-04-05;"13";"136";0.163549784563426;0.0812253294363579;0.266520653815688
2020-04-12;"13";"136";0.256197569119651;0.161362399666116;0.365113426545638
2020-04-19;"13";"136";0.211734576842146;0.128672720874559;0.308575371170196
2020-04-26;"13";"136";0.117031272999521;0.059925610135066;0.1894928839038
2020-05-03;"13";"136";0.0892453759657022;0.052941955073362;0.133545117766635
2020-05-10;"13";"136";0.0664770295657396;0.0426342782357905;0.0949398093119109
2020-05-17;"13";"136";0.0521884358249556;0.0355008599842126;0.072010559380826
2020-05-24;"13";"136";0.0625120284129039;0.0474244292962013;0.0796198582726893
