"fecha";"region";"servicio.salud";"r.estimado";"r.liminf";"r.lisup"
"2020-10-19";8;81014;1.08333795857391;0.906646345307288;1.26002957184053
"2020-10-20";8;81014;1.07478372356325;0.906975597943461;1.24259184918303
"2020-10-21";8;81014;1.06615117254794;0.906315858196706;1.22598648689917
"2020-10-22";8;81014;1.03598882101915;0.875520847170842;1.19645679486746
"2020-10-23";8;81014;1.04638646787417;0.892618102895552;1.20015483285279
"2020-10-24";8;81014;1.03393237084602;0.885888021634043;1.181976720058
"2020-10-25";8;81014;1.04040643032653;0.893766847848161;1.1870460128049
"2020-10-26";8;81014;1.00387208013689;0.861550806593165;1.14619335368062
"2020-10-27";8;81014;0.943032129002028;0.797229335988509;1.08883492201555
"2020-10-28";8;81014;0.979643381942246;0.824206788206742;1.13507997567775
"2020-10-29";8;81014;1.00313402815608;0.846631764022498;1.15963629228966
"2020-10-30";8;81014;1.00201012964918;0.842602498625211;1.16141776067316
"2020-10-31";8;81014;1.0192561980419;0.860460937298304;1.17805145878549
"2020-11-01";8;81014;1.04510963735121;0.892000261310881;1.19821901339154
"2020-11-02";8;81014;1.0654844881772;0.909764551041445;1.22120442531296
"2020-11-03";8;81014;1.06989071112165;0.916560548767153;1.22322087347614
"2020-11-04";8;81014;1.03194726815494;0.881189574612107;1.18270496169776
"2020-11-05";8;81014;1.03586952942619;0.884193296186638;1.18754576266574
"2020-11-06";8;81014;1.00328479202423;0.8552548791295;1.15131470491895
"2020-11-07";8;81014;0.98073464577243;0.830312987966025;1.13115630357883
"2020-11-08";8;81014;0.995123839934276;0.840462650598819;1.14978502926973
"2020-11-09";8;81014;0.982812567595228;0.830222709205209;1.13540242598525
"2020-11-10";8;81014;0.948533467183279;0.801598407060732;1.09546852730582
"2020-11-11";8;81014;0.936724897078843;0.794714605734042;1.07873518842364
"2020-11-12";8;81014;0.88841870262783;0.747901526259508;1.02893587899615
"2020-11-13";8;81014;0.892516015318425;0.747998024080885;1.03703400655597
"2020-11-14";8;81014;0.89365635629409;0.743183991680518;1.04412872090766
"2020-11-15";8;81014;0.851018036769225;0.700512864917431;1.00152320862102
"2020-11-16";8;81014;0.806287597871705;0.651373281196733;0.961201914546677
"2020-11-17";8;81014;0.821259023976564;0.656948671735354;0.985569376217774
"2020-11-18";8;81014;0.837942520526166;0.675666243608484;1.00021879744385
"2020-11-19";8;81014;0.885018257726357;0.719568919203253;1.05046759624946
"2020-11-20";8;81014;0.942563128644893;0.771066339644726;1.11405991764506
"2020-11-21";8;81014;0.976478251802525;0.803295192100231;1.14966131150482
"2020-11-22";8;81014;1.02847073991303;0.853910070361236;1.20303140946482
"2020-11-23";8;81014;1.10778723839167;0.926089720506401;1.28948475627694
"2020-11-24";8;81014;1.21019678866867;1.0084662084056;1.41192736893175
"2020-11-25";8;81014;1.23385971871048;1.02127020078739;1.44644923663357
"2020-11-26";8;81014;1.26539327037724;1.04543750828078;1.48534903247369
"2020-11-27";8;81014;1.24503142054258;1.02004546199176;1.47001737909339
"2020-11-28";8;81014;1.25008190389895;1.03160167749503;1.46856213030287
"2020-11-29";8;81014;1.19086832559447;0.987428133620407;1.39430851756852
"2020-11-30";8;81014;1.16525585635705;0.973801933678181;1.35670977903593
"2020-12-01";8;81014;1.1007967468217;0.926989197571432;1.27460429607196
"2020-12-02";8;81014;1.14572757326194;0.977354368583397;1.31410077794048
"2020-12-03";8;81014;1.14491684577333;0.975769009173716;1.31406468237295
"2020-12-04";8;81014;1.15890275654041;0.985913209026022;1.3318923040548
"2020-12-05";8;81014;1.12095436068295;0.953261108700057;1.28864761266584
"2020-12-06";8;81014;1.13409816752059;0.975323666247481;1.29287266879369
"2020-12-07";8;81014;1.15909700117051;1.00294247311288;1.31525152922813
"2020-12-08";8;81014;1.19108794913605;1.03273120904006;1.34944468923204
"2020-12-09";8;81014;1.20090305129843;1.02823393838655;1.37357216421032
"2020-12-10";8;81014;1.17382506184856;0.996570680707031;1.35107944299009
"2020-12-11";8;81014;1.2229958308478;1.03081608483082;1.41517557686478
"2020-12-12";8;81014;1.29785041787709;1.06337186309115;1.53232897266303
"2020-03-08";9;91011;2.39580562882422;0;3.99
"2020-03-09";9;91011;2.27431651947224;0;3.99
"2020-03-10";9;91011;2.23502517668626;0.11774149735907;3.99
"2020-03-11";9;91011;2.2441685519606;0.366257494344776;3.99
"2020-03-12";9;91011;2.25836429730833;0.495696962944614;3.99
"2020-03-13";9;91011;2.30906033354317;0.618573622307622;3.99954704477872
"2020-03-14";9;91011;2.35181995272068;0.787644238248269;3.91599566719309
"2020-03-15";9;91011;2.35546475739166;0.850495176967895;3.86043433781542
"2020-03-16";9;91011;2.64697360203443;1.05692622723611;3.99
"2020-03-17";9;91011;2.70030950043976;1.10067605283426;3.99
"2020-03-18";9;91011;2.69629600757292;1.09687550127651;3.99
"2020-03-19";9;91011;2.66364862626736;1.1253003672353;3.99
"2020-03-20";9;91011;2.58647400210853;1.1348395996106;3.99
"2020-03-21";9;91011;2.3883794509532;1.1147717526154;3.661987149291
"2020-03-22";9;91011;2.15323678898744;1.08194523110469;3.2245283468702
"2020-03-23";9;91011;1.93676377952999;1.07543593786029;2.79809162119968
"2020-03-24";9;91011;1.75554829369113;1.07102412474148;2.44007246264077
"2020-03-25";9;91011;1.56830795697175;1.03885691161986;2.09775900232364
"2020-03-26";9;91011;1.41131841811002;1.00268156410597;1.81995527211407
"2020-03-27";9;91011;1.28075090515442;0.955894325930707;1.60560748437813
"2020-03-28";9;91011;1.20463192680254;0.93285537323939;1.47640848036569
"2020-03-29";9;91011;1.1377036358245;0.900203112962714;1.37520415868629
"2020-03-30";9;91011;1.08691810867469;0.86708304762479;1.30675316972458
"2020-03-31";9;91011;1.04442202618328;0.837759799886766;1.25108425247979
"2020-04-01";9;91011;1.03713052471281;0.834020932185252;1.24024011724036
"2020-04-02";9;91011;1.00782865941452;0.810042615911711;1.20561470291732
"2020-04-03";9;91011;0.967289620309686;0.775884662439829;1.15869457817954
"2020-04-04";9;91011;0.922661635979794;0.741333337416712;1.10398993454288
"2020-04-05";9;91011;0.896996804263756;0.721602852234609;1.0723907562929
"2020-04-06";9;91011;0.880851007531111;0.697359123581484;1.06434289148074
"2020-04-07";9;91011;0.870192395104161;0.68759529372123;1.05278949648709
"2020-04-08";9;91011;0.841614225439995;0.659761817672594;1.0234666332074
"2020-04-09";9;91011;0.862511565888885;0.668842522453773;1.056180609324
"2020-04-10";9;91011;0.873251536452295;0.677425126274924;1.06907794662967
"2020-04-11";9;91011;0.871505252471633;0.678993446338234;1.06401705860503
"2020-04-12";9;91011;0.868622129223943;0.67436635514009;1.0628779033078
"2020-04-13";9;91011;0.849375866365096;0.650477313377125;1.04827441935307
"2020-04-14";9;91011;0.849493355036352;0.644091225721913;1.05489548435079
"2020-04-15";9;91011;0.84203763215256;0.642083562510352;1.04199170179477
"2020-04-16";9;91011;0.79678510942836;0.595274459677122;0.998295759179597
"2020-04-17";9;91011;0.767695082575829;0.565034611299847;0.97035555385181
"2020-04-18";9;91011;0.749086592843403;0.543687827022202;0.954485358664605
"2020-04-19";9;91011;0.741250142570599;0.527146362726676;0.955353922414521
"2020-04-20";9;91011;0.732842067017528;0.506588109999516;0.95909602403554
"2020-04-21";9;91011;0.704286708553617;0.477391005715015;0.931182411392219
"2020-04-22";9;91011;0.703152596700301;0.473289297602228;0.933015895798374
"2020-04-23";9;91011;0.694654273805699;0.463877628166017;0.925430919445382
"2020-04-24";9;91011;0.703974779591043;0.460071907081715;0.947877652100371
"2020-04-25";9;91011;0.713430523800939;0.459210484573514;0.967650563028363
"2020-04-26";9;91011;0.72940488306026;0.466906837164619;0.991902928955901
"2020-04-27";9;91011;0.73388942738589;0.44899243625006;1.01878641852172
"2020-04-28";9;91011;0.750211309776784;0.45543800684902;1.04498461270455
"2020-04-29";9;91011;0.773584630002619;0.479469181689869;1.06770007831537
"2020-04-30";9;91011;0.828617695716263;0.529067838548753;1.12816755288377
"2020-05-01";9;91011;0.872887238357271;0.561288147589918;1.18448632912462
"2020-05-02";9;91011;0.92357692388591;0.599356701271425;1.24779714650039
"2020-05-03";9;91011;1.00017638201634;0.666679583878651;1.33367318015403
"2020-05-04";9;91011;1.11357109878512;0.750880693598981;1.47626150397126
"2020-05-05";9;91011;1.17491845874199;0.790581769461562;1.55925514802242
"2020-05-06";9;91011;1.23074250210069;0.842886452178571;1.61859855202281
"2020-05-07";9;91011;1.25439605857536;0.864857136569006;1.64393498058172
