fecha,positividad_sintomatico,positividad_asintomatico,codigo_ss,ss
2020-07-10,0.3269689737470167,0.1588089330024814,151011,Arica
2020-07-11,0.3380281690140845,0.12195121951219512,151011,Arica
2020-07-12,0.3602437166793602,0.13285024154589373,151011,Arica
2020-07-13,0.37216117216117217,0.12873563218390804,151011,Arica
2020-07-14,0.3896678966789668,0.11007025761124122,151011,Arica
2020-07-15,0.40459610027855153,0.10513447432762836,151011,Arica
2020-07-16,0.4157223796033994,0.1,151011,Arica
2020-07-17,0.42081447963800905,0.116991643454039,151011,Arica
2020-07-18,0.4222222222222222,0.10845986984815618,151011,Arica
2020-07-19,0.4175824175824176,0.08850931677018634,151011,Arica
2020-07-20,0.4082369942196532,0.093841642228739,151011,Arica
2020-07-21,0.4049469964664311,0.10759493670886076,151011,Arica
2020-07-22,0.4044265593561368,0.11402508551881414,151011,Arica
2020-07-23,0.4046541693600517,0.11534025374855825,151011,Arica
2020-07-24,0.41836734693877553,0.13160854893138357,151011,Arica
2020-07-25,0.4102730819245774,0.15949367088607594,151011,Arica
2020-07-26,0.411214953271028,0.1685878962536023,151011,Arica
2020-07-27,0.3958333333333333,0.18705035971223022,151011,Arica
2020-07-28,0.3829169087739686,0.20330578512396694,151011,Arica
2020-07-29,0.36813518406759205,0.19230769230769232,151011,Arica
2020-07-30,0.3746898263027295,0.19393939393939394,151011,Arica
2020-07-31,0.3466995681677977,0.153737658674189,151011,Arica
2020-08-01,0.336969696969697,0.09191176470588236,151011,Arica
2020-08-02,0.32229299363057323,0.09294012511170688,151011,Arica
2020-08-03,0.3276912660798917,0.06731488406881077,151011,Arica
2020-08-04,0.3312841530054645,0.05190930787589499,151011,Arica
2020-08-05,0.3387668320340184,0.04834471886495008,151011,Arica
2020-08-06,0.3338267949666913,0.04055944055944056,151011,Arica
2020-08-07,0.3505586592178771,0.04623073719283632,151011,Arica
2020-08-08,0.3627586206896552,0.04756468797564688,151011,Arica
2020-08-09,0.366120218579235,0.04303880013042061,151011,Arica
2020-08-10,0.3738019169329074,0.046353101567825496,151011,Arica
2020-08-11,0.3604424202992843,0.045168067226890755,151011,Arica
2020-08-12,0.3505747126436782,0.04854368932038835,151011,Arica
2020-08-13,0.345421020282729,0.04962610469068661,151011,Arica
2020-08-14,0.3386454183266932,0.04735376044568245,151011,Arica
2020-08-15,0.33104866346812883,0.04955116696588869,151011,Arica
2020-08-16,0.32703488372093026,0.05123113582208102,151011,Arica
2020-08-17,0.3107996702390767,0.04987735077677841,151011,Arica
2020-08-18,0.3056234718826406,0.051676528599605524,151011,Arica
2020-08-19,0.298841059602649,0.05357142857142857,151011,Arica
2020-08-20,0.2953767123287671,0.057373737373737375,151011,Arica
2020-08-21,0.28664192949907236,0.05056179775280899,151011,Arica
2020-08-22,0.29285714285714287,0.048451151707704525,151011,Arica
2020-08-23,0.281981981981982,0.0464326160815402,151011,Arica
2020-08-24,0.28433098591549294,0.04629981024667932,151011,Arica
2020-08-25,0.28330206378986866,0.04771451483560545,151011,Arica
2020-08-26,0.2810760667903525,0.04021121039805037,151011,Arica
2020-08-27,0.274,0.03819709702062643,151011,Arica
2020-08-28,0.2757936507936508,0.04611650485436893,151011,Arica
2020-08-29,0.26963906581740976,0.04634056638470026,151011,Arica
2020-08-30,0.27263157894736845,0.047211768730756075,151011,Arica
2020-08-31,0.2576086956521739,0.047018739352640546,151011,Arica
2020-09-01,0.2708779443254818,0.04594767070835992,151011,Arica
2020-09-02,0.2855392156862745,0.0475181598062954,151011,Arica
2020-09-03,0.2857142857142857,0.04631322364411944,151011,Arica
2020-09-04,0.2823086574654956,0.04462242562929062,151011,Arica
2020-09-05,0.27217496962332927,0.04258279988867242,151011,Arica
2020-09-06,0.25205158264947247,0.042894660052524076,151011,Arica
2020-09-07,0.2673860911270983,0.03967611336032389,151011,Arica
2020-09-08,0.25692695214105793,0.037887168141592924,151011,Arica
2020-09-09,0.23026315789473684,0.03442485306465155,151011,Arica
2020-09-10,0.22702702702702704,0.030058446980239354,151011,Arica
2020-09-11,0.22884012539184953,0.02735042735042735,151011,Arica
2020-09-12,0.2356828193832599,0.026100151745068287,151011,Arica
2020-09-13,0.2508513053348468,0.02649414664202095,151011,Arica
2020-09-14,0.24720357941834453,0.03355048859934853,151011,Arica
2020-09-15,0.23877327491785322,0.032146233848093286,151011,Arica
2020-09-16,0.25443037974683547,0.03584113658379077,151011,Arica
2020-09-17,0.2734274711168164,0.03881350583780372,151011,Arica
2020-09-18,0.29324324324324325,0.03664921465968586,151011,Arica
2020-09-19,0.28486646884273,0.0375130253560264,151011,Arica
2020-09-20,0.2896890343698854,0.0367621067515023,151011,Arica
2020-09-21,0.3003246753246753,0.031476997578692496,151011,Arica
2020-09-22,0.29738058551617874,0.03313772868484639,151011,Arica
2020-09-23,0.2988668555240793,0.03571428571428571,151011,Arica
2020-09-24,0.2921511627906977,0.035667963683527884,151011,Arica
2020-09-25,0.284366576819407,0.04012539184952978,151011,Arica
2020-09-26,0.2722095671981777,0.042245843554101936,151011,Arica
2020-09-27,0.27960526315789475,0.04145077720207254,151011,Arica
2020-09-28,0.2840300107181136,0.04362661467219108,151011,Arica
2020-09-29,0.29810901001112344,0.04642166344294004,151011,Arica
2020-09-30,0.2827868852459016,0.0461018585566015,151011,Arica
2020-10-01,0.28239845261121854,0.0469633636587165,151011,Arica
2020-10-02,0.26804123711340205,0.044317900470413465,151011,Arica
2020-10-03,0.26777020447906524,0.0379746835443038,151011,Arica
2020-10-04,0.25388127853881276,0.03850840848159883,151011,Arica
2020-10-05,0.24100719424460432,0.037940379403794036,151011,Arica
2020-10-06,0.2342038753159225,0.03682219419924338,151011,Arica
2020-10-07,0.2404274265360641,0.03190699975265892,151011,Arica
2020-10-08,0.22792792792792793,0.028797696184305256,151011,Arica
2020-10-09,0.2187793427230047,0.027626918536009445,151011,Arica
2020-10-10,0.2213953488372093,0.03172651254303984,151011,Arica
2020-10-11,0.22796934865900384,0.02945619335347432,151011,Arica
2020-10-12,0.2313649564375605,0.02950903078097176,151011,Arica
2020-10-13,0.23005181347150258,0.02956567242281528,151011,Arica
2020-10-14,0.2287784679089027,0.032019052659433715,151011,Arica
2020-10-15,0.2293193717277487,0.03260005300821627,151011,Arica
2020-10-16,0.24041450777202072,0.034176160044456796,151011,Arica
2020-10-17,0.22580645161290322,0.030927835051546393,151011,Arica
2020-10-18,0.21444444444444444,0.02848852545502506,151011,Arica
2020-10-19,0.2152046783625731,0.02689295039164491,151011,Arica
2020-10-20,0.2160633484162896,0.02608909672655673,151011,Arica
2020-10-21,0.21805392731535755,0.025181598062953996,151011,Arica
2020-10-22,0.22470588235294117,0.02560945579906427,151011,Arica
2020-10-23,0.21089223638470453,0.023972602739726026,151011,Arica
2020-10-24,0.22867298578199052,0.02356020942408377,151011,Arica
2020-10-25,0.22966507177033493,0.026385224274406333,151011,Arica
2020-10-26,0.21215733015494637,0.026497085320614733,151011,Arica
2020-10-27,0.20398009950248755,0.02503953610964681,151011,Arica
2020-10-28,0.18052256532066507,0.025252525252525252,151011,Arica
2020-10-29,0.16355140186915887,0.024678922185847392,151011,Arica
2020-10-30,0.15394402035623408,0.023687877380399444,151011,Arica
2020-10-31,0.13488975356679636,0.022575443446210552,151011,Arica
2020-11-01,0.13994910941475827,0.02116517564913812,151011,Arica
2020-11-02,0.13857677902621723,0.020368782161234993,151011,Arica
2020-11-03,0.1411192214111922,0.02061412926776895,151011,Arica
2020-11-04,0.1456548347613219,0.020156046814044214,151011,Arica
2020-11-05,0.14698492462311558,0.02023121387283237,151011,Arica
2020-11-06,0.1580246913580247,0.02142857142857143,151011,Arica
2020-11-07,0.16666666666666666,0.023121387283236993,151011,Arica
2020-11-08,0.15636822194199243,0.02373379006606313,151011,Arica
2020-11-09,0.15521628498727735,0.023445212240868707,151011,Arica
2020-11-10,0.14687100893997446,0.023002421307506054,151011,Arica
2020-11-11,0.13865546218487396,0.02063106796116505,151011,Arica
2020-11-12,0.1332378223495702,0.02093692750588851,151011,Arica
2020-11-13,0.1276005547850208,0.019210526315789473,151011,Arica
2020-11-14,0.1166429587482219,0.018001565353509,151011,Arica
2020-11-15,0.11320754716981132,0.017033542976939202,151011,Arica
2020-11-16,0.11631205673758865,0.016639388979814512,151011,Arica
2020-11-17,0.11142857142857143,0.013939081053175014,151011,Arica
2020-11-18,0.11366711772665765,0.01576182136602452,151011,Arica
2020-11-19,0.10623229461756374,0.0137799952482775,151011,Arica
2020-11-20,0.09170305676855896,0.014410583510512638,151011,Arica
2020-11-21,0.10271041369472182,0.012124038237351364,151011,Arica
2020-11-22,0.09876543209876543,0.012281994595922378,151011,Arica
2020-11-23,0.09228441754916793,0.01240694789081886,151011,Arica
2020-11-24,0.08080808080808081,0.013305504826506652,151011,Arica
2020-11-25,0.06704707560627675,0.011154489682097044,151011,Arica
2020-03-24,0.0,,11011,Iquique
2020-03-25,0.0,,11011,Iquique
2020-03-26,0.0,,11011,Iquique
2020-03-30,0.125,,11011,Iquique
2020-03-31,0.14285714285714285,,11011,Iquique
2020-04-01,0.08653846153846154,,11011,Iquique
2020-04-02,0.09482758620689655,,11011,Iquique
2020-04-03,0.05194805194805195,,11011,Iquique
2020-04-04,0.05486284289276808,0.0,11011,Iquique
2020-04-05,0.04893617021276596,0.0,11011,Iquique
2020-04-06,0.04821802935010482,0.5,11011,Iquique
2020-04-07,0.04844961240310078,0.5,11011,Iquique
2020-04-08,0.04684317718940937,0.6,11011,Iquique
2020-04-10,0.05714285714285714,0.6,11011,Iquique
2020-04-11,0.07725321888412018,0.75,11011,Iquique
2020-04-12,0.12234042553191489,1.0,11011,Iquique
2020-04-13,0.14035087719298245,1.0,11011,Iquique
2020-04-14,0.15422885572139303,1.0,11011,Iquique
2020-04-15,0.14492753623188406,0.0,11011,Iquique
2020-04-16,0.13304721030042918,0.0,11011,Iquique
2020-04-17,0.13970588235294118,0.0,11011,Iquique
2020-04-18,0.12411347517730496,0.0,11011,Iquique
2020-04-19,0.11196911196911197,0.0,11011,Iquique
2020-04-20,0.0948905109489051,0.0,11011,Iquique
2020-04-21,0.10443037974683544,0.2,11011,Iquique
2020-04-22,0.08217270194986072,0.5,11011,Iquique
2020-04-23,0.08583690987124463,0.4166666666666667,11011,Iquique
2020-04-24,0.08665749656121045,0.5,11011,Iquique
2020-04-25,0.1003671970624235,0.5,11011,Iquique
2020-04-26,0.10244470314318975,0.46153846153846156,11011,Iquique
2020-04-27,0.09898762654668167,0.4375,11011,Iquique
2020-04-28,0.10395010395010396,0.3333333333333333,11011,Iquique
2020-04-29,0.14519056261343014,0.3333333333333333,11011,Iquique
2020-04-30,0.14285714285714285,0.38461538461538464,11011,Iquique
2020-05-01,0.17267552182163187,0.6190476190476191,11011,Iquique
2020-05-02,0.16129032258064516,0.5,11011,Iquique
2020-05-03,0.17258064516129032,0.5555555555555556,11011,Iquique
2020-05-04,0.18975332068311196,0.625,11011,Iquique
2020-05-05,0.20149253731343283,0.6521739130434783,11011,Iquique
2020-05-06,0.2204585537918871,0.6304347826086957,11011,Iquique
2020-05-07,0.19970845481049562,0.5,11011,Iquique
2020-05-08,0.1850443599493029,0.36065573770491804,11011,Iquique
2020-05-09,0.19654714475431606,0.1836734693877551,11011,Iquique
2020-05-10,0.19904076738609114,0.14883720930232558,11011,Iquique
2020-05-11,0.20023980815347722,0.14351851851851852,11011,Iquique
2020-05-12,0.22362052274927396,0.15217391304347827,11011,Iquique
2020-05-13,0.23655913978494625,0.09688581314878893,11011,Iquique
2020-05-14,0.27037773359840955,0.13262599469496023,11011,Iquique
2020-05-15,0.2970873786407767,0.13894736842105262,11011,Iquique
2020-05-16,0.3559962228517469,0.16475972540045766,11011,Iquique
2020-05-17,0.3952569169960474,0.16666666666666666,11011,Iquique
2020-05-18,0.39906103286384975,0.18004338394793926,11011,Iquique
2020-05-19,0.4391111111111111,0.2045929018789144,11011,Iquique
2020-05-20,0.45193929173693087,0.20077220077220076,11011,Iquique
2020-05-21,0.4661458333333333,0.21551724137931033,11011,Iquique
2020-05-22,0.47585601404741,0.2222222222222222,11011,Iquique
2020-05-23,0.4510822510822511,0.21330275229357798,11011,Iquique
2020-05-24,0.45148026315789475,0.251063829787234,11011,Iquique
2020-05-25,0.4532818532818533,0.24425887265135698,11011,Iquique
2020-05-26,0.44905956112852663,0.2412280701754386,11011,Iquique
2020-05-27,0.46226415094339623,0.2528216704288939,11011,Iquique
2020-05-28,0.46508648302370276,0.23946360153256704,11011,Iquique
2020-05-29,0.4664688427299703,0.23251748251748253,11011,Iquique
2020-05-30,0.4701284198771636,0.21617161716171618,11011,Iquique
2020-05-31,0.47377232142857145,0.20067453625632378,11011,Iquique
2020-06-01,0.4698133918770582,0.1925566343042071,11011,Iquique
2020-06-02,0.4728813559322034,0.188135593220339,11011,Iquique
2020-06-03,0.4596864501679731,0.18657937806873978,11011,Iquique
2020-06-04,0.46976175931582165,0.19429590017825313,11011,Iquique
2020-06-05,0.46786155747836833,0.21291448516579406,11011,Iquique
2020-06-06,0.4811320754716981,0.2015267175572519,11011,Iquique
2020-06-07,0.4692982456140351,0.18971061093247588,11011,Iquique
2020-06-08,0.4693101575230853,0.2012779552715655,11011,Iquique
2020-06-09,0.46108427267847557,0.20296296296296296,11011,Iquique
2020-06-10,0.4603691639522258,0.2356164383561644,11011,Iquique
2020-06-11,0.4528008298755187,0.21866666666666668,11011,Iquique
2020-06-12,0.45556119857795835,0.20684931506849316,11011,Iquique
2020-06-13,0.4292508917954816,0.21745788667687596,11011,Iquique
2020-06-14,0.4360499702558001,0.2141823444283647,11011,Iquique
2020-06-15,0.4410226612434631,0.20425531914893616,11011,Iquique
2020-06-16,0.4374255065554231,0.18785310734463276,11011,Iquique
2020-06-17,0.43209134615384615,0.16031746031746033,11011,Iquique
2020-06-18,0.4233490566037736,0.16666666666666666,11011,Iquique
2020-06-19,0.41190914671577655,0.17667238421955403,11011,Iquique
2020-06-20,0.41250751653638,0.1872791519434629,11011,Iquique
2020-06-21,0.40671641791044777,0.19855595667870035,11011,Iquique
2020-06-22,0.3992015968063872,0.2011070110701107,11011,Iquique
2020-06-23,0.38745874587458745,0.2029520295202952,11011,Iquique
2020-06-24,0.3858625162127108,0.1867572156196944,11011,Iquique
2020-06-25,0.3756419662509171,0.17529215358931552,11011,Iquique
2020-06-26,0.36338028169014086,0.15960912052117263,11011,Iquique
2020-06-27,0.36363636363636365,0.17024793388429751,11011,Iquique
2020-06-28,0.3544395924308588,0.1618320610687023,11011,Iquique
2020-06-29,0.3419943820224719,0.15289256198347106,11011,Iquique
2020-06-30,0.35380321004884857,0.17167381974248927,11011,Iquique
2020-07-01,0.3439878234398782,0.19090909090909092,11011,Iquique
2020-07-02,0.35104790419161674,0.19664634146341464,11011,Iquique
2020-07-03,0.36230769230769233,0.2182890855457227,11011,Iquique
2020-07-04,0.3608473338203068,0.2190082644628099,11011,Iquique
2020-07-05,0.35913978494623655,0.20927318295739347,11011,Iquique
2020-07-06,0.3577981651376147,0.21728395061728395,11011,Iquique
2020-07-07,0.35153328347045626,0.22195416164053075,11011,Iquique
2020-07-08,0.3546468401486989,0.21859903381642512,11011,Iquique
2020-07-09,0.35123367198838895,0.22677925211097708,11011,Iquique
2020-07-10,0.3435858964741185,0.21604938271604937,11011,Iquique
2020-07-11,0.329441201000834,0.19925742574257427,11011,Iquique
2020-07-12,0.3247232472324723,0.1899070385126162,11011,Iquique
2020-07-13,0.3359840954274354,0.19936708860759494,11011,Iquique
2020-07-14,0.3323262839879154,0.16930379746835442,11011,Iquique
2020-07-15,0.3176470588235294,0.17873651771956856,11011,Iquique
2020-07-16,0.3042671614100185,0.16765578635014836,11011,Iquique
2020-07-17,0.29512893982808025,0.16289592760180996,11011,Iquique
2020-07-18,0.31314878892733566,0.216793893129771,11011,Iquique
2020-07-19,0.3241436925647452,0.24783362218370883,11011,Iquique
2020-07-20,0.31851851851851853,0.2296416938110749,11011,Iquique
2020-07-21,0.32380216383307575,0.23052464228934816,11011,Iquique
2020-07-22,0.3226256983240223,0.2024353120243531,11011,Iquique
2020-07-23,0.33663366336633666,0.20401854714064915,11011,Iquique
2020-07-24,0.3391812865497076,0.20996978851963746,11011,Iquique
2020-07-25,0.33825944170771755,0.16946778711484595,11011,Iquique
2020-07-26,0.3382147838214784,0.20085106382978724,11011,Iquique
2020-07-27,0.33726578764746706,0.18754745634016703,11011,Iquique
2020-07-28,0.33398692810457514,0.1698236446766819,11011,Iquique
2020-07-29,0.3266871165644172,0.1601489757914339,11011,Iquique
2020-07-30,0.3070692194403535,0.14269972451790633,11011,Iquique
2020-07-31,0.29533333333333334,0.12935826174835777,11011,Iquique
2020-08-01,0.2861378799110452,0.11656165616561656,11011,Iquique
2020-08-02,0.2842197035745423,0.07712082262210797,11011,Iquique
2020-08-03,0.2913907284768212,0.07284079084287201,11011,Iquique
2020-08-04,0.2751004016064257,0.07027300303336703,11011,Iquique
2020-08-05,0.2969472710453284,0.06761229314420804,11011,Iquique
2020-08-06,0.30456852791878175,0.06046291922531885,11011,Iquique
2020-08-07,0.32708333333333334,0.06286484059272564,11011,Iquique
2020-08-08,0.3218274111675127,0.059558117195004805,11011,Iquique
2020-08-09,0.3191489361702128,0.06573615488518686,11011,Iquique
2020-08-10,0.3139190523198421,0.07185886402753873,11011,Iquique
2020-08-11,0.32037193575655115,0.06793118659020732,11011,Iquique
2020-08-12,0.3177317731773177,0.0690803162713275,11011,Iquique
2020-08-13,0.320704845814978,0.07151370679380215,11011,Iquique
2020-08-14,0.30494505494505497,0.06739871260886028,11011,Iquique
2020-08-15,0.31542461005199307,0.06488156539649846,11011,Iquique
2020-08-16,0.2952830188679245,0.06195915541709934,11011,Iquique
2020-08-17,0.2934076137418756,0.05762217359591539,11011,Iquique
2020-08-18,0.2883435582822086,0.058022922636103154,11011,Iquique
2020-08-19,0.2850146914789422,0.05708092485549133,11011,Iquique
2020-08-20,0.27945472249269715,0.05699115044247788,11011,Iquique
2020-08-21,0.28924833491912466,0.05672268907563025,11011,Iquique
2020-08-22,0.2681992337164751,0.05057316250842886,11011,Iquique
2020-08-23,0.2649402390438247,0.048408937034529455,11011,Iquique
2020-08-24,0.24897959183673468,0.0459375,11011,Iquique
2020-08-25,0.2429193899782135,0.04508566275924256,11011,Iquique
2020-08-26,0.23013048635824437,0.041165865384615384,11011,Iquique
2020-08-27,0.2292358803986711,0.04042806183115339,11011,Iquique
2020-08-28,0.2198830409356725,0.033951497860199714,11011,Iquique
2020-08-29,0.21377672209026127,0.030303030303030304,11011,Iquique
2020-08-30,0.2108667529107374,0.029341792228390166,11011,Iquique
2020-08-31,0.21571072319201995,0.029619565217391303,11011,Iquique
2020-09-01,0.20823529411764705,0.028968713789107765,11011,Iquique
2020-09-02,0.20935672514619882,0.026843741169821984,11011,Iquique
2020-09-03,0.19922879177377892,0.024858757062146894,11011,Iquique
2020-09-04,0.18932655654383734,0.02673942701227831,11011,Iquique
2020-09-05,0.1810344827586207,0.027510316368638238,11011,Iquique
2020-09-06,0.18075422626788037,0.02639832723470988,11011,Iquique
2020-09-07,0.17654639175257733,0.02684903748733536,11011,Iquique
2020-09-08,0.1762402088772846,0.02512212142358688,11011,Iquique
2020-09-09,0.1856368563685637,0.026381623834432568,11011,Iquique
2020-09-10,0.190224570673712,0.02594810379241517,11011,Iquique
2020-09-11,0.193717277486911,0.028495102404274265,11011,Iquique
2020-09-12,0.2044334975369458,0.03022370299857211,11011,Iquique
2020-09-13,0.21348314606741572,0.030727630285152407,11011,Iquique
2020-09-14,0.21282401091405184,0.02838482793268023,11011,Iquique
2020-09-15,0.21188630490956073,0.028952668680765358,11011,Iquique
2020-09-16,0.20052083333333334,0.029554140127388533,11011,Iquique
2020-09-17,0.1899070385126162,0.028458498023715414,11011,Iquique
2020-09-18,0.18887262079062958,0.023829315599889166,11011,Iquique
2020-09-19,0.1793400286944046,0.022203485103991005,11011,Iquique
2020-09-20,0.17534246575342466,0.01910248635536689,11011,Iquique
2020-09-21,0.17496443812233287,0.020886889460154243,11011,Iquique
2020-09-22,0.16971713810316139,0.021176470588235293,11011,Iquique
2020-09-23,0.15827338129496402,0.018731514952349655,11011,Iquique
2020-09-24,0.17119565217391305,0.018524433088470137,11011,Iquique
2020-09-25,0.1633416458852868,0.02067106051527861,11011,Iquique
2020-09-26,0.1543134872417983,0.02219626168224299,11011,Iquique
2020-09-27,0.15647921760391198,0.019039185299977862,11011,Iquique
2020-09-28,0.16009280742459397,0.019810508182601206,11011,Iquique
2020-09-29,0.15606361829025844,0.01937984496124031,11011,Iquique
2020-09-30,0.16563786008230452,0.018499272500519644,11011,Iquique
2020-10-01,0.1570796460176991,0.01929330153912855,11011,Iquique
2020-10-02,0.1598639455782313,0.01833372012067765,11011,Iquique
2020-10-03,0.1672514619883041,0.015625,11011,Iquique
2020-10-04,0.1522491349480969,0.01810762560571283,11011,Iquique
2020-10-05,0.140625,0.01770573566084788,11011,Iquique
2020-10-06,0.1353135313531353,0.015166583789159622,11011,Iquique
2020-10-07,0.12571428571428572,0.015697817022320332,11011,Iquique
2020-10-08,0.1259105098855359,0.0142224294707391,11011,Iquique
2020-10-09,0.12192622950819672,0.012613875262789068,11011,Iquique
2020-10-10,0.11686991869918699,0.014424213762118705,11011,Iquique
2020-10-11,0.11297071129707113,0.013863458017263929,11011,Iquique
