fecha,positividad_bac,positividad_no_bac,codigo_ss,ss
2020-10-10,0.020006155740227762,0.16002098635886675,151011,Arica
2020-10-11,0.01825047199496539,0.16198704103671707,151011,Arica
2020-10-12,0.019297690604239165,0.16354625550660792,151011,Arica
2020-10-13,0.020077720207253884,0.16142191142191142,151011,Arica
2020-10-14,0.020887728459530026,0.16588235294117648,151011,Arica
2020-10-15,0.020846905537459284,0.1680622009569378,151011,Arica
2020-10-16,0.022540983606557378,0.1760777170613236,151011,Arica
2020-10-17,0.02224653537563822,0.16093366093366093,151011,Arica
2020-10-18,0.018647281921618204,0.1575875486381323,151011,Arica
2020-10-19,0.018512804689910522,0.15695681973954764,151011,Arica
2020-10-20,0.02029151186053158,0.15526675786593708,151011,Arica
2020-10-21,0.022573363431151242,0.14541695382494832,151011,Arica
2020-10-22,0.02236238532110092,0.15170494084899094,151011,Arica
2020-10-23,0.021801491681009755,0.13832658569500675,151011,Arica
2020-10-24,0.021070141391738288,0.14903846153846154,151011,Arica
2020-10-25,0.02556818181818182,0.14363143631436315,151011,Arica
2020-10-26,0.025965801139962,0.13306177868295996,151011,Arica
2020-10-27,0.026365348399246705,0.12195121951219512,151011,Arica
2020-10-28,0.024134645919339472,0.11569688768606225,151011,Arica
2020-10-29,0.021971496437054632,0.11118598382749326,151011,Arica
2020-10-30,0.02099946836788942,0.1073279052553664,151011,Arica
2020-10-31,0.019138755980861243,0.09576023391812866,151011,Arica
2020-11-01,0.01709613478691774,0.10296296296296296,151011,Arica
2020-11-02,0.016853932584269662,0.09963898916967509,151011,Arica
2020-11-03,0.014397266959492436,0.11087113030957524,151011,Arica
2020-11-04,0.012770137524557957,0.11777615215801024,151011,Arica
2020-11-05,0.014620620115956643,0.11252813203300825,151011,Arica
2020-11-06,0.014080618442849255,0.11962750716332378,151011,Arica
2020-11-07,0.015995587424158852,0.12881608339538347,151011,Arica
2020-11-08,0.015774647887323943,0.12331838565022421,151011,Arica
2020-11-09,0.014772727272727272,0.12434061793519216,151011,Arica
2020-11-10,0.016458569807037457,0.10841654778887304,151011,Arica
2020-11-11,0.01607898448519041,0.09746738296239447,151011,Arica
2020-11-12,0.017332095326524296,0.08986175115207373,151011,Arica
2020-11-13,0.016796267496111975,0.08421851289833081,151011,Arica
2020-11-14,0.015799256505576207,0.07547169811320754,151011,Arica
2020-11-15,0.015595757953836557,0.07050796057619409,151011,Arica
2020-11-16,0.01633453119895459,0.06992481203007518,151011,Arica
2020-11-17,0.011943863839952225,0.07401448109412712,151011,Arica
2020-11-18,0.01293103448275862,0.08006279434850863,151011,Arica
2020-11-19,0.010165864098448368,0.07929883138564274,151011,Arica
2020-11-20,0.009778012684989429,0.075,151011,Arica
2020-11-21,0.008008266597778351,0.08129370629370629,151011,Arica
2020-11-22,0.00810591731964334,0.08214285714285714,151011,Arica
2020-11-23,0.008145533532446375,0.07871720116618076,151011,Arica
2020-11-24,0.009145470134324093,0.07115749525616698,151011,Arica
2020-11-25,0.008249312557286892,0.05730659025787966,151011,Arica
2020-11-26,0.008633980881899476,0.060909090909090906,151011,Arica
2020-11-27,0.008832807570977918,0.06215213358070501,151011,Arica
2020-11-28,0.010444743935309973,0.05829596412556054,151011,Arica
2020-11-29,0.008656620711766592,0.059245960502693,151011,Arica
2020-11-30,0.008183821214982689,0.06222990492653414,151011,Arica
2020-12-01,0.006813254877671105,0.06557377049180328,151011,Arica
2020-12-02,0.006093845216331505,0.07407407407407407,151011,Arica
2020-12-03,0.005036197670758577,0.07297830374753451,151011,Arica
2020-12-04,0.0036463081130355514,0.0731244064577398,151011,Arica
2020-12-05,0.004439511653718091,0.07039337474120083,151011,Arica
2020-12-06,0.005164034021871203,0.07119386637458927,151011,Arica
2020-12-07,0.005917159763313609,0.07330415754923414,151011,Arica
2020-12-08,0.007857974388824214,0.06862745098039216,151011,Arica
2020-12-09,0.009404388714733543,0.06382978723404255,151011,Arica
2020-12-10,0.012956419316843345,0.06488156539649846,151011,Arica
2020-12-11,0.01430615164520744,0.06910994764397906,151011,Arica
2020-12-12,0.014831717056474614,0.0717896865520728,151011,Arica
2020-12-13,0.014663524482848913,0.07521697203471553,151011,Arica
2020-12-14,0.014596602972399151,0.06999041227229147,151011,Arica
2020-12-15,0.013015184381778741,0.07415730337078652,151011,Arica
2020-12-16,0.012345679012345678,0.0836092715231788,151011,Arica
2020-12-17,0.009704142011834319,0.08579088471849866,151011,Arica
2020-12-18,0.011725293132328308,0.07955517536355859,151011,Arica
2020-12-19,0.010334212840809147,0.07570715474209651,151011,Arica
2020-12-20,0.010487218702206686,0.07377049180327869,151011,Arica
2020-12-21,0.009797917942437232,0.07986688851913477,151011,Arica
2020-12-22,0.01191919191919192,0.0872434017595308,151011,Arica
2020-12-23,0.012796697626418989,0.07962962962962963,151011,Arica
2020-12-24,0.013116679718089271,0.08165057067603161,151011,Arica
2020-12-25,0.011047376248141066,0.0859375,151011,Arica
2020-12-26,0.012266802964477384,0.0973630831643002,151011,Arica
2020-12-27,0.01287128712871287,0.10569948186528498,151011,Arica
2020-12-28,0.013503737641668677,0.10486177311725453,151011,Arica
2020-12-29,0.012616822429906542,0.09596928982725528,151011,Arica
2020-12-30,0.01456082667919211,0.11293260473588343,151011,Arica
2020-12-31,0.018164661476763388,0.11589113257243196,151011,Arica
2021-01-01,0.021256269405302126,0.1210801393728223,151011,Arica
2021-01-02,0.021591460456089277,0.11459265890778872,151011,Arica
2020-07-01,0.038461538461538464,0.2952917093142272,11011,Iquique
2020-07-02,0.038461538461538464,0.30273833671399597,11011,Iquique
2020-07-03,0.07407407407407407,0.3157894736842105,11011,Iquique
2020-07-04,0.08,0.3145200192957067,11011,Iquique
2020-07-05,0.16129032258064516,0.3068391866913124,11011,Iquique
2020-07-06,0.15789473684210525,0.3093065693430657,11011,Iquique
2020-07-07,0.17073170731707318,0.3043682480037576,11011,Iquique
2020-07-08,0.2,0.30491803278688523,11011,Iquique
2020-07-09,0.1875,0.3068391866913124,11011,Iquique
2020-07-10,0.17857142857142858,0.2981366459627329,11011,Iquique
2020-07-11,0.19672131147540983,0.2788313685289595,11011,Iquique
2020-07-12,0.1935483870967742,0.27201346045989905,11011,Iquique
2020-07-13,0.1724137931034483,0.28742138364779873,11011,Iquique
2020-07-14,0.1891891891891892,0.27307692307692305,11011,Iquique
2020-07-15,0.2543859649122807,0.2643312101910828,11011,Iquique
2020-07-16,0.2484076433121019,0.2520224019912881,11011,Iquique
2020-07-17,0.2722222222222222,0.24028497409326424,11011,Iquique
2020-07-18,0.35039370078740156,0.2664117272147865,11011,Iquique
2020-07-19,0.35106382978723405,0.28885923949299536,11011,Iquique
2020-07-20,0.3509933774834437,0.2758169934640523,11011,Iquique
2020-07-21,0.3333333333333333,0.2835346471710108,11011,Iquique
2020-07-22,0.3370165745856354,0.2736231884057971,11011,Iquique
2020-07-23,0.32741116751269034,0.28452685421994883,11011,Iquique
2020-07-24,0.3333333333333333,0.28205128205128205,11011,Iquique
2020-07-25,0.27765726681127983,0.27532290958531613,11011,Iquique
2020-07-26,0.28040540540540543,0.27502876869965476,11011,Iquique
2020-07-27,0.24574669187145556,0.27906976744186046,11011,Iquique
2020-07-28,0.21822742474916387,0.27427055702917774,11011,Iquique
2020-07-29,0.19534883720930232,0.2671523982999393,11011,Iquique
2020-07-30,0.1697216564833673,0.2514484356894554,11011,Iquique
2020-07-31,0.15211970074812967,0.24381253291205898,11011,Iquique
2020-08-01,0.13304721030042918,0.2339688041594454,11011,Iquique
2020-08-02,0.08106435643564357,0.232996632996633,11011,Iquique
2020-08-03,0.07638446849140675,0.23754789272030652,11011,Iquique
2020-08-04,0.07424867413081909,0.22369446609508964,11011,Iquique
2020-08-05,0.06958904109589041,0.24383164005805516,11011,Iquique
2020-08-06,0.06253398586188146,0.24644549763033174,11011,Iquique
2020-08-07,0.06293706293706294,0.2750210260723297,11011,Iquique
2020-08-08,0.05606967882416984,0.2725060827250608,11011,Iquique
2020-08-09,0.06037151702786378,0.27359180687637163,11011,Iquique
2020-08-10,0.06653715395823215,0.2712392829306313,11011,Iquique
2020-08-11,0.06471816283924843,0.2664067576348278,11011,Iquique
2020-08-12,0.06650366748166259,0.26137135098438563,11011,Iquique
2020-08-13,0.0699397869383974,0.2638610554442218,11011,Iquique
2020-08-14,0.064,0.24831763122476447,11011,Iquique
2020-08-15,0.062302839116719244,0.2591145833333333,11011,Iquique
2020-08-16,0.059718969555035126,0.24533715925394547,11011,Iquique
2020-08-17,0.055,0.24157303370786518,11011,Iquique
2020-08-18,0.05338645418326693,0.2450592885375494,11011,Iquique
2020-08-19,0.052819698173153296,0.24705882352941178,11011,Iquique
2020-08-20,0.05230530802014723,0.24411302982731553,11011,Iquique
2020-08-21,0.05319148936170213,0.25313479623824453,11011,Iquique
2020-08-22,0.04728992360858494,0.23362273086029992,11011,Iquique
2020-08-23,0.043209876543209874,0.23316912972085385,11011,Iquique
2020-08-24,0.04018598472268349,0.22400676246830092,11011,Iquique
2020-08-25,0.03723742838956079,0.22560429722470904,11011,Iquique
2020-08-26,0.031806615776081425,0.21805955811719502,11011,Iquique
2020-08-27,0.028879720723579815,0.21977052074139453,11011,Iquique
2020-08-28,0.02238354506957048,0.21528424976700838,11011,Iquique
2020-08-29,0.01977401129943503,0.21264367816091953,11011,Iquique
2020-08-30,0.020589872008903727,0.2074688796680498,11011,Iquique
2020-08-31,0.021013241220495107,0.20672601384767555,11011,Iquique
2020-09-01,0.022296884544899205,0.19767441860465115,11011,Iquique
2020-09-02,0.02199108469539376,0.19161105815061963,11011,Iquique
2020-09-03,0.021213026590976996,0.17408906882591094,11011,Iquique
2020-09-04,0.02418658220558595,0.16349047141424272,11011,Iquique
2020-09-05,0.02440441603718768,0.1565600882028666,11011,Iquique
2020-09-06,0.02141863699582754,0.1594488188976378,11011,Iquique
2020-09-07,0.021464985242822646,0.1583087512291052,11011,Iquique
2020-09-08,0.02013752455795678,0.15643564356435644,11011,Iquique
2020-09-09,0.02065817919769397,0.1673511293634497,11011,Iquique
2020-09-10,0.02068324424819893,0.17458677685950413,11011,Iquique
2020-09-11,0.02364066193853428,0.1677917068466731,11011,Iquique
2020-09-12,0.025197251208959024,0.17518248175182483,11011,Iquique
2020-09-13,0.026687598116169546,0.1807909604519774,11011,Iquique
2020-09-14,0.0256,0.1762295081967213,11011,Iquique
2020-09-15,0.0261596548004315,0.17172675521821631,11011,Iquique
2020-09-16,0.02798152675903287,0.16066212268743915,11011,Iquique
2020-09-17,0.026981450252951095,0.15154536390827517,11011,Iquique
2020-09-18,0.021631102016954108,0.15507411630558723,11011,Iquique
2020-09-19,0.019810762862211707,0.1495433789954338,11011,Iquique
2020-09-20,0.01665065642010887,0.14709110867178923,11011,Iquique
2020-09-21,0.017006802721088437,0.15017064846416384,11011,Iquique
2020-09-22,0.016317843206810925,0.14809960681520315,11011,Iquique
2020-09-23,0.012684989429175475,0.1390728476821192,11011,Iquique
2020-09-24,0.013619339462036091,0.14941302027748132,11011,Iquique
2020-09-25,0.015595162316995544,0.147117296222664,11011,Iquique
2020-09-26,0.01703841387856258,0.14007782101167315,11011,Iquique
2020-09-27,0.015126832673958576,0.1381957773512476,11011,Iquique
2020-09-28,0.016726943942133816,0.13996316758747698,11011,Iquique
2020-09-29,0.01646002565198803,0.1393841166936791,11011,Iquique
2020-09-30,0.016655851178888167,0.1461736887360275,11011,Iquique
2020-10-01,0.018194070080862535,0.13751169317118803,11011,Iquique
2020-10-02,0.017316017316017316,0.1398264223722276,11011,Iquique
2020-10-03,0.015678254942058625,0.1432806324110672,11011,Iquique
2020-10-04,0.019638648860958365,0.1308316430020284,11011,Iquique
2020-10-05,0.01905252317198764,0.11764705882352941,11011,Iquique
2020-10-06,0.017921146953405017,0.10875842155919153,11011,Iquique
2020-10-07,0.01907151819322459,0.09693877551020408,11011,Iquique
2020-10-08,0.016566626650660263,0.10009099181073704,11011,Iquique
2020-10-09,0.01514059120403749,0.09657039711191336,11011,Iquique
2020-10-10,0.016496846191169336,0.09480401093892434,11011,Iquique
2020-10-11,0.014804845222072678,0.09430438842203548,11011,Iquique
2020-10-12,0.013525179856115108,0.10664172123479888,11011,Iquique
2020-10-13,0.01377049180327869,0.11145510835913312,11011,Iquique
2020-10-14,0.013167259786476869,0.1103202846975089,11011,Iquique
2020-10-15,0.016522988505747127,0.09933774834437085,11011,Iquique
2020-10-16,0.018175338560228082,0.10060189165950129,11011,Iquique
2020-10-17,0.017763423496164714,0.10362257792754845,11011,Iquique
2020-10-18,0.017965992941931345,0.1015358361774744,11011,Iquique
2020-10-19,0.01771155468091088,0.10192616372391654,11011,Iquique
2020-10-20,0.017949415284199074,0.10379550735863671,11011,Iquique
2020-10-21,0.01790668348045397,0.09992254066615028,11011,Iquique
2020-10-22,0.016084443327469212,0.10574521232306411,11011,Iquique
2020-10-23,0.016742406122937096,0.10426929392446634,11011,Iquique
2020-10-24,0.016991963260619976,0.09791332263242375,11011,Iquique
2020-10-25,0.020157995096703896,0.10065466448445172,11011,Iquique
2020-10-26,0.020046484601975594,0.08277027027027027,11011,Iquique
2020-10-27,0.0220162224797219,0.07426160337552742,11011,Iquique
2020-10-28,0.021634615384615384,0.08691834942932397,11011,Iquique
2020-10-29,0.025205158264947247,0.09066901408450705,11011,Iquique
2020-10-30,0.023557126030624265,0.09304274937133278,11011,Iquique
2020-10-31,0.0238441407385868,0.09719789842381786,11011,Iquique
2020-11-01,0.020647149460708784,0.09615384615384616,11011,Iquique
2020-11-02,0.0225705329153605,0.10341805433829973,11011,Iquique
2020-11-03,0.022388059701492536,0.10892857142857143,11011,Iquique
2020-11-04,0.02312807169702226,0.09344115004492363,11011,Iquique
2020-11-05,0.021076616348618626,0.09074243813015583,11011,Iquique
2020-11-06,0.024509803921568627,0.08872458410351201,11011,Iquique
2020-11-07,0.025718608169440244,0.08771929824561403,11011,Iquique
2020-11-08,0.027255440523980563,0.08967391304347826,11011,Iquique
2020-11-09,0.027545909849749584,0.09198813056379822,11011,Iquique
2020-11-10,0.031921824104234525,0.0919080919080919,11011,Iquique
2020-11-11,0.033083370092633436,0.10149253731343283,11011,Iquique
2020-11-12,0.03260625140544187,0.10059760956175298,11011,Iquique
2020-11-13,0.029887640449438202,0.1019367991845056,11011,Iquique
2020-11-14,0.028484231943031537,0.09906152241918666,11011,Iquique
2020-11-15,0.023015500234852042,0.09897959183673469,11011,Iquique
2020-11-16,0.02102376599634369,0.10273327049952875,11011,Iquique
2020-11-17,0.014511873350923483,0.09230769230769231,11011,Iquique
2020-11-18,0.012489592006661115,0.09169054441260745,11011,Iquique
2020-11-19,0.011647606946209234,0.0925589836660617,11011,Iquique
2020-11-20,0.012310397889646076,0.08882521489971347,11011,Iquique
2020-11-21,0.012005510726234993,0.09247506799637353,11011,Iquique
2020-11-22,0.011783014673188083,0.09428284854563691,11011,Iquique
2020-11-23,0.012370670265407108,0.09188660801564028,11011,Iquique
2020-11-24,0.01364522417153996,0.1008729388942774,11011,Iquique
2020-11-25,0.01542056074766355,0.1050228310502283,11011,Iquique
2020-11-26,0.018491834774255523,0.11157455683003129,11011,Iquique
2020-11-27,0.016574585635359115,0.11334002006018054,11011,Iquique
2020-11-28,0.014875666074600355,0.1038353601496726,11011,Iquique
2020-11-29,0.015581043064271802,0.10785159620362382,11011,Iquique
2020-11-30,0.014585635359116023,0.1024904214559387,11011,Iquique
2020-12-01,0.01401541695865452,0.10526315789473684,11011,Iquique
2020-12-02,0.014153132250580047,0.09850107066381156,11011,Iquique
2020-12-03,0.011382901428917413,0.08932461873638345,11011,Iquique
2020-12-04,0.015480649188514358,0.08519269776876268,11011,Iquique
2020-12-05,0.02081727062451812,0.1114519427402863,11011,Iquique
2020-12-06,0.019627329192546585,0.10898876404494381,11011,Iquique
2020-12-07,0.02033492822966507,0.11830357142857142,11011,Iquique
2020-12-08,0.022696323195642305,0.11810154525386314,11011,Iquique
2020-12-09,0.02390628735357399,0.13914027149321267,11011,Iquique
2020-12-10,0.02431237721021611,0.14645858343337334,11011,Iquique
2020-12-11,0.02298598949211909,0.15187557182067704,11011,Iquique
2020-12-12,0.02284263959390863,0.14391143911439114,11011,Iquique
2020-12-13,0.02601410934744268,0.1501597444089457,11011,Iquique
2020-12-14,0.02909579230080573,0.16237482117310442,11011,Iquique
2020-12-15,0.028684037661484564,0.17519181585677748,11011,Iquique
2020-12-16,0.02656953074780373,0.1826309067688378,11011,Iquique
2020-12-17,0.026865671641791045,0.18713789107763615,11011,Iquique
2020-12-18,0.027777777777777776,0.2053156146179402,11011,Iquique
2020-12-19,0.02720471548401723,0.21405335068314899,11011,Iquique
2020-12-20,0.030232558139534883,0.2300531914893617,11011,Iquique
2020-12-21,0.027380365071534286,0.24273858921161826,11011,Iquique
2020-12-22,0.029763356916321055,0.25163636363636366,11011,Iquique
2020-12-23,0.03287279656979514,0.2512212142358688,11011,Iquique
2020-12-24,0.03422135585878276,0.2572980312287848,11011,Iquique
2020-12-25,0.03839232153569286,0.2702702702702703,11011,Iquique
2020-12-26,0.04412811387900356,0.2782006920415225,11011,Iquique
2020-12-27,0.039715616572689384,0.288231148696265,11011,Iquique
2020-12-28,0.04135859519408503,0.2981770833333333,11011,Iquique
2020-12-29,0.041168353265869366,0.30311231393775373,11011,Iquique
2020-12-30,0.04743169398907104,0.31285988483685223,11011,Iquique
2020-12-31,0.0535268768428215,0.3166774821544452,11011,Iquique
2021-01-01,0.0524741081703107,0.3223684210526316,11011,Iquique
2021-01-02,0.053180396246089674,0.32787958115183247,11011,Iquique
2020-07-01,0.3888888888888889,0.4003864319450408,21011,Antofagasta
2020-07-02,0.4,0.4055360281195079,21011,Antofagasta
2020-07-03,0.30612244897959184,0.3963543874523103,21011,Antofagasta
2020-07-04,0.22058823529411764,0.37922403003754696,21011,Antofagasta
2020-07-05,0.25,0.3779816513761468,21011,Antofagasta
2020-07-06,0.2727272727272727,0.3720642768850433,21011,Antofagasta
2020-07-07,0.22413793103448276,0.3719438877755511,21011,Antofagasta
2020-07-08,0.14035087719298245,0.3519108280254777,21011,Antofagasta
2020-07-09,0.14925373134328357,0.3463815161351919,21011,Antofagasta
2020-07-10,0.14705882352941177,0.3436881677878908,21011,Antofagasta
2020-07-11,0.14925373134328357,0.3379866299646087,21011,Antofagasta
2020-07-12,0.14942528735632185,0.32414723453459243,21011,Antofagasta
2020-07-13,0.16666666666666666,0.3204057279236277,21011,Antofagasta
2020-07-14,0.2,0.3136022704236773,21011,Antofagasta
2020-07-15,0.12121212121212122,0.31364190012180265,21011,Antofagasta
2020-07-16,0.12137203166226913,0.3012806598654222,21011,Antofagasta
2020-07-17,0.1157495256166983,0.29460400348128807,21011,Antofagasta
2020-07-18,0.10477657935285054,0.29333649513872423,21011,Antofagasta
2020-07-19,0.09712722298221614,0.30155746509129966,21011,Antofagasta
2020-07-20,0.11169102296450939,0.2967391304347826,21011,Antofagasta
2020-07-21,0.1199616122840691,0.29396914446002803,21011,Antofagasta
2020-07-22,0.1495992876224399,0.2849194729136164,21011,Antofagasta
2020-07-23,0.1575875486381323,0.27307692307692305,21011,Antofagasta
2020-07-24,0.14482126489459213,0.2643092598142044,21011,Antofagasta
2020-07-25,0.13159797541576285,0.2609457092819615,21011,Antofagasta
2020-07-26,0.11942857142857143,0.2593437945791726,21011,Antofagasta
2020-07-27,0.11833987661245092,0.24799771167048054,21011,Antofagasta
2020-07-28,0.10630722278738555,0.2343937575030012,21011,Antofagasta
2020-07-29,0.0914572864321608,0.2348892878515859,21011,Antofagasta
2020-07-30,0.08442164179104478,0.23617021276595745,21011,Antofagasta
2020-07-31,0.086377309840997,0.23449367088607595,21011,Antofagasta
2020-08-01,0.09719312945119397,0.22752353132099967,21011,Antofagasta
2020-08-02,0.08033141210374639,0.2248580020046776,21011,Antofagasta
2020-08-03,0.06050955414012739,0.2296195652173913,21011,Antofagasta
2020-08-04,0.060307544449783757,0.2340909090909091,21011,Antofagasta
2020-08-05,0.05940119760479042,0.22905208670333224,21011,Antofagasta
2020-08-06,0.060265811182401464,0.232764073371284,21011,Antofagasta
2020-08-07,0.056464261707371725,0.23253618628067968,21011,Antofagasta
2020-08-08,0.045182587167319994,0.2448527082673424,21011,Antofagasta
2020-08-09,0.041597644027240935,0.24356120826709063,21011,Antofagasta
2020-08-10,0.04003539040035391,0.23666121112929622,21011,Antofagasta
2020-08-11,0.03924914675767918,0.23704974271012008,21011,Antofagasta
2020-08-12,0.03819157720891825,0.24453069865913904,21011,Antofagasta
2020-08-13,0.035124398912816227,0.23013304566702625,21011,Antofagasta
2020-08-14,0.035311635822165496,0.22412562455389007,21011,Antofagasta
2020-08-15,0.03813265541945921,0.2192493496841323,21011,Antofagasta
2020-08-16,0.035248340581368734,0.2139689578713969,21011,Antofagasta
2020-08-17,0.03514079590411915,0.21212121212121213,21011,Antofagasta
2020-08-18,0.03485940041831281,0.20202020202020202,21011,Antofagasta
2020-08-19,0.038048552754435104,0.1924917188075083,21011,Antofagasta
2020-08-20,0.03887247101614003,0.18617614269788182,21011,Antofagasta
2020-08-21,0.03939008894536213,0.17533252720677148,21011,Antofagasta
2020-08-22,0.04206098843322818,0.1735569422776911,21011,Antofagasta
2020-08-23,0.04257859132510943,0.16858389527965092,21011,Antofagasta
2020-08-24,0.043678584592701804,0.1681451612903226,21011,Antofagasta
