codigo_region,region_residencia,fecha,Porcentaje Camas UCI
05,Región de Valparaíso,2020-10-21,86.06
05,Región de Valparaíso,2020-10-22,87.98
05,Región de Valparaíso,2020-10-23,80.86
05,Región de Valparaíso,2020-10-24,78.47
05,Región de Valparaíso,2020-10-25,78.85
05,Región de Valparaíso,2020-10-26,78.47
05,Región de Valparaíso,2020-10-27,78.95
05,Región de Valparaíso,2020-10-28,75.12
05,Región de Valparaíso,2020-10-29,77.03
05,Región de Valparaíso,2020-10-30,77.99
05,Región de Valparaíso,2020-10-31,78.47
05,Región de Valparaíso,2020-11-01,81.16
05,Región de Valparaíso,2020-11-02,84.39
05,Región de Valparaíso,2020-11-03,81.95
05,Región de Valparaíso,2020-11-04,81.46
05,Región de Valparaíso,2020-11-05,84.88
05,Región de Valparaíso,2020-11-06,82.61
05,Región de Valparaíso,2020-11-07,84.54
05,Región de Valparaíso,2020-11-08,80.19
05,Región de Valparaíso,2020-11-09,83.09
05,Región de Valparaíso,2020-11-10,83.17
05,Región de Valparaíso,2020-11-11,82.13
05,Región de Valparaíso,2020-11-12,81.64
05,Región de Valparaíso,2020-11-13,85.58
05,Región de Valparaíso,2020-11-14,82.69
05,Región de Valparaíso,2020-11-15,81.64
05,Región de Valparaíso,2020-11-16,82.13
05,Región de Valparaíso,2020-11-17,82.21
05,Región de Valparaíso,2020-11-18,80.77
05,Región de Valparaíso,2020-11-19,81.16
05,Región de Valparaíso,2020-11-20,87.44
05,Región de Valparaíso,2020-11-21,87.31
05,Región de Valparaíso,2020-11-22,83.42
05,Región de Valparaíso,2020-11-23,83.42
05,Región de Valparaíso,2020-11-24,83.92
05,Región de Valparaíso,2020-11-25,85.0
05,Región de Valparaíso,2020-11-26,87.94
05,Región de Valparaíso,2020-11-27,87.5
05,Región de Valparaíso,2020-11-28,88.5
05,Región de Valparaíso,2020-11-29,84.5
05,Región de Valparaíso,2020-11-30,86.0
05,Región de Valparaíso,2020-12-01,85.5
05,Región de Valparaíso,2020-12-02,85.57
05,Región de Valparaíso,2020-12-03,85.93
05,Región de Valparaíso,2020-12-04,89.06
05,Región de Valparaíso,2020-12-05,89.06
05,Región de Valparaíso,2020-12-06,90.1
05,Región de Valparaíso,2020-12-07,89.95
05,Región de Valparaíso,2020-12-08,87.89
05,Región de Valparaíso,2020-12-09,90.48
05,Región de Valparaíso,2020-12-10,90.48
05,Región de Valparaíso,2020-12-11,90.53
05,Región de Valparaíso,2020-12-12,88.95
05,Región de Valparaíso,2020-12-13,83.68
05,Región de Valparaíso,2020-12-14,83.16
05,Región de Valparaíso,2020-12-15,84.21
05,Región de Valparaíso,2020-12-16,82.63
05,Región de Valparaíso,2020-12-17,83.68
05,Región de Valparaíso,2020-12-18,83.16
05,Región de Valparaíso,2020-12-19,82.11
05,Región de Valparaíso,2020-12-20,82.63
05,Región de Valparaíso,2020-12-21,80.0
05,Región de Valparaíso,2020-12-22,82.63
05,Región de Valparaíso,2020-12-23,78.95
05,Región de Valparaíso,2020-12-24,84.74
05,Región de Valparaíso,2020-12-25,87.89
05,Región de Valparaíso,2020-12-26,86.84
05,Región de Valparaíso,2020-12-27,85.79
05,Región de Valparaíso,2020-12-28,86.32
05,Región de Valparaíso,2020-12-29,86.84
06,Región del Libertador General Bernardo O'Higgins,2020-04-14,49.15
06,Región del Libertador General Bernardo O'Higgins,2020-04-15,55.17
06,Región del Libertador General Bernardo O'Higgins,2020-04-16,55.17
06,Región del Libertador General Bernardo O'Higgins,2020-04-17,53.85
06,Región del Libertador General Bernardo O'Higgins,2020-04-18,59.02
06,Región del Libertador General Bernardo O'Higgins,2020-04-19,63.93
06,Región del Libertador General Bernardo O'Higgins,2020-04-20,62.3
06,Región del Libertador General Bernardo O'Higgins,2020-04-21,60.34
06,Región del Libertador General Bernardo O'Higgins,2020-04-22,55.17
06,Región del Libertador General Bernardo O'Higgins,2020-04-23,50.0
06,Región del Libertador General Bernardo O'Higgins,2020-04-24,48.21
06,Región del Libertador General Bernardo O'Higgins,2020-04-25,58.93
06,Región del Libertador General Bernardo O'Higgins,2020-04-26,62.5
06,Región del Libertador General Bernardo O'Higgins,2020-04-27,64.91
06,Región del Libertador General Bernardo O'Higgins,2020-04-28,61.02
06,Región del Libertador General Bernardo O'Higgins,2020-04-29,59.32
06,Región del Libertador General Bernardo O'Higgins,2020-04-30,64.41
06,Región del Libertador General Bernardo O'Higgins,2020-05-01,62.71
06,Región del Libertador General Bernardo O'Higgins,2020-05-02,63.33
06,Región del Libertador General Bernardo O'Higgins,2020-05-03,61.54
06,Región del Libertador General Bernardo O'Higgins,2020-05-04,63.08
06,Región del Libertador General Bernardo O'Higgins,2020-05-05,60.94
06,Región del Libertador General Bernardo O'Higgins,2020-05-06,56.25
06,Región del Libertador General Bernardo O'Higgins,2020-05-07,57.81
06,Región del Libertador General Bernardo O'Higgins,2020-05-08,60.94
06,Región del Libertador General Bernardo O'Higgins,2020-05-09,70.31
06,Región del Libertador General Bernardo O'Higgins,2020-05-10,67.19
06,Región del Libertador General Bernardo O'Higgins,2020-05-11,68.75
06,Región del Libertador General Bernardo O'Higgins,2020-05-12,66.67
06,Región del Libertador General Bernardo O'Higgins,2020-05-13,71.88
06,Región del Libertador General Bernardo O'Higgins,2020-05-14,72.31
06,Región del Libertador General Bernardo O'Higgins,2020-05-15,76.92
06,Región del Libertador General Bernardo O'Higgins,2020-05-16,77.27
06,Región del Libertador General Bernardo O'Higgins,2020-05-17,82.09
06,Región del Libertador General Bernardo O'Higgins,2020-05-18,82.09
06,Región del Libertador General Bernardo O'Higgins,2020-05-19,92.54
06,Región del Libertador General Bernardo O'Higgins,2020-05-20,88.06
06,Región del Libertador General Bernardo O'Higgins,2020-05-21,72.84
06,Región del Libertador General Bernardo O'Higgins,2020-05-22,86.11
06,Región del Libertador General Bernardo O'Higgins,2020-05-23,88.89
06,Región del Libertador General Bernardo O'Higgins,2020-05-24,85.19
06,Región del Libertador General Bernardo O'Higgins,2020-05-25,87.21
06,Región del Libertador General Bernardo O'Higgins,2020-05-26,93.1
06,Región del Libertador General Bernardo O'Higgins,2020-05-27,87.64
06,Región del Libertador General Bernardo O'Higgins,2020-05-28,86.67
06,Región del Libertador General Bernardo O'Higgins,2020-05-29,83.33
06,Región del Libertador General Bernardo O'Higgins,2020-05-30,86.67
06,Región del Libertador General Bernardo O'Higgins,2020-05-31,84.44
06,Región del Libertador General Bernardo O'Higgins,2020-06-01,86.67
06,Región del Libertador General Bernardo O'Higgins,2020-06-02,94.44
06,Región del Libertador General Bernardo O'Higgins,2020-06-03,89.47
06,Región del Libertador General Bernardo O'Higgins,2020-06-04,89.47
06,Región del Libertador General Bernardo O'Higgins,2020-06-05,92.63
06,Región del Libertador General Bernardo O'Higgins,2020-06-06,90.53
06,Región del Libertador General Bernardo O'Higgins,2020-06-07,91.58
06,Región del Libertador General Bernardo O'Higgins,2020-06-08,92.63
06,Región del Libertador General Bernardo O'Higgins,2020-06-09,91.75
06,Región del Libertador General Bernardo O'Higgins,2020-06-10,95.96
06,Región del Libertador General Bernardo O'Higgins,2020-06-11,93.0
06,Región del Libertador General Bernardo O'Higgins,2020-06-12,94.95
06,Región del Libertador General Bernardo O'Higgins,2020-06-13,92.31
06,Región del Libertador General Bernardo O'Higgins,2020-06-14,89.42
06,Región del Libertador General Bernardo O'Higgins,2020-06-15,93.27
06,Región del Libertador General Bernardo O'Higgins,2020-06-16,90.38
06,Región del Libertador General Bernardo O'Higgins,2020-06-17,98.08
06,Región del Libertador General Bernardo O'Higgins,2020-06-18,89.38
06,Región del Libertador General Bernardo O'Higgins,2020-06-19,91.96
06,Región del Libertador General Bernardo O'Higgins,2020-06-20,86.84
06,Región del Libertador General Bernardo O'Higgins,2020-06-21,85.95
06,Región del Libertador General Bernardo O'Higgins,2020-06-22,92.56
06,Región del Libertador General Bernardo O'Higgins,2020-06-23,85.94
06,Región del Libertador General Bernardo O'Higgins,2020-06-24,86.82
06,Región del Libertador General Bernardo O'Higgins,2020-06-25,90.4
06,Región del Libertador General Bernardo O'Higgins,2020-06-26,89.68
06,Región del Libertador General Bernardo O'Higgins,2020-06-27,85.16
06,Región del Libertador General Bernardo O'Higgins,2020-06-28,90.4
06,Región del Libertador General Bernardo O'Higgins,2020-06-29,85.6
06,Región del Libertador General Bernardo O'Higgins,2020-06-30,88.71
06,Región del Libertador General Bernardo O'Higgins,2020-07-01,93.55
06,Región del Libertador General Bernardo O'Higgins,2020-07-02,90.62
06,Región del Libertador General Bernardo O'Higgins,2020-07-03,89.06
06,Región del Libertador General Bernardo O'Higgins,2020-07-04,90.24
06,Región del Libertador General Bernardo O'Higgins,2020-07-05,90.23
06,Región del Libertador General Bernardo O'Higgins,2020-07-06,89.47
06,Región del Libertador General Bernardo O'Higgins,2020-07-07,89.47
06,Región del Libertador General Bernardo O'Higgins,2020-07-08,90.23
06,Región del Libertador General Bernardo O'Higgins,2020-07-09,91.73
06,Región del Libertador General Bernardo O'Higgins,2020-07-10,82.96
06,Región del Libertador General Bernardo O'Higgins,2020-07-11,80.0
06,Región del Libertador General Bernardo O'Higgins,2020-07-12,80.74
06,Región del Libertador General Bernardo O'Higgins,2020-07-13,82.22
06,Región del Libertador General Bernardo O'Higgins,2020-07-14,82.96
06,Región del Libertador General Bernardo O'Higgins,2020-07-15,81.48
06,Región del Libertador General Bernardo O'Higgins,2020-07-16,77.08
06,Región del Libertador General Bernardo O'Higgins,2020-07-17,72.41
06,Región del Libertador General Bernardo O'Higgins,2020-07-18,73.43
06,Región del Libertador General Bernardo O'Higgins,2020-07-19,74.65
06,Región del Libertador General Bernardo O'Higgins,2020-07-20,80.14
06,Región del Libertador General Bernardo O'Higgins,2020-07-21,81.43
06,Región del Libertador General Bernardo O'Higgins,2020-07-22,81.43
06,Región del Libertador General Bernardo O'Higgins,2020-07-23,75.35
06,Región del Libertador General Bernardo O'Higgins,2020-07-24,74.47
06,Región del Libertador General Bernardo O'Higgins,2020-07-25,74.65
06,Región del Libertador General Bernardo O'Higgins,2020-07-26,74.65
06,Región del Libertador General Bernardo O'Higgins,2020-07-27,73.24
06,Región del Libertador General Bernardo O'Higgins,2020-07-28,72.54
06,Región del Libertador General Bernardo O'Higgins,2020-07-29,71.83
06,Región del Libertador General Bernardo O'Higgins,2020-07-30,70.42
06,Región del Libertador General Bernardo O'Higgins,2020-07-31,71.83
06,Región del Libertador General Bernardo O'Higgins,2020-08-01,73.24
06,Región del Libertador General Bernardo O'Higgins,2020-08-02,75.18
06,Región del Libertador General Bernardo O'Higgins,2020-08-03,73.76
06,Región del Libertador General Bernardo O'Higgins,2020-08-04,71.63
06,Región del Libertador General Bernardo O'Higgins,2020-08-05,73.24
06,Región del Libertador General Bernardo O'Higgins,2020-08-06,75.94
06,Región del Libertador General Bernardo O'Higgins,2020-08-07,75.37
06,Región del Libertador General Bernardo O'Higgins,2020-08-08,72.18
06,Región del Libertador General Bernardo O'Higgins,2020-08-09,73.88
06,Región del Libertador General Bernardo O'Higgins,2020-08-10,73.13
06,Región del Libertador General Bernardo O'Higgins,2020-08-11,73.88
06,Región del Libertador General Bernardo O'Higgins,2020-08-12,73.23
06,Región del Libertador General Bernardo O'Higgins,2020-08-13,72.95
06,Región del Libertador General Bernardo O'Higgins,2020-08-14,76.92
06,Región del Libertador General Bernardo O'Higgins,2020-08-15,83.04
06,Región del Libertador General Bernardo O'Higgins,2020-08-16,83.5
06,Región del Libertador General Bernardo O'Higgins,2020-08-17,79.61
06,Región del Libertador General Bernardo O'Higgins,2020-08-18,86.41
06,Región del Libertador General Bernardo O'Higgins,2020-08-19,73.87
06,Región del Libertador General Bernardo O'Higgins,2020-08-20,81.08
06,Región del Libertador General Bernardo O'Higgins,2020-08-21,78.38
06,Región del Libertador General Bernardo O'Higgins,2020-08-22,74.34
06,Región del Libertador General Bernardo O'Higgins,2020-08-23,75.68
06,Región del Libertador General Bernardo O'Higgins,2020-08-24,74.11
06,Región del Libertador General Bernardo O'Higgins,2020-08-25,76.79
06,Región del Libertador General Bernardo O'Higgins,2020-08-26,75.68
06,Región del Libertador General Bernardo O'Higgins,2020-08-27,70.27
06,Región del Libertador General Bernardo O'Higgins,2020-08-28,71.17
06,Región del Libertador General Bernardo O'Higgins,2020-08-29,78.38
06,Región del Libertador General Bernardo O'Higgins,2020-08-30,81.9
06,Región del Libertador General Bernardo O'Higgins,2020-08-31,83.81
06,Región del Libertador General Bernardo O'Higgins,2020-09-01,83.81
06,Región del Libertador General Bernardo O'Higgins,2020-09-02,83.96
06,Región del Libertador General Bernardo O'Higgins,2020-09-03,82.57
06,Región del Libertador General Bernardo O'Higgins,2020-09-04,84.11
06,Región del Libertador General Bernardo O'Higgins,2020-09-05,88.07
06,Región del Libertador General Bernardo O'Higgins,2020-09-06,86.49
06,Región del Libertador General Bernardo O'Higgins,2020-09-07,90.18
06,Región del Libertador General Bernardo O'Higgins,2020-09-08,87.39
06,Región del Libertador General Bernardo O'Higgins,2020-09-09,89.91
06,Región del Libertador General Bernardo O'Higgins,2020-09-10,85.59
06,Región del Libertador General Bernardo O'Higgins,2020-09-11,85.32
06,Región del Libertador General Bernardo O'Higgins,2020-09-12,85.45
06,Región del Libertador General Bernardo O'Higgins,2020-09-13,87.27
06,Región del Libertador General Bernardo O'Higgins,2020-09-14,90.09
06,Región del Libertador General Bernardo O'Higgins,2020-09-15,92.79
06,Región del Libertador General Bernardo O'Higgins,2020-09-16,90.0
06,Región del Libertador General Bernardo O'Higgins,2020-09-17,87.39
06,Región del Libertador General Bernardo O'Higgins,2020-09-18,84.55
06,Región del Libertador General Bernardo O'Higgins,2020-09-19,86.61
06,Región del Libertador General Bernardo O'Higgins,2020-09-20,85.71
06,Región del Libertador General Bernardo O'Higgins,2020-09-21,85.71
06,Región del Libertador General Bernardo O'Higgins,2020-09-22,89.29
06,Región del Libertador General Bernardo O'Higgins,2020-09-23,90.91
06,Región del Libertador General Bernardo O'Higgins,2020-09-24,88.39
06,Región del Libertador General Bernardo O'Higgins,2020-09-25,89.57
06,Región del Libertador General Bernardo O'Higgins,2020-09-26,88.39
06,Región del Libertador General Bernardo O'Higgins,2020-09-27,89.29
06,Región del Libertador General Bernardo O'Higgins,2020-09-28,90.27
06,Región del Libertador General Bernardo O'Higgins,2020-09-29,90.27
06,Región del Libertador General Bernardo O'Higgins,2020-09-30,91.96
06,Región del Libertador General Bernardo O'Higgins,2020-10-01,88.39
06,Región del Libertador General Bernardo O'Higgins,2020-10-02,90.18
06,Región del Libertador General Bernardo O'Higgins,2020-10-03,89.38
06,Región del Libertador General Bernardo O'Higgins,2020-10-04,86.84
06,Región del Libertador General Bernardo O'Higgins,2020-10-05,85.96
06,Región del Libertador General Bernardo O'Higgins,2020-10-06,85.09
06,Región del Libertador General Bernardo O'Higgins,2020-10-07,87.5
06,Región del Libertador General Bernardo O'Higgins,2020-10-08,90.18
06,Región del Libertador General Bernardo O'Higgins,2020-10-09,79.46
06,Región del Libertador General Bernardo O'Higgins,2020-10-10,81.25
06,Región del Libertador General Bernardo O'Higgins,2020-10-11,84.07
06,Región del Libertador General Bernardo O'Higgins,2020-10-12,85.09
06,Región del Libertador General Bernardo O'Higgins,2020-10-13,84.35
06,Región del Libertador General Bernardo O'Higgins,2020-10-14,79.46
06,Región del Libertador General Bernardo O'Higgins,2020-10-15,89.38
06,Región del Libertador General Bernardo O'Higgins,2020-10-16,89.38
06,Región del Libertador General Bernardo O'Higgins,2020-10-17,83.04
06,Región del Libertador General Bernardo O'Higgins,2020-10-18,82.3
06,Región del Libertador General Bernardo O'Higgins,2020-10-19,84.07
06,Región del Libertador General Bernardo O'Higgins,2020-10-20,84.62
06,Región del Libertador General Bernardo O'Higgins,2020-10-21,78.18
06,Región del Libertador General Bernardo O'Higgins,2020-10-22,78.64
06,Región del Libertador General Bernardo O'Higgins,2020-10-23,80.39
06,Región del Libertador General Bernardo O'Higgins,2020-10-24,79.41
06,Región del Libertador General Bernardo O'Higgins,2020-10-25,81.19
06,Región del Libertador General Bernardo O'Higgins,2020-10-26,84.16
06,Región del Libertador General Bernardo O'Higgins,2020-10-27,85.15
06,Región del Libertador General Bernardo O'Higgins,2020-10-28,82.0
06,Región del Libertador General Bernardo O'Higgins,2020-10-29,82.61
06,Región del Libertador General Bernardo O'Higgins,2020-10-30,82.11
06,Región del Libertador General Bernardo O'Higgins,2020-10-31,81.05
06,Región del Libertador General Bernardo O'Higgins,2020-11-01,76.84
06,Región del Libertador General Bernardo O'Higgins,2020-11-02,80.85
06,Región del Libertador General Bernardo O'Higgins,2020-11-03,81.91
06,Región del Libertador General Bernardo O'Higgins,2020-11-04,82.98
06,Región del Libertador General Bernardo O'Higgins,2020-11-05,87.1
06,Región del Libertador General Bernardo O'Higgins,2020-11-06,82.8
06,Región del Libertador General Bernardo O'Higgins,2020-11-07,84.78
06,Región del Libertador General Bernardo O'Higgins,2020-11-08,81.72
06,Región del Libertador General Bernardo O'Higgins,2020-11-09,80.65
06,Región del Libertador General Bernardo O'Higgins,2020-11-10,81.72
06,Región del Libertador General Bernardo O'Higgins,2020-11-11,80.65
06,Región del Libertador General Bernardo O'Higgins,2020-11-12,81.72
06,Región del Libertador General Bernardo O'Higgins,2020-11-13,84.95
06,Región del Libertador General Bernardo O'Higgins,2020-11-14,81.72
06,Región del Libertador General Bernardo O'Higgins,2020-11-15,81.72
06,Región del Libertador General Bernardo O'Higgins,2020-11-16,83.52
06,Región del Libertador General Bernardo O'Higgins,2020-11-17,83.52
06,Región del Libertador General Bernardo O'Higgins,2020-11-18,80.22
06,Región del Libertador General Bernardo O'Higgins,2020-11-19,78.02
06,Región del Libertador General Bernardo O'Higgins,2020-11-20,81.32
06,Región del Libertador General Bernardo O'Higgins,2020-11-21,78.02
06,Región del Libertador General Bernardo O'Higgins,2020-11-22,86.81
06,Región del Libertador General Bernardo O'Higgins,2020-11-23,87.91
06,Región del Libertador General Bernardo O'Higgins,2020-11-24,87.91
06,Región del Libertador General Bernardo O'Higgins,2020-11-25,81.32
06,Región del Libertador General Bernardo O'Higgins,2020-11-26,81.32
06,Región del Libertador General Bernardo O'Higgins,2020-11-27,86.81
06,Región del Libertador General Bernardo O'Higgins,2020-11-28,81.32
06,Región del Libertador General Bernardo O'Higgins,2020-11-29,73.63
06,Región del Libertador General Bernardo O'Higgins,2020-11-30,73.63
06,Región del Libertador General Bernardo O'Higgins,2020-12-01,75.82
06,Región del Libertador General Bernardo O'Higgins,2020-12-02,70.45
06,Región del Libertador General Bernardo O'Higgins,2020-12-03,75.0
06,Región del Libertador General Bernardo O'Higgins,2020-12-04,72.62
06,Región del Libertador General Bernardo O'Higgins,2020-12-05,72.62
06,Región del Libertador General Bernardo O'Higgins,2020-12-06,73.81
06,Región del Libertador General Bernardo O'Higgins,2020-12-07,73.81
06,Región del Libertador General Bernardo O'Higgins,2020-12-08,75.0
06,Región del Libertador General Bernardo O'Higgins,2020-12-09,73.81
06,Región del Libertador General Bernardo O'Higgins,2020-12-10,73.81
06,Región del Libertador General Bernardo O'Higgins,2020-12-11,75.31
06,Región del Libertador General Bernardo O'Higgins,2020-12-12,80.25
06,Región del Libertador General Bernardo O'Higgins,2020-12-13,80.25
06,Región del Libertador General Bernardo O'Higgins,2020-12-14,80.25
06,Región del Libertador General Bernardo O'Higgins,2020-12-15,71.6
06,Región del Libertador General Bernardo O'Higgins,2020-12-16,67.9
06,Región del Libertador General Bernardo O'Higgins,2020-12-17,69.14
06,Región del Libertador General Bernardo O'Higgins,2020-12-18,73.81
06,Región del Libertador General Bernardo O'Higgins,2020-12-19,67.86
06,Región del Libertador General Bernardo O'Higgins,2020-12-20,69.05
06,Región del Libertador General Bernardo O'Higgins,2020-12-21,70.24
06,Región del Libertador General Bernardo O'Higgins,2020-12-22,72.62
06,Región del Libertador General Bernardo O'Higgins,2020-12-23,67.86
06,Región del Libertador General Bernardo O'Higgins,2020-12-24,63.1
06,Región del Libertador General Bernardo O'Higgins,2020-12-25,64.29
06,Región del Libertador General Bernardo O'Higgins,2020-12-26,63.1
06,Región del Libertador General Bernardo O'Higgins,2020-12-27,64.29
06,Región del Libertador General Bernardo O'Higgins,2020-12-28,64.29
06,Región del Libertador General Bernardo O'Higgins,2020-12-29,67.86
07,Región del Maule,2020-04-14,66.0
07,Región del Maule,2020-04-15,72.0
07,Región del Maule,2020-04-16,58.0
07,Región del Maule,2020-04-17,58.0
07,Región del Maule,2020-04-18,54.0
07,Región del Maule,2020-04-19,54.0
07,Región del Maule,2020-04-20,58.0
07,Región del Maule,2020-04-21,58.0
07,Región del Maule,2020-04-22,60.0
07,Región del Maule,2020-04-23,60.0
07,Región del Maule,2020-04-24,62.0
07,Región del Maule,2020-04-25,58.0
07,Región del Maule,2020-04-26,64.0
07,Región del Maule,2020-04-27,54.0
07,Región del Maule,2020-04-28,52.94
07,Región del Maule,2020-04-29,56.86
07,Región del Maule,2020-04-30,58.82
07,Región del Maule,2020-05-01,58.62
07,Región del Maule,2020-05-02,56.9
07,Región del Maule,2020-05-03,53.45
07,Región del Maule,2020-05-04,51.72
07,Región del Maule,2020-05-05,50.0
07,Región del Maule,2020-05-06,51.72
07,Región del Maule,2020-05-07,50.0
07,Región del Maule,2020-05-08,51.72
07,Región del Maule,2020-05-09,50.0
07,Región del Maule,2020-05-10,51.72
07,Región del Maule,2020-05-11,46.55
07,Región del Maule,2020-05-12,50.0
07,Región del Maule,2020-05-13,37.93
07,Región del Maule,2020-05-14,50.0
07,Región del Maule,2020-05-15,58.62
07,Región del Maule,2020-05-16,56.9
07,Región del Maule,2020-05-17,58.62
07,Región del Maule,2020-05-18,55.17
07,Región del Maule,2020-05-19,50.0
07,Región del Maule,2020-05-20,44.83
07,Región del Maule,2020-05-21,55.93
07,Región del Maule,2020-05-22,64.41
07,Región del Maule,2020-05-23,71.19
07,Región del Maule,2020-05-24,72.88
07,Región del Maule,2020-05-25,89.83
07,Región del Maule,2020-05-26,84.75
07,Región del Maule,2020-05-27,88.33
07,Región del Maule,2020-05-28,90.16
07,Región del Maule,2020-05-29,85.25
07,Región del Maule,2020-05-30,87.3
07,Región del Maule,2020-05-31,82.54
07,Región del Maule,2020-06-01,77.78
07,Región del Maule,2020-06-02,82.81
07,Región del Maule,2020-06-03,89.06
07,Región del Maule,2020-06-04,84.38
07,Región del Maule,2020-06-05,84.38
07,Región del Maule,2020-06-06,80.0
07,Región del Maule,2020-06-07,75.64
07,Región del Maule,2020-06-08,83.33
07,Región del Maule,2020-06-09,89.74
07,Región del Maule,2020-06-10,85.0
07,Región del Maule,2020-06-11,84.81
07,Región del Maule,2020-06-12,91.03
07,Región del Maule,2020-06-13,93.59
07,Región del Maule,2020-06-14,89.74
07,Región del Maule,2020-06-15,94.87
07,Región del Maule,2020-06-16,93.59
07,Región del Maule,2020-06-17,91.03
07,Región del Maule,2020-06-18,84.15
07,Región del Maule,2020-06-19,89.02
07,Región del Maule,2020-06-20,84.09
07,Región del Maule,2020-06-21,86.36
07,Región del Maule,2020-06-22,94.32
07,Región del Maule,2020-06-23,97.73
07,Región del Maule,2020-06-24,90.91
07,Región del Maule,2020-06-25,86.36
07,Región del Maule,2020-06-26,88.51
07,Región del Maule,2020-06-27,79.17
07,Región del Maule,2020-06-28,80.21
07,Región del Maule,2020-06-29,79.8
07,Región del Maule,2020-06-30,83.84
07,Región del Maule,2020-07-01,80.81
07,Región del Maule,2020-07-02,78.0
07,Región del Maule,2020-07-03,82.0
07,Región del Maule,2020-07-04,78.9
07,Región del Maule,2020-07-05,76.36
07,Región del Maule,2020-07-06,76.15
07,Región del Maule,2020-07-07,80.56
07,Región del Maule,2020-07-08,80.83
07,Región del Maule,2020-07-09,79.17
07,Región del Maule,2020-07-10,74.59
07,Región del Maule,2020-07-11,75.44
07,Región del Maule,2020-07-12,74.78
07,Región del Maule,2020-07-13,73.91
07,Región del Maule,2020-07-14,75.65
07,Región del Maule,2020-07-15,75.65
07,Región del Maule,2020-07-16,75.65
07,Región del Maule,2020-07-17,77.19
07,Región del Maule,2020-07-18,79.65
07,Región del Maule,2020-07-19,76.11
07,Región del Maule,2020-07-20,71.93
07,Región del Maule,2020-07-21,79.13
07,Región del Maule,2020-07-22,78.26
07,Región del Maule,2020-07-23,80.87
07,Región del Maule,2020-07-24,82.61
07,Región del Maule,2020-07-25,82.61
07,Región del Maule,2020-07-26,87.61
07,Región del Maule,2020-07-27,84.96
07,Región del Maule,2020-07-28,82.3
07,Región del Maule,2020-07-29,80.7
07,Región del Maule,2020-07-30,75.0
07,Región del Maule,2020-07-31,72.32
07,Región del Maule,2020-08-01,69.64
07,Región del Maule,2020-08-02,67.86
07,Región del Maule,2020-08-03,69.64
07,Región del Maule,2020-08-04,69.64
07,Región del Maule,2020-08-05,69.64
07,Región del Maule,2020-08-06,73.21
07,Región del Maule,2020-08-07,73.21
07,Región del Maule,2020-08-08,72.57
07,Región del Maule,2020-08-09,66.37
07,Región del Maule,2020-08-10,68.75
07,Región del Maule,2020-08-11,74.11
07,Región del Maule,2020-08-12,72.32
07,Región del Maule,2020-08-13,74.11
07,Región del Maule,2020-08-14,67.26
07,Región del Maule,2020-08-15,68.14
07,Región del Maule,2020-08-16,69.91
07,Región del Maule,2020-08-17,71.93
07,Región del Maule,2020-08-18,68.42
07,Región del Maule,2020-08-19,68.14
07,Región del Maule,2020-08-20,69.03
07,Región del Maule,2020-08-21,72.57
07,Región del Maule,2020-08-22,71.68
07,Región del Maule,2020-08-23,67.26
07,Región del Maule,2020-08-24,68.14
07,Región del Maule,2020-08-25,69.91
07,Región del Maule,2020-08-26,69.03
07,Región del Maule,2020-08-27,70.8
07,Región del Maule,2020-08-28,67.26
07,Región del Maule,2020-08-29,72.57
07,Región del Maule,2020-08-30,74.34
07,Región del Maule,2020-08-31,76.99
07,Región del Maule,2020-09-01,81.42
07,Región del Maule,2020-09-02,79.65
07,Región del Maule,2020-09-03,77.88
07,Región del Maule,2020-09-04,72.57
07,Región del Maule,2020-09-05,72.57
07,Región del Maule,2020-09-06,77.88
07,Región del Maule,2020-09-07,76.99
07,Región del Maule,2020-09-08,80.53
07,Región del Maule,2020-09-09,80.7
07,Región del Maule,2020-09-10,81.58
07,Región del Maule,2020-09-11,81.74
07,Región del Maule,2020-09-12,84.35
07,Región del Maule,2020-09-13,78.26
07,Región del Maule,2020-09-14,77.39
07,Región del Maule,2020-09-15,81.74
07,Región del Maule,2020-09-16,76.32
07,Región del Maule,2020-09-17,76.32
07,Región del Maule,2020-09-18,78.95
07,Región del Maule,2020-09-19,74.56
07,Región del Maule,2020-09-20,75.44
07,Región del Maule,2020-09-21,75.44
07,Región del Maule,2020-09-22,81.58
07,Región del Maule,2020-09-23,77.78
07,Región del Maule,2020-09-24,79.49
07,Región del Maule,2020-09-25,82.91
07,Región del Maule,2020-09-26,73.5
07,Región del Maule,2020-09-27,71.79
07,Región del Maule,2020-09-28,69.23
07,Región del Maule,2020-09-29,58.12
07,Región del Maule,2020-09-30,64.96
07,Región del Maule,2020-10-01,62.3
07,Región del Maule,2020-10-02,60.66
07,Región del Maule,2020-10-03,58.2
07,Región del Maule,2020-10-04,61.48
07,Región del Maule,2020-10-05,59.5
07,Región del Maule,2020-10-06,58.68
07,Región del Maule,2020-10-07,63.39
07,Región del Maule,2020-10-08,61.61
07,Región del Maule,2020-10-09,66.07
07,Región del Maule,2020-10-10,69.37
07,Región del Maule,2020-10-11,66.07
07,Región del Maule,2020-10-12,63.39
07,Región del Maule,2020-10-13,63.39
07,Región del Maule,2020-10-14,66.07
07,Región del Maule,2020-10-15,69.37
07,Región del Maule,2020-10-16,66.07
07,Región del Maule,2020-10-17,63.39
07,Región del Maule,2020-10-18,66.07
07,Región del Maule,2020-10-19,63.39
