fecha,positividad_sintomatico,positividad_asintomatico
2020-01-05,0.25,0.02631578947368421
2020-03-02,0.0,
2020-03-03,0.0,
2020-03-04,0.0,0.0
2020-03-05,0.0,0.0
2020-03-06,0.0,0.0
2020-03-07,0.058823529411764705,0.0
2020-03-08,0.07692307692307693,0.0
2020-03-09,0.06060606060606061,0.0
2020-03-10,0.08,0.0
2020-03-11,0.08771929824561403,0.0
2020-03-12,0.11538461538461539,0.0
2020-03-13,0.125,0.022727272727272728
2020-03-14,0.10759493670886076,0.019230769230769232
2020-03-15,0.11180124223602485,0.02
2020-03-16,0.19196428571428573,0.03278688524590164
2020-03-17,0.21194029850746268,0.02586206896551724
2020-03-18,0.21729957805907174,0.01910828025477707
2020-03-19,0.22727272727272727,0.017857142857142856
2020-03-20,0.20145379023883697,0.007858546168958742
2020-03-21,0.26735218508997427,0.014787430683918669
2020-03-22,0.1733423089868731,0.0112806901128069
2020-03-23,0.1807875894988067,0.0136986301369863
2020-03-24,0.1671664167916042,0.017857142857142856
2020-03-25,0.15326837190418188,0.018685567010309278
2020-03-26,0.12092700802218481,0.022466300549176237
2020-03-27,0.13093016403103822,0.030704394942805538
2020-03-28,0.13149816813545895,0.029484029484029485
2020-03-29,0.15682376330253772,0.06754772393538913
2020-03-30,0.15324362321751356,0.06942590120160214
2020-03-31,0.15346938775510205,0.06619385342789598
2020-04-01,0.14887282007656316,0.06484149855907781
2020-04-02,0.17113817415987548,0.08280828082808281
2020-04-03,0.14469750889679717,0.07713498622589532
2020-04-04,0.13731266149870802,0.07298969072164949
2020-04-05,0.12846233789706746,0.07313592579379237
2020-04-06,0.13020445689768398,0.07389606488434966
2020-04-07,0.1306808288351036,0.06545368620037807
2020-04-08,0.1339122924863257,0.07041017767054178
2020-04-09,0.1415762151958471,0.06424242424242424
2020-04-10,0.1526697498423376,0.06443768996960486
2020-04-11,0.1627660981092159,0.06229078736719546
2020-04-12,0.1743119266055046,0.06238685419857958
2020-04-13,0.17720517104916014,0.05950019833399445
2020-04-14,0.18472499782778695,0.060396039603960394
2020-04-15,0.18423582185197052,0.059283706148392616
2020-04-16,0.1792452830188679,0.06608235948803562
2020-04-17,0.1732407473691746,0.07134292565947242
2020-04-18,0.17255853610546337,0.07925368024649093
2020-04-19,0.16357950445032476,0.07948108898227663
2020-04-20,0.15785993718662186,0.08152396558787382
2020-04-21,0.15352490802426172,0.09084652443220922
2020-04-22,0.14390831252229755,0.08628267406893361
2020-04-23,0.14602991470600354,0.0804902962206333
2020-04-24,0.14562753036437248,0.08389796731765643
2020-04-25,0.1500769625448948,0.08571943093823159
2020-04-26,0.15392343295898964,0.08671031675809591
2020-04-27,0.16258367753881214,0.09323388385721897
2020-04-28,0.16895396013406244,0.10226174366905084
2020-04-29,0.18861059101988908,0.12051077414205906
2020-04-30,0.1987157708772168,0.14917238595074686
2020-05-01,0.20807897129497338,0.14993432163632953
2020-05-02,0.21908995992051464,0.15829673477181594
2020-05-03,0.22341725739428012,0.1679168087282646
2020-05-04,0.22780171782018585,0.17347762881602327
2020-05-05,0.23064750933603392,0.1737458193979933
2020-05-06,0.2404716782480522,0.18333333333333332
2020-05-07,0.25196325381538004,0.17192754094804208
2020-05-08,0.2609521490320224,0.17504146746024002
2020-05-09,0.2683349631078318,0.16515749554988005
2020-05-10,0.279823366580254,0.16181566181566182
2020-05-11,0.28540647691280085,0.15748233782915863
2020-05-12,0.2983348212552886,0.15922593787132916
2020-05-13,0.3123404415077339,0.15593132154006242
2020-05-14,0.3285604438994992,0.1544788792188495
2020-05-15,0.3401714149670661,0.15130417234246507
2020-05-16,0.3522197445773363,0.15398052085538852
2020-05-17,0.35737767584097857,0.1491693354683747
2020-05-18,0.36948575524099625,0.15175153834972624
2020-05-19,0.3841922931682729,0.15484301937207748
2020-05-20,0.39160680037707635,0.15126166291308543
2020-05-21,0.40259045340803573,0.15621797857475547
2020-05-22,0.4124522606874461,0.1579252951422489
2020-05-23,0.41803853423571735,0.15828329559996063
2020-05-24,0.436583287687907,0.16934878231949363
2020-05-25,0.4431449188214071,0.17575590984057174
2020-05-26,0.4420562645464628,0.17489204194941393
2020-05-27,0.4437025461318685,0.17750284055043555
2020-05-28,0.4479895569284012,0.17761268572855538
2020-05-29,0.4517243364615119,0.18783767559130748
2020-05-30,0.45304146898371594,0.19144286617976883
2020-05-31,0.44950057037923263,0.18974768809224798
2020-06-01,0.44946505186552976,0.18491306786315198
2020-06-02,0.4523087381686974,0.18811561440335864
2020-06-03,0.45592598846886834,0.1905986422546801
2020-06-04,0.47614532895405143,0.2179673145730587
2020-06-05,0.47063752765301337,0.21138749645322993
2020-06-06,0.4783950274710028,0.21288961799859385
2020-06-07,0.47698579554550014,0.21181838923112023
2020-06-08,0.476242176523183,0.21316984559491373
2020-06-09,0.47315718613261526,0.20958566629339306
2020-06-10,0.46684877079711945,0.205042689434365
2020-06-11,0.4395874706625745,0.17469492614001284
2020-06-12,0.43331070377913555,0.1720489977728285
2020-06-13,0.42048308090760655,0.16476013925939323
2020-06-14,0.41485739349238776,0.16206912171037732
2020-06-15,0.4105808484732733,0.15747195420340704
2020-06-16,0.4070705084079064,0.15607232733712367
2020-06-17,0.4041237365404124,0.16205226608187134
2020-06-18,0.40173342990780414,0.16093983430666847
2020-06-19,0.40203324871833157,0.16426690079016681
2020-06-20,0.39463075411323034,0.1619979897740681
2020-06-21,0.3926266692224139,0.16055670193616367
2020-06-22,0.38935046285611713,0.16003820771101077
2020-06-23,0.3864366693231188,0.15890002131741632
2020-06-24,0.3801503799001857,0.15125375280138695
2020-06-25,0.37321477056747215,0.14914221313186124
2020-06-26,0.3633896343647535,0.1415473499120824
2020-06-27,0.3614009784791154,0.14401519949335023
2020-06-28,0.3563149736194661,0.14137265371503677
2020-06-29,0.3516957173852897,0.14173067494688674
2020-06-30,0.34319169670064503,0.13732454638822322
2020-07-01,0.3413995141237555,0.137934046735095
2020-07-02,0.3386640976236352,0.1362530413625304
2020-07-03,0.331855172749866,0.13707737392293226
2020-07-04,0.32319834602257813,0.1311656337549877
2020-07-05,0.31563191245197664,0.12966986155484558
2020-07-06,0.3107411078815168,0.12721336179831721
2020-07-07,0.30467662013796676,0.12643058070979923
2020-07-08,0.2936752081689188,0.12236713754109614
2020-07-09,0.27913068788202194,0.11562785349521458
2020-07-10,0.27216990386501866,0.10641296687808316
2020-07-11,0.2636384461825441,0.10147254878196582
2020-07-12,0.25866338690644375,0.09520646838001733
2020-07-13,0.25398781178194413,0.08812949640287769
2020-07-14,0.24737658697719425,0.08356008770771141
2020-07-15,0.2427093290402643,0.08018976203229015
2020-07-16,0.23814623529614978,0.07712739549200676
2020-07-17,0.23365071410674015,0.07676772713673083
2020-07-18,0.23456084382894762,0.07395810035040633
2020-07-19,0.2327019642593413,0.07290370738989799
2020-07-20,0.23237742830712305,0.07263291262609034
2020-07-21,0.23150577124868835,0.07025364737293792
2020-07-22,0.23027414482202166,0.06675248253034204
2020-07-23,0.2328029375764994,0.06531159258431986
2020-07-24,0.23312709850228241,0.06385224274406333
2020-07-25,0.22980796252927402,0.06160488829776981
2020-07-26,0.22920117452190936,0.06185621654092829
2020-07-27,0.22541304591056577,0.060950309519826
2020-07-28,0.22083396340541359,0.05858467735386315
2020-07-29,0.21522917028210023,0.05637091910115835
2020-07-30,0.2086996760758908,0.05326177904728931
2020-07-31,0.20427825887480644,0.050041150042499226
2020-08-01,0.20029586950597578,0.04822462693304786
2020-08-02,0.1982197474707866,0.0446680790960452
2020-08-03,0.19655681259222824,0.04402918367839973
2020-08-04,0.19502270448782213,0.04365260290627667
2020-08-05,0.19593349319276274,0.043245759440495926
2020-08-06,0.19854711911633,0.04289200932482571
2020-08-07,0.19938333001790332,0.04161552461167309
2020-08-08,0.20342518824627978,0.04077569221196723
2020-08-09,0.20223675630816654,0.04038235854639558
