fecha,positividad_sintomatico,positividad_asintomatico
2020-08-10,0.1992300098716683,0.039747455900596064
2020-08-11,0.19853622931092305,0.03871277042008749
2020-08-12,0.1949467668702051,0.038436367543491216
2020-08-13,0.1878573106742893,0.03721998851234923
2020-08-14,0.18356704816218117,0.036881523089186734
2020-08-15,0.17896668047582412,0.03569916619116862
2020-08-16,0.17658686580276742,0.03513208399187175
2020-08-17,0.1756105496471928,0.03379152348224513
2020-08-18,0.17288801571709234,0.033252547364032
2020-08-19,0.17166713840928388,0.031786934225958616
2020-08-20,0.17140803737198299,0.031853462185159394
2020-08-21,0.16980569201089876,0.03097926849823024
2020-08-22,0.1712207204571607,0.031503240643947314
2020-08-23,0.16996108349709088,0.031600237356979886
2020-08-24,0.17020670804623883,0.03142899960037299
2020-08-25,0.16775981001922424,0.03138033432317908
2020-08-26,0.1668466011326401,0.031116699953152353
2020-08-27,0.16790296332740415,0.030817001371078314
2020-08-28,0.169065709594899,0.030497856907352457
2020-08-29,0.1677285212879597,0.028937906761533443
2020-08-30,0.16885082576541366,0.028282843330775933
2020-08-31,0.1696728307254623,0.028556089955728132
2020-09-01,0.17236445495822045,0.027806971448589946
2020-09-02,0.17312921935913284,0.027607517349678333
2020-09-03,0.17264954045502487,0.026417116119584243
2020-09-04,0.1720834185998921,0.0267524235645041
2020-09-05,0.17063829787234042,0.027211819523630366
2020-09-06,0.16722487600431926,0.026553062985332183
2020-09-07,0.16685119574844995,0.026554087126774352
2020-09-08,0.16356515023353316,0.02661919778541973
2020-09-09,0.1594784715817646,0.026112309176550705
2020-09-10,0.15813554475264513,0.026683946898315176
2020-09-11,0.15767289471353937,0.025985600690721217
2020-09-12,0.15598336177474403,0.025785285398884403
2020-09-13,0.15962316372152438,0.02629798865252143
2020-09-14,0.15591426210195003,0.02588597205170297
2020-09-15,0.1567357738437168,0.025854748755154307
2020-09-16,0.15565863035925293,0.025539003122407828
2020-09-17,0.1562562074507467,0.024894125312194593
2020-09-18,0.1565363932439597,0.024938620743023165
2020-09-19,0.16072392760723928,0.024997899657071283
2020-09-20,0.16166296150090378,0.025258975450546332
2020-09-21,0.1661049793579914,0.02644488597401227
2020-09-22,0.16814234633066577,0.02586438672904232
2020-09-23,0.17071570617299137,0.02698404283517998
2020-09-24,0.1668652925661815,0.02709799390820292
2020-09-25,0.16095795557361006,0.026644367380735712
2020-09-26,0.15668210790289436,0.025719651398221778
2020-09-27,0.15554844468396853,0.02588645794039985
2020-09-28,0.15159445575264127,0.025383914171516725
2020-09-29,0.14858203700147238,0.02544591107953483
2020-09-30,0.1449865155111994,0.02462237882857354
2020-10-01,0.14584343696172047,0.024614015902730154
2020-10-02,0.1466717004444597,0.024504721520323337
2020-10-03,0.14640464184568627,0.024062459206952068
2020-10-04,0.14712675616067242,0.02388085950994617
2020-10-05,0.14723178036302728,0.02342812923195976
2020-10-06,0.14660831509846828,0.02318765400077811
2020-10-07,0.14868342533194093,0.022649768079963415
2020-10-08,0.1481170611605394,0.02255575506805111
2020-10-09,0.1474861157085586,0.022075496006183973
2020-10-10,0.14625131024844149,0.022065953825899882
2020-10-11,0.14355825965479846,0.021942381099762716
2020-10-12,0.1454003724394786,0.02181393954403848
2020-10-13,0.14768113678950656,0.021706602453910876
2020-10-14,0.15148029303142216,0.022348363143050946
2020-10-15,0.15103316197963915,0.02230752311283605
2020-10-16,0.1534804961645177,0.022402359192802753
2020-10-17,0.15681598585613551,0.02254458363509899
2020-10-18,0.15567298855376388,0.021655379663455033
2020-10-19,0.15424742268041236,0.02178721599943465
2020-10-20,0.15303682448589193,0.021696602069219053
2020-10-21,0.14899635743625514,0.021431918045864938
2020-10-22,0.14861789250491178,0.020377808459897076
2020-10-23,0.1471010643530268,0.019694563680123067
2020-10-24,0.14414361846967752,0.018963899752671272
2020-10-25,0.1434400378459355,0.019084377337616212
2020-10-26,0.14084313725490197,0.01835850458034167
2020-10-27,0.1390877084381166,0.01798220824220382
2020-10-28,0.13499845583693637,0.01765482684570385
2020-10-29,0.13328469395591735,0.01815999261288436
2020-10-30,0.13222355243904757,0.018140893052682808
2020-10-31,0.130833866992684,0.01863725478107545
2020-11-01,0.13156379548595118,0.018323372129600505
2020-11-02,0.13251191900959405,0.01844696574134934
2020-11-03,0.1328262372814383,0.01872375281956611
2020-11-04,0.1357583887321721,0.018864748530136706
2020-11-05,0.13642447609724914,0.01839997138974322
2020-11-06,0.13654282642456098,0.01807944502518293
2020-11-07,0.13751072276417897,0.017541605088993124
2020-11-08,0.13645641360997166,0.017896856667542246
2020-11-09,0.13485656058943407,0.017764724741229275
2020-11-10,0.13486664089679165,0.0176772281741509
2020-11-11,0.13404888749608274,0.017473711987792497
2020-11-12,0.1345625888354524,0.017419849249104988
2020-11-13,0.13595374810079125,0.017811675452220253
2020-11-14,0.1354759010157261,0.01786603657759709
2020-11-15,0.1367866375024856,0.017627962719476864
2020-11-16,0.13742753694873672,0.017862718644507156
2020-11-17,0.1340705448699096,0.017381947605843644
2020-11-18,0.13234785947398733,0.017018831488096294
2020-11-19,0.1281853861899307,0.017153916430254365
2020-11-20,0.12507656044098814,0.017037099534749175
2020-11-21,0.12467365324508181,0.017300101092764645
2020-11-22,0.12340425531914893,0.017268047465983517
2020-11-23,0.12392624806814506,0.01716114019778941
2020-11-24,0.12523196108458698,0.017403688326735542
2020-11-25,0.12499318615426547,0.017770744112157438
2020-11-26,0.128099400736709,0.017989062649908856
2020-11-27,0.12819623027469315,0.01763366448475336
2020-11-28,0.12744632685847818,0.0172488939572151
2020-11-29,0.12852138373960006,0.017486429863822494
2020-11-30,0.12788709853417232,0.017459287231531746
2020-12-01,0.12841220537182532,0.01723131701968367
2020-12-02,0.1311263581269223,0.017049964977819285
2020-12-03,0.12936698204710576,0.016712491553463663
2020-12-04,0.13172765677291928,0.0172592618489902
2020-12-05,0.1373693971611671,0.018090504357041244
2020-12-06,0.1387400068575966,0.018106394192352812
2020-12-07,0.1416242371718485,0.018401327977610207
2020-12-08,0.14556763441058673,0.01918946093553621
2020-12-09,0.15001435269352215,0.019462695993295843
2020-12-10,0.15570179633845388,0.019304761557974972
2020-12-11,0.15914216976167206,0.01967922622143314
2020-12-12,0.15745724852612691,0.01913363458055856
2020-12-13,0.1592955993263528,0.018997600242839387
2020-12-14,0.16035626647278015,0.0189913090619547
2020-12-15,0.16013536023004227,0.018780947759630337
2020-12-16,0.1614602556789585,0.019330911677293165
2020-12-17,0.16344388388057232,0.019598994262136547
2020-12-18,0.16356846473029046,0.0195469047896969
2020-12-19,0.16632208831291076,0.01964432606055858
2020-12-20,0.16801499771994122,0.020408063530849115
2020-12-21,0.16839827554880163,0.02038906696865583
2020-12-22,0.17206591374413843,0.020798937280576905
2020-12-23,0.17265309486524355,0.021056035302621068
2020-12-24,0.17629482071713148,0.021952338822995073
2020-12-25,0.18174798174798174,0.022865562075115673
2020-12-26,0.18717198043486022,0.02460554027459691
2020-12-27,0.19299213439157206,0.02509977400586623
2020-12-28,0.19891071428571427,0.025619860356865788
2020-12-29,0.205109205744328,0.026927615556504053
2020-12-30,0.21099185221725153,0.028879437614258163
2020-12-31,0.21498539841468503,0.03128516767949584
2021-01-01,0.21792728107275172,0.03218745399735025
2021-01-02,0.22079288025889968,0.032974423724834556
2021-01-03,0.22345094187170267,0.033114209074766705
2021-01-04,0.224616962426578,0.032622740996135734
2021-01-05,0.22857229527839712,0.03281869671206627
2021-01-06,0.23318561393988724,0.033620596660713646
2021-01-07,0.23475067590035711,0.034153021251025574
2021-01-08,0.23386902692729364,0.034214967290303766
2021-01-09,0.2327280131329456,0.03405770125639832
2021-01-10,0.2311756935270806,0.03422108176276886
2021-01-11,0.23392929255846398,0.035184429018647066
2021-01-12,0.23236810023295956,0.03603524450246009
2021-01-13,0.2320821950350398,0.03575642410919433
2021-01-14,0.2309319780154837,0.03480698971933501
2021-01-15,0.23079986879715103,0.03411113269095853
2021-01-16,0.23108092282468673,0.03391355945027857
2021-01-17,0.23353810936441569,0.03389810088710941
2021-01-18,0.2359881313990172,0.03424855839988419
2021-01-19,0.23776231897522848,0.03372832067279421
2021-01-20,0.24028358020002533,0.03408669728466683
2021-01-21,0.24382251763745555,0.03576786126405328
2021-01-22,0.2463329288264194,0.036636205976520814
2021-01-23,0.25009524263060146,0.03730644671591944
2021-01-24,0.25018941899481656,0.037737592674269634
2021-01-25,0.24920327588902386,0.03774470081460315
2021-01-26,0.24926643371117577,0.038688770431402626
2021-01-27,0.24833345723985825,0.039120894340259595
2021-01-28,0.2455179591381596,0.03808915658491966
2021-01-29,0.24390213425301144,0.03879521288428171
2021-01-30,0.23858788796176988,0.03857562818415207
