codigo_region,region_residencia,fecha,COVID UCI
05,Región de Región de Valparaíso,2021-05-27,65.55891238670695
05,Región de Región de Valparaíso,2021-05-28,62.53776435045317
05,Región de Región de Valparaíso,2021-05-29,65.06024096385542
05,Región de Región de Valparaíso,2021-05-30,64.1566265060241
05,Región de Región de Valparaíso,2021-05-31,64.1566265060241
05,Región de Región de Valparaíso,2021-06-01,65.36144578313252
05,Región de Región de Valparaíso,2021-06-02,64.26426426426427
05,Región de Región de Valparaíso,2021-06-03,65.16516516516516
05,Región de Región de Valparaíso,2021-06-04,64.86486486486487
05,Región de Región de Valparaíso,2021-06-05,63.855421686746986
05,Región de Región de Valparaíso,2021-06-06,63.855421686746986
05,Región de Región de Valparaíso,2021-06-07,63.93939393939394
05,Región de Región de Valparaíso,2021-06-08,64.54545454545455
05,Región de Región de Valparaíso,2021-06-09,67.36526946107784
