"fecha";"region";"carga.estimada";"carga.liminf";"carga.lisup"
"2020-05-08";4;4.16160345223515;2.62529661665646;6.22237159369259
"2020-05-09";4;3.98758037354562;2.5086832134109;5.50176056338028
"2020-05-10";4;3.30703651255358;1.91365584813227;4.90673319810165
"2020-05-11";4;5.027532723515;3.34889773423148;7.05660593998775
"2020-05-12";4;3.24544071494183;2.03325933864054;4.66453612982241
"2020-05-13";4;3.79202866656461;2.27246631965707;5.74096754439682
"2020-05-14";4;3.25441097672994;1.91365584813227;4.90673319810165
"2020-05-15";4;3.34231954225352;2.15286282914881;4.67051630434783
"2020-05-16";4;2.92550137783221;1.55185528934476;4.66752621708512
"2020-05-17";4;3.02895839712186;1.67145877985303;4.54792272657685
"2020-05-18";4;3.32617307103491;1.91365584813227;4.90673319810165
"2020-05-19";4;3.60126109920392;2.27246631965707;5.26255358236375
"2020-05-20";4;4.48034675443968;2.87048377219841;6.34197508420086
"2020-05-21";4;4.07130281690141;2.51167330067361;5.74395763165952
"2020-05-22";4;5.18720338334354;3.34889773423148;7.05959602725046
"2020-05-23";4;5.86774724433558;3.70471811849357;8.13602744182486
"2020-05-24";4;6.12549276638089;4.30572565829761;8.49184782608696
"2020-05-25";4;7.6229284675444;5.26255358236375;10.0496832899571
"2020-05-26";4;8.34533355021433;6.09678792865891;11.009501301286
"2020-05-27";4;8.52354275107165;6.0937978413962;11.4849251760563
"2020-05-28";4;6.32224050826699;4.18612216778934;8.7340448943662
"2020-05-29";4;7.22405082669933;5.02035651408451;9.33505243417024
"2020-05-30";4;7.93927969993876;5.37916698560931;10.4114838487446
"2020-05-31";4;8.36267605633803;5.97419435088794;10.7673042330067
"2020-06-01";4;9.73213602265769;7.17321934323331;12.4417531001225
"2020-06-02";4;7.73116962645438;5.74096754439682;9.93007979944887
"2020-06-03";4;7.64385907838334;5.85459086037967;10.0466932026944
"2020-06-04";4;7.76406058634415;5.50176056338028;10.4055036742192
"2020-06-05";4;7.60977208358849;5.14295009185548;10.2888902709737
"2020-06-06";4;8.64613632884262;6.09977801592162;11.2457181950398
"2020-06-07";4;7.00278436925903;4.89477284905083;9.33804252143295
"2020-06-08";4;9.61432658450704;6.93102227495407;12.2025461191059
"2020-06-09";4;9.34103260869565;7.05361585272505;11.9603490508267
"2020-06-10";4;10.1340037507655;7.40943623698714;13.1593740431721
"2020-06-11";4;7.81489206981017;5.49877047611758;10.5280972519902
"2020-06-12";4;9.38528590018371;6.81739895897122;12.4447431873852
"2020-06-13";4;8.75617154011023;6.33599490967544;11.6015385793019
"2020-06-14";4;9.64422745713411;7.29581292100429;12.926147236681
"2020-06-15";4;9.05518026638089;6.81440887170851;11.8467257348438
"2020-06-16";4;10.8797315140845;7.29581292100429;14.3583990355175
"2020-06-17";4;7.97635678199633;5.62136405388855;10.5280972519902
"2020-06-18";4;7.49674678505817;5.26255358236375;9.80748622167789
"2020-06-19";4;9.22800731016534;6.57819197795468;11.6045286665646
"2020-06-20";4;7.66359365431721;5.49877047611758;10.1662966932027
"2020-06-21";4;8.5026121402327;5.97419435088794;11.6045286665646
"2020-06-22";4;9.99406766687079;7.29282283374158;12.3251396968769
"2020-06-23";4;10.4377966166565;8.01044377679118;13.7573914957134
"2020-06-24";4;9.4965171463564;7.05361585272505;12.3251396968769
"2020-06-25";4;11.0178735456216;8.24666067054501;14.3583990355175
"2020-06-26";4;11.8867929041641;9.08687519136559;15.3182170468463
"2020-06-27";4;9.05458224892835;6.33300482241274;11.7241321570729
"2020-06-28";4;7.83283259338641;5.50176056338028;10.7673042330067
"2020-06-29";4;7.85914536129822;5.86057103490508;10.2888902709737
"2020-06-30";4;8.84587415799143;6.69779546846295;11.7271222443356
"2020-07-01";4;12.1953699096754;9.32309208511941;15.0700398040416
"2020-07-02";4;10.4114838487446;8.01343386405389;13.8769949862217
"2020-07-03";4;11.682270935395;8.48885773882425;15.198613556338
"2020-07-04";4;12.8878741197183;10.0466932026944;16.2720548836497
"2020-07-05";4;9.7757912966932;7.29282283374158;12.5613565906307
"2020-07-06";4;15.9383611451317;12.4357729255971;19.7495263701776
"2020-07-07";4;13.4242957746479;10.1543363441519;16.7474787584201
"2020-07-08";4;13.7609796004287;10.5221170774648;17.5817131047152
"2020-07-09";4;12.0046023423148;9.56229906613595;14.9534264007961
"2020-07-10";4;13.4183156001225;9.92708971218616;16.7534589329455
"2020-07-11";4;11.9358303352725;8.96727170085732;14.9534264007961
"2020-07-12";4;12.4866044090631;9.20647868187385;16.0268677281078
"2020-07-13";4;14.2944111680955;11.1231246172688;18.2993340477648
"2020-07-14";4;16.0788952464789;12.558366503368;20.2159799831598
"2020-07-15";4;14.5168736604409;11.4819350887936;17.94052357624
"2020-07-16";4;12.1588908450704;8.97026178812002;15.7876607470912
"2020-07-17";4;14.134740508267;11.3563514237599;17.7013165952235
"2020-07-18";4;12.6121880740968;9.44269557562768;15.790650834354
"2020-07-19";4;12.4925845835885;9.56528915339865;15.6710473438457
"2020-07-20";4;17.5942714712186;13.8680247244336;22.4914363900796
"2020-07-21";4;14.2698924525413;11.0005310394979;17.462109614207
"2020-07-22";4;13.1384434323331;10.0466932026944;17.584703191978
"2020-07-23";4;14.7219936466626;11.5955584047765;18.8973515003062
"2020-07-24";4;15.2165540799143;11.9483887017759;18.9003415875689
"2020-07-25";4;16.1662057945499;12.4297927510716;19.8541794243723
"2020-07-26";4;10.6243780618494;7.77123679577465;13.2879477954685
"2020-07-27";4;18.2706292100429;15.0640596295162;22.3688428123086
"2020-07-28";4;13.2305381200245;9.92110953766075;16.2780350581751
"2020-07-29";4;15.1525662124923;11.4819350887936;18.6611346065524
"2020-07-30";4;14.3793296463564;11.4789450015309;18.1827206445193
"2020-07-31";4;13.7627736527863;10.7583339712186;17.1032991426822
"2020-08-01";4;17.9022504592774;12.9141868876301;22.1326259185548
"2020-08-02";4;14.2375995101041;11.1231246172688;18.1797305572566
"2020-08-03";4;16.355179309553;12.558366503368;20.3385735609308
"2020-08-04";4;14.0689585884874;10.6447106552358;17.584703191978
"2020-08-05";4;15.7966310088794;12.3161694350888;19.6508534905083
"2020-08-06";4;13.5767902250459;10.0466932026944;17.3425061236987
"2020-08-07";4;15.4701134797918;11.957358963564;19.2591520590937
"2020-08-08";4;13.0349864130435;10.0466932026944;16.8640921616656
"2020-08-09";4;11.6284493646663;8.61145131659522;14.9504363135334
"2020-08-10";4;16.4442839099816;12.5464061543172;20.3325933864054
"2020-08-11";4;14.8093041947336;11.2397380205144;18.6581445192896
"2020-08-12";4;14.9360838946724;11.2427281077771;19.1395485685854
"2020-08-13";4;16.0759051592162;12.1995560318432;20.3355834736681
"2020-08-14";4;17.0763883573178;13.2759874464176;21.6601921310472
"2020-08-15";4;15.6668612216779;11.5955584047765;19.8541794243723
"2020-08-16";4;14.4080344840784;9.56827924066136;21.2924113977342
"2020-08-17";4;20.7996450168402;14.4690322642376;29.1982021203307
"2020-08-18";4;23.4973017452541;15.7846706598285;34.4607557026944
"2020-08-19";4;22.1900355939988;14.9504363135334;33.6145610073484
"2020-08-20";4;20.7075503291488;14.1102217927128;30.3882568508879
"2020-08-21";4;18.5552855174525;12.1965659445805;26.9167655388855
"2020-08-22";4;14.192150183711;8.96727170085732;20.9395811007348
"2020-08-23";4;14.1467008573178;8.61145131659522;22.3718328995713
"2020-08-24";4;19.7387620560318;11.3623315982854;30.6244737446418
"2020-08-25";4;17.954875995101;9.20348859461114;33.3006018447643
"2020-08-26";4;23.4733810471525;12.3161694350888;44.9828727801592
"2020-04-01";5;0.816510812837662;0.408127866460562;1.32641556599683
"2020-04-02";5;0.804777136676921;0.408127866460562;1.3774315493044
"2020-04-03";5;0.729018401465179;0.357111883152992;1.12362703234924
