"fecha";"r.estimado";"r.liminf";"r.lisup"
"2020-08-30";1.02096294063494;0.990123073871727;1.05180280739816
"2020-08-31";1.01785712314138;0.988775425860196;1.04693882042256
"2020-09-01";1.02172877656882;0.993455548012485;1.05000200512515
"2020-09-02";1.01466558886459;0.986621186175613;1.04270999155357
"2020-09-03";1.01623438339878;0.988549679359899;1.04391908743767
"2020-09-04";1.01409764730249;0.986008096789567;1.04218719781542
"2020-09-05";1.01136210820672;0.984364433683134;1.0383597827303
"2020-09-06";1.00738931102549;0.981317082432291;1.03346153961868
"2020-09-07";1.00190543183067;0.976339078370241;1.02747178529111
"2020-09-08";0.983003403825567;0.957100749839378;1.00890605781176
"2020-09-09";0.971957958383998;0.945264925908637;0.998650990859359
"2020-09-10";0.957131703265645;0.930648246023637;0.983615160507653
"2020-09-11";0.939953315913562;0.910318778760711;0.969587853066412
"2020-09-12";0.936224512816423;0.902052818024791;0.970396207608055
"2020-09-13";0.93862698445525;0.902379413258523;0.974874555651976
"2020-09-14";0.925011778661038;0.888143762249462;0.961879795072614
"2020-09-15";0.922426838013047;0.882416436583755;0.962437239442339
"2020-09-16";0.913234099586852;0.872133760450443;0.954334438723261
"2020-09-17";0.91790420770571;0.874726714932251;0.961081700479169
"2020-09-18";0.902047633352174;0.859775955126757;0.94431931157759
"2020-09-19";0.911422157423292;0.865753735449276;0.957090579397308
"2020-09-20";0.947330710079266;0.901053388867528;0.993608031291004
"2020-09-21";0.984603864057089;0.94325737602779;1.02595035208639
"2020-09-22";0.997223707697804;0.961436807453186;1.03301060794242
"2020-09-23";1.02009743641771;0.986691899749623;1.05350297308579
"2020-09-24";1.02992794613746;0.995663530605705;1.06419236166921
"2020-09-25";1.06709030922383;1.0294529369269;1.10472768152077
"2020-09-26";1.06194468313828;1.01850011529877;1.10538925097778
"2020-09-27";1.03009407355431;0.986886413979402;1.07330173312921
"2020-09-28";1.02129950959093;0.983528391250997;1.05907062793087
"2020-09-29";1.00243209651211;0.969479118333677;1.03538507469054
"2020-09-30";0.980174400796589;0.950888402478527;1.00946039911465
"2020-10-01";0.982140798287611;0.953130770809879;1.01115082576534
"2020-10-02";0.971285881101876;0.941047392814247;1.0015243693895
"2020-10-03";0.970879283061555;0.940107331896632;1.00165123422648
"2020-10-04";0.969498869425802;0.93892785693794;1.00006988191366
"2020-10-05";0.946732034496704;0.914729212811763;0.978734856181644
"2020-10-06";0.963015994845005;0.92792178799253;0.998110201697481
"2020-10-07";0.972746052277892;0.939149127397333;1.00634297715845
"2020-10-08";0.970170768394346;0.938433569917414;1.00190796687128
"2020-10-09";0.967119643912956;0.935580327695135;0.998658960130777
"2020-10-10";0.980920352583712;0.950308726474274;1.01153197869315
"2020-10-11";0.98075017976539;0.951359325912668;1.01014103361811
"2020-10-12";0.95334499328558;0.925144065328815;0.981545921242345
"2020-10-13";0.973316447881117;0.941891258706769;1.00474163705547
"2020-10-14";0.992623911027174;0.961450273070066;1.02379754898428
"2020-10-15";0.993681757763876;0.963300026977623;1.02406348855013
"2020-10-16";0.990281309901955;0.960028024491558;1.02053459531235
"2020-10-17";0.978452188462076;0.949501086975191;1.00740328994896
"2020-10-18";0.985745092266515;0.957292848660306;1.01419733587272
"2020-10-19";1.02201622006142;0.993544630042344;1.05048781008049
"2020-10-20";0.996014052089618;0.965757631247533;1.0262704729317
"2020-10-21";0.973450830511558;0.943873949601235;1.00302771142188
"2020-10-22";0.95446183293222;0.924593609084322;0.984330056780119
"2020-10-23";0.950215087712773;0.917737116911015;0.982693058514532
