"fecha";"region";"media.estimado";"media.linf";"media.lsup"
2020-07-05;8;4.20600482592451;3.9435815586609;4.49391878235072
2020-07-12;8;4.14073064437947;3.87552991271634;4.42914282737036
2020-07-19;8;4.44846805293291;4.20195289704576;4.7187114229852
2020-07-26;8;4.99071118919485;4.28938636679866;6.67752660150473
2020-08-02;8;6.40454610118427;4.61770790984103;9.09156266586975
2020-08-09;8;3.74630851771486;3.20271789731263;6.42930274559297
2020-08-16;8;4.56936843207883;2.81542432110446;8.84830057616001
2020-03-08;9;17.0129701517773;15.4466984448964;18.5848123340656
2020-03-15;9;17.0129701517773;15.4466984448964;18.5848123340656
2020-03-22;9;19.2052324547722;18.0702046236372;20.3337447897193
2020-03-29;9;16.5197840844286;15.4422336039168;17.5982782259068
2020-04-05;9;15.9667676133371;14.9196199096443;16.9963063307331
2020-04-12;9;14.2104839472936;13.3082799272755;15.1166597483075
2020-04-19;9;11.1939061852597;10.3693763510619;12.1086765386909
2020-04-26;9;7.92926982493338;6.99526371833411;8.97512981146411
2020-05-03;9;9.3526447761842;8.13300526900718;10.6866638486345
2020-05-10;9;6.88181835030331;5.98357799343582;7.90691640640698
2020-05-17;9;7.16753337002524;6.32902676031652;8.10530684235503
2020-05-24;9;6.58717426748335;6.01343516670071;7.21827072044457
2020-05-31;9;5.94619802715852;5.39196779970928;6.56632455682654
2020-06-07;9;5.99608937128666;5.42366289707321;6.63282552698839
2020-06-14;9;5.21345548234477;4.70035379851016;5.81157846070143
2020-06-21;9;5.62744102865564;4.95065052497263;6.40666691992094
2020-06-28;9;5.99200268721227;5.34200943691891;6.72635326815675
2020-07-05;9;5.7004418253219;4.99122652289679;6.52753207978734
2020-07-12;9;6.49627311777964;5.71710378749969;7.36812223983034
2020-07-19;9;6.39032003780053;5.59897860253475;7.31363090526917
2020-07-26;9;6.17370112655841;4.98512584945493;8.45640690567737
2020-08-02;9;7.31922341213112;5.4156347819634;10.3410761438266
2020-08-09;9;6.28207824965348;3.87434322414588;12.7961833219624
2020-08-16;9;5.10977809637137;2.98369299533593;11.1203700821411
