"fecha";"region";"provincia";"r.estimado";"r.liminf";"r.lisup"
"2020-03-27";5;58;1.32458139473842;0.254135612649595;2.39502717682724
"2020-03-28";5;58;1.32066084806893;0.314735420463715;2.32658627567415
"2020-03-29";5;58;1.29508883381366;0.309446489932556;2.28073117769476
"2020-03-30";5;58;1.31363705799736;0.326031538329439;2.30124257766528
"2020-03-31";5;58;1.30325083009732;0.351466804917661;2.25503485527697
"2020-04-01";5;58;1.2530725455921;0.344671768104985;2.16147332307921
"2020-04-02";5;58;1.22831990244048;0.330717851931093;2.12592195294987
"2020-04-03";5;58;1.19213314741126;0.355574195642601;2.02869209917992
"2020-04-04";5;58;1.14088765252766;0.308254631495973;1.97352067355934
"2020-04-05";5;58;1.12503813736712;0.301271285875461;1.94880498885877
"2020-04-06";5;58;1.10964578973298;0.319619714640993;1.89967186482497
"2020-04-07";5;58;1.11187063002379;0.324572346842425;1.89916891320516
"2020-04-08";5;58;1.1299333794176;0.319944480047421;1.93992227878777
"2020-04-09";5;58;1.1308905868484;0.321458956916554;1.94032221678024
"2020-04-10";5;58;1.14821245952309;0.312140207091779;1.9842847119544
"2020-04-11";5;58;1.15605431041084;0.320988261907273;1.99112035891442
"2020-04-12";5;58;1.14763227150328;0.361936153371709;1.93332838963484
"2020-04-13";5;58;1.15204239581092;0.386889330677052;1.91719546094478
"2020-04-14";5;58;1.15382719393142;0.382992430542001;1.92466195732084
"2020-04-15";5;58;1.15176102676344;0.373698223851136;1.92982382967574
"2020-04-16";5;58;1.15331781895032;0.388413246307806;1.91822239159284
"2020-04-17";5;58;1.14455753931668;0.365931043907872;1.92318403472549
"2020-04-18";5;58;1.1618400154375;0.383922180957044;1.93975784991795
"2020-04-19";5;58;1.18452193787352;0.430922720264188;1.93812115548285
"2020-04-20";5;58;1.21913227518449;0.461050528519749;1.97721402184922
"2020-04-21";5;58;1.23440619143417;0.472408939511357;1.99640344335698
"2020-04-22";5;58;1.23664261943794;0.469245017093798;2.00404022178209
"2020-04-23";5;58;1.2295911271378;0.476973735035024;1.98220851924058
"2020-04-24";5;58;1.25241295293206;0.511320635710427;1.99350527015369
"2020-04-25";5;58;1.26866974972369;0.551902335275544;1.98543716417184
"2020-04-26";5;58;1.30143985221815;0.58264959466038;2.02023010977591
"2020-04-27";5;58;1.36188708716537;0.618846707677688;2.10492746665305
"2020-04-28";5;58;1.43595811015075;0.684698436961323;2.18721778334017
"2020-04-29";5;58;1.51632209569194;0.732352131333074;2.30029206005081
"2020-04-30";5;58;1.60632434667392;0.813477399147733;2.39917129420011
"2020-05-01";5;58;1.68340220659126;0.855992367564363;2.51081204561816
"2020-05-02";5;58;1.72304981883293;0.915170362885843;2.53092927478002
"2020-05-03";5;58;1.701674294794;0.945220357097445;2.45812823249056
"2020-05-04";5;58;1.69714641747264;0.971499390940869;2.4227934440044
"2020-05-05";5;58;1.71165377073047;1.00562863850196;2.41767890295898
"2020-05-06";5;58;1.6799262574344;1.02552642358504;2.33432609128376
"2020-05-07";5;58;1.63761718675692;1.01412917019254;2.26110520332131
"2020-05-08";5;58;1.5993089736339;1.0079963442114;2.19062160305641
"2020-05-09";5;58;1.57740197872777;1.02601487328648;2.12878908416906
"2020-05-10";5;58;1.54518992981478;1.02905175604659;2.06132810358297
"2020-05-11";5;58;1.55349704968046;1.0631023081239;2.04389179123703
"2020-05-12";5;58;1.50334177062078;1.02370216402569;1.98298137721587
"2020-05-13";5;58;1.42897404158183;0.988644419930108;1.86930366323355
"2020-05-14";5;58;1.36673248124336;0.973406486053493;1.76005847643323
"2020-05-15";5;58;1.29862754558222;0.943847717983124;1.65340737318133
"2020-05-16";5;58;1.2176186681457;0.906522709118049;1.52871462717336
"2020-05-17";5;58;1.16248322606639;0.888094361276855;1.43687209085592
