fecha_primeros_sintomas;prop3d
2020-03-10;0
2020-03-11;0.00571428571428571
2020-03-12;0.0132330827067669
2020-03-13;0.0243937969924812
2020-03-14;0.0334353883125535
2020-03-15;0.046880766463814
2020-03-16;0.0510517779340956
2020-03-17;0.0648766627267223
2020-03-18;0.0701513880014476
2020-03-19;0.0741268438825296
2020-03-20;0.0738504833383119
2020-03-21;0.0798049456883264
2020-03-22;0.0750414933460635
2020-03-23;0.084823970247875
2020-03-24;0.0903443235504864
2020-03-25;0.0964981697043325
2020-03-26;0.0993579838164152
2020-03-27;0.111138465239754
2020-03-28;0.128303967291432
2020-03-29;0.151826830912657
2020-03-30;0.164575612233488
2020-03-31;0.177067108832128
2020-04-01;0.184536343717093
2020-04-02;0.202618439602393
2020-04-03;0.210712319406799
2020-04-04;0.209363088615006
2020-04-05;0.218511682643429
2020-04-06;0.22594342053584
2020-04-07;0.240809982545259
2020-04-08;0.259792793267269
2020-04-09;0.255928058967753
2020-04-10;0.257771596517776
2020-04-11;0.271652009017972
2020-04-12;0.281210479662669
2020-04-13;0.296401739643644
2020-04-14;0.310563634087228
2020-04-15;0.321590580076892
2020-04-16;0.339573236398206
2020-04-17;0.348431101048837
2020-04-18;0.35259829847209
2020-04-19;0.345608360961471
2020-04-20;0.339140236252304
2020-04-21;0.327371533342722
2020-04-22;0.319684269525491
2020-04-23;0.316190993477671
2020-04-24;0.30862918139252
2020-04-25;0.292275662279048
2020-04-26;0.28845749668393
2020-04-27;0.280414279397015
2020-04-28;0.273327372292255
2020-04-29;0.265058169205692
2020-04-30;0.256907483350363
2020-05-01;0.244177391985336
2020-05-02;0.230108147562593
2020-05-03;0.215071125124811
2020-05-04;0.213935190691954
2020-05-05;0.200258545404872
2020-05-06;0.189622420384678
2020-05-07;0.180281304659007
2020-05-08;0.175982939840387
2020-05-09;0.176064287041699
2020-05-10;0.173131861304801
2020-05-11;0.157746354625328
2020-05-12;0.14525019489062
2020-05-13;0.129706660238254
2020-05-14;0.11812198088271
2020-05-15;0.113744660373721
2020-05-16;0.114545491028414
2020-05-17;0.114498414591305
2020-05-18;0.116187428745803
2020-05-19;0.122209282913784
2020-05-20;0.125032622727651
2020-05-21;0.130479496528955
2020-05-22;0.13769727770799
2020-05-23;0.137714945109364
2020-05-24;0.13560279198794
2020-05-25;0.135243127125098
2020-05-26;0.136288588060318
2020-05-27;0.143849700378797
2020-05-28;0.143388260679088
2020-05-29;0.144187144884464
2020-05-30;0.147836450498329
2020-05-31;0.158480936885754
2020-06-01;0.161430444306502
2020-06-02;0.165716171373365
2020-06-03;0.174750640024239
2020-06-04;0.185030346041819
2020-06-05;0.187304939409399
2020-06-06;0.19344783940874
2020-06-07;0.195322187149286
2020-06-08;0.206801892307762
2020-06-09;0.219204700245714
2020-06-10;0.22453564118808
2020-06-11;0.233044851398176
2020-06-12;0.237004036575279
2020-06-13;0.241505844618048
2020-06-14;0.248735386742948
2020-06-15;0.255476881206712
2020-06-16;0.263243612048795
2020-06-17;0.271076883355505
2020-06-18;0.277763624563274
2020-06-19;0.286378005059741
2020-06-20;0.295098243694937
2020-06-21;0.304184317987197
2020-06-22;0.313409220069242
2020-06-23;0.317655309970856
2020-06-24;0.324662457590338
2020-06-25;0.330245270781847
2020-06-26;0.338095093636896
2020-06-27;0.336655964274829
2020-06-28;0.336525074222473
2020-06-29;0.336397918909962
2020-06-30;0.343996594478273
2020-07-01;0.34509374392243
2020-07-02;0.345955164942966
2020-07-03;0.346793890459005
2020-07-04;0.354106520315115
2020-07-05;0.361085595185953
2020-07-06;0.367093138454324
2020-07-07;0.365512716869725
2020-07-08;0.374890008517026
2020-07-09;0.380673115371444
2020-07-10;0.375660806288903
2020-07-11;0.381611535021517
2020-07-12;0.386794162527965
2020-07-13;0.384964573167336
2020-07-14;0.38420543622858
2020-07-15;0.371278107900094
2020-07-16;0.367744088149741
2020-07-17;0.373727107339204
2020-07-18;0.36901881881103
2020-07-19;0.370051069549163
2020-07-20;0.36711295755049
2020-07-21;0.368260487269449
2020-07-22;0.377496110717896
2020-07-23;0.37703269463169
2020-07-24;0.379567249205065
2020-07-25;0.378688079507937
2020-07-26;0.373562171731132
2020-07-27;0.373816448578996
2020-07-28;0.373923254586424
2020-07-29;0.369393887376725
2020-07-30;0.362386010008192
2020-07-31;0.359953518568155
2020-08-01;0.354288367777781
2020-08-02;0.351998165150137
2020-08-03;0.357401110313962
2020-08-04;0.357342396283254
2020-08-05;0.361294861374407
2020-08-06;0.376951455879462
2020-08-07;0.379609508035117
2020-08-08;0.390943714116979
2020-08-09;0.39887421775734
2020-08-10;0.396300295987271
2020-08-11;0.400673972718035
2020-08-12;0.404150774283683
2020-08-13;0.397645597817018
2020-08-14;0.395168016531489
2020-08-15;0.392349456682395
2020-08-16;0.393198523680911
2020-08-17;0.400564879085536
2020-08-18;0.402606364312862
2020-08-19;0.408154235006397
2020-08-20;0.406818832011673
2020-08-21;0.411339614683716
2020-08-22;0.416752391327566
2020-08-23;0.414478518293265
2020-08-24;0.412594364005527
2020-08-25;0.412344244541853
2020-08-26;0.409375334821437
2020-08-27;0.411161193314071
2020-08-28;0.409138527960504
2020-08-29;0.40650953885071
2020-08-30;0.404272196992762
2020-08-31;0.403997543856513
2020-09-01;0.395109835282232
2020-09-02;0.390863825247045
2020-09-03;0.38713736154681
2020-09-04;0.382323664036647
2020-09-05;0.37289079724134
2020-09-06;0.363807911864784
2020-09-07;0.354922771355532
2020-09-08;0.35832699660543
2020-09-09;0.352709639046183
2020-09-10;0.349796313291478
2020-09-11;0.352854441495184
2020-09-12;0.353267937476453
2020-09-13;0.353475758461243
2020-09-14;0.350677719638332
2020-09-15;0.338305543000658
2020-09-16;0.327554254871478
2020-09-17;0.313590403226725
2020-09-18;0.300696514491936
2020-09-19;0.302122340555932
2020-09-20;0.302646748986702
2020-09-21;0.308576904293416
2020-09-22;0.319722864008269
2020-09-23;0.329555560047862
2020-09-24;0.344882898039415
2020-09-25;0.35583287014895
2020-09-26;0.363139952113743
2020-09-27;0.372613279816239
2020-09-28;0.378395193051568
2020-09-29;0.385682344582836
2020-09-30;0.390596312965934
2020-10-01;0.394223292640643
2020-10-02;0.398573859545147
2020-10-03;0.399539403941371
2020-10-04;0.402420369059531
2020-10-05;0.404749744330878
2020-10-06;0.407301763382705
2020-10-07;0.416557022961939
2020-10-08;0.423893258399308
2020-10-09;0.42679878969218
2020-10-10;0.423176124581486
2020-10-11;0.426320671380076
2020-10-12;0.429808028803032
2020-10-13;0.432987447315371
2020-10-14;0.438603196908176
2020-10-15;0.441772000578819
2020-10-16;0.443381194690666
2020-10-17;0.45085821571549
2020-10-18;0.448296888154163
2020-10-19;0.450923998941755
2020-10-20;0.444855064954158
2020-10-21;0.443582200912292
2020-10-22;0.439529580457817
2020-10-23;0.439544615887734
